categoryName,trending_date,country,view_count
Film & Animation,2020-10-19 00:00:00+00:00,Mexico,903607
Film & Animation,2020-10-19 00:00:00+00:00,Russia,2463883
Film & Animation,2020-10-19 00:00:00+00:00,South Korea,5582787
Film & Animation,2020-10-19 00:00:00+00:00,United Kingdom,6437639
Film & Animation,2020-10-19 00:00:00+00:00,United States,6816952
Film & Animation,2020-10-20 00:00:00+00:00,Brazil,276728
Film & Animation,2020-10-20 00:00:00+00:00,Canada,4006648
Film & Animation,2020-10-20 00:00:00+00:00,France,354400
Film & Animation,2020-10-20 00:00:00+00:00,Germany,22658
Film & Animation,2020-10-20 00:00:00+00:00,India,49635143
Film & Animation,2020-10-20 00:00:00+00:00,Japan,12009656
Film & Animation,2020-10-20 00:00:00+00:00,Mexico,992050
Film & Animation,2020-10-20 00:00:00+00:00,Russia,6236117
Film & Animation,2020-10-20 00:00:00+00:00,South Korea,5858720
Film & Animation,2020-10-20 00:00:00+00:00,United Kingdom,3740853
Film & Animation,2020-10-20 00:00:00+00:00,United States,7387975
Film & Animation,2020-10-21 00:00:00+00:00,Brazil,311136
Film & Animation,2020-10-21 00:00:00+00:00,Canada,4500336
Film & Animation,2020-10-21 00:00:00+00:00,France,516360
Film & Animation,2020-10-21 00:00:00+00:00,Germany,29496
Film & Animation,2020-10-21 00:00:00+00:00,India,23785838
Film & Animation,2020-10-21 00:00:00+00:00,Japan,11911162
Film & Animation,2020-10-21 00:00:00+00:00,Mexico,731000
Film & Animation,2020-10-21 00:00:00+00:00,Russia,6297446
Film & Animation,2020-10-21 00:00:00+00:00,South Korea,4840668
Film & Animation,2020-10-21 00:00:00+00:00,United Kingdom,4011578
Film & Animation,2020-10-21 00:00:00+00:00,United States,4848878
Film & Animation,2020-10-22 00:00:00+00:00,Brazil,425073
Film & Animation,2020-10-22 00:00:00+00:00,Canada,9347348
Film & Animation,2020-10-22 00:00:00+00:00,France,636033
Film & Animation,2020-10-22 00:00:00+00:00,Germany,5290014
Film & Animation,2020-10-22 00:00:00+00:00,India,6194096
Film & Animation,2020-10-22 00:00:00+00:00,Japan,11349408
Film & Animation,2020-10-22 00:00:00+00:00,Mexico,255651
Film & Animation,2020-10-22 00:00:00+00:00,Russia,4358028
Film & Animation,2020-10-22 00:00:00+00:00,South Korea,5956548
Film & Animation,2020-10-22 00:00:00+00:00,United Kingdom,4449453
Film & Animation,2020-10-22 00:00:00+00:00,United States,10152000
Film & Animation,2020-10-23 00:00:00+00:00,Brazil,637390
Film & Animation,2020-10-23 00:00:00+00:00,Canada,7114766
Film & Animation,2020-10-23 00:00:00+00:00,France,731194
Film & Animation,2020-10-23 00:00:00+00:00,Germany,6721132
Film & Animation,2020-10-23 00:00:00+00:00,India,6574728
Film & Animation,2020-10-23 00:00:00+00:00,Japan,11138952
Film & Animation,2020-10-23 00:00:00+00:00,Mexico,267575
Film & Animation,2020-10-23 00:00:00+00:00,Russia,6592151
Film & Animation,2020-10-23 00:00:00+00:00,South Korea,5879602
Film & Animation,2020-10-23 00:00:00+00:00,United Kingdom,5811759
Film & Animation,2020-10-23 00:00:00+00:00,United States,7459529
Film & Animation,2020-10-24 00:00:00+00:00,Brazil,944228
Film & Animation,2020-10-24 00:00:00+00:00,Canada,4351714
Film & Animation,2020-10-24 00:00:00+00:00,France,726416
Film & Animation,2020-10-24 00:00:00+00:00,Germany,8345972
Film & Animation,2020-10-24 00:00:00+00:00,India,7081987
Film & Animation,2020-10-24 00:00:00+00:00,Japan,12139482
Film & Animation,2020-10-24 00:00:00+00:00,Russia,5210358
Film & Animation,2020-10-24 00:00:00+00:00,South Korea,6516953
Film & Animation,2020-10-24 00:00:00+00:00,United Kingdom,9495084
Film & Animation,2020-10-24 00:00:00+00:00,United States,3554750
Film & Animation,2020-10-25 00:00:00+00:00,Brazil,1047544
Film & Animation,2020-10-25 00:00:00+00:00,Canada,11177679
Film & Animation,2020-10-25 00:00:00+00:00,France,847262
Film & Animation,2020-10-25 00:00:00+00:00,Germany,9532312
Film & Animation,2020-10-25 00:00:00+00:00,India,7530726
Film & Animation,2020-10-25 00:00:00+00:00,Japan,5504866
Film & Animation,2020-10-25 00:00:00+00:00,Mexico,377210
Film & Animation,2020-10-25 00:00:00+00:00,Russia,4183608
Film & Animation,2020-10-25 00:00:00+00:00,South Korea,9959503
Film & Animation,2020-10-25 00:00:00+00:00,United Kingdom,11118645
Film & Animation,2020-10-25 00:00:00+00:00,United States,12764012
Film & Animation,2020-10-26 00:00:00+00:00,Brazil,1147091
Film & Animation,2020-10-26 00:00:00+00:00,Canada,15431506
Film & Animation,2020-10-26 00:00:00+00:00,France,1056594
Film & Animation,2020-10-26 00:00:00+00:00,Germany,2540114
Film & Animation,2020-10-26 00:00:00+00:00,India,8311421
Film & Animation,2020-10-26 00:00:00+00:00,Japan,9491108
Film & Animation,2020-10-26 00:00:00+00:00,Mexico,532486
Film & Animation,2020-10-26 00:00:00+00:00,Russia,3017623
Film & Animation,2020-10-26 00:00:00+00:00,South Korea,8370098
Film & Animation,2020-10-26 00:00:00+00:00,United Kingdom,14664091
Film & Animation,2020-10-26 00:00:00+00:00,United States,16204612
Film & Animation,2020-10-27 00:00:00+00:00,Brazil,1360969
Film & Animation,2020-10-27 00:00:00+00:00,Canada,18943845
Film & Animation,2020-10-27 00:00:00+00:00,France,577647
Film & Animation,2020-10-27 00:00:00+00:00,Germany,856846
Film & Animation,2020-10-27 00:00:00+00:00,India,8630122
Film & Animation,2020-10-27 00:00:00+00:00,Japan,12333978
Film & Animation,2020-10-27 00:00:00+00:00,Mexico,621372
Film & Animation,2020-10-27 00:00:00+00:00,Russia,4393899
Film & Animation,2020-10-27 00:00:00+00:00,South Korea,7459028
Film & Animation,2020-10-27 00:00:00+00:00,United Kingdom,17880898
Film & Animation,2020-10-27 00:00:00+00:00,United States,19949501
Film & Animation,2020-10-29 00:00:00+00:00,Brazil,932972
Film & Animation,2020-10-29 00:00:00+00:00,Canada,13728364
Film & Animation,2020-10-29 00:00:00+00:00,France,838853
Film & Animation,2020-10-29 00:00:00+00:00,Germany,2576480
Film & Animation,2020-10-29 00:00:00+00:00,India,107594
Film & Animation,2020-10-29 00:00:00+00:00,Japan,16208629
Film & Animation,2020-10-29 00:00:00+00:00,Mexico,1189783
Film & Animation,2020-10-29 00:00:00+00:00,Russia,6858558
Film & Animation,2020-10-29 00:00:00+00:00,South Korea,6771566
Film & Animation,2020-10-29 00:00:00+00:00,United Kingdom,7259891
Film & Animation,2020-10-29 00:00:00+00:00,United States,12166103
Film & Animation,2020-10-30 00:00:00+00:00,Brazil,777871
Film & Animation,2020-10-30 00:00:00+00:00,Canada,8869371
Film & Animation,2020-10-30 00:00:00+00:00,France,669856
Film & Animation,2020-10-30 00:00:00+00:00,Germany,2833752
Film & Animation,2020-10-30 00:00:00+00:00,India,413036
Film & Animation,2020-10-30 00:00:00+00:00,Japan,1830683
Film & Animation,2020-10-30 00:00:00+00:00,Mexico,1277173
Film & Animation,2020-10-30 00:00:00+00:00,Russia,5363834
Film & Animation,2020-10-30 00:00:00+00:00,South Korea,6407271
Film & Animation,2020-10-30 00:00:00+00:00,United Kingdom,7299460
Film & Animation,2020-10-30 00:00:00+00:00,United States,10149458
Film & Animation,2020-10-31 00:00:00+00:00,Brazil,797190
Film & Animation,2020-10-31 00:00:00+00:00,Canada,9769579
Film & Animation,2020-10-31 00:00:00+00:00,France,590266
Film & Animation,2020-10-31 00:00:00+00:00,Germany,1145455
Film & Animation,2020-10-31 00:00:00+00:00,India,482840
Film & Animation,2020-10-31 00:00:00+00:00,Japan,20817824
Film & Animation,2020-10-31 00:00:00+00:00,Mexico,4107258
Film & Animation,2020-10-31 00:00:00+00:00,Russia,3152967
Film & Animation,2020-10-31 00:00:00+00:00,South Korea,5260062
Film & Animation,2020-10-31 00:00:00+00:00,United Kingdom,9214127
Film & Animation,2020-10-31 00:00:00+00:00,United States,11090002
Film & Animation,2020-11-01 00:00:00+00:00,Brazil,811696
Film & Animation,2020-11-01 00:00:00+00:00,Canada,8410467
Film & Animation,2020-11-01 00:00:00+00:00,France,452562
Film & Animation,2020-11-01 00:00:00+00:00,Germany,3752418
Film & Animation,2020-11-01 00:00:00+00:00,India,182805
Film & Animation,2020-11-01 00:00:00+00:00,Japan,23288349
Film & Animation,2020-11-01 00:00:00+00:00,Mexico,6794684
Film & Animation,2020-11-01 00:00:00+00:00,Russia,3347369
Film & Animation,2020-11-01 00:00:00+00:00,South Korea,4823755
Film & Animation,2020-11-01 00:00:00+00:00,United Kingdom,9749015
Film & Animation,2020-11-01 00:00:00+00:00,United States,12089463
Film & Animation,2020-11-02 00:00:00+00:00,Canada,14547728
Film & Animation,2020-11-02 00:00:00+00:00,France,302114
Film & Animation,2020-11-02 00:00:00+00:00,Germany,6854557
Film & Animation,2020-11-02 00:00:00+00:00,India,880766
Film & Animation,2020-11-02 00:00:00+00:00,Japan,23089419
Film & Animation,2020-11-02 00:00:00+00:00,Mexico,9600009
Film & Animation,2020-11-02 00:00:00+00:00,Russia,2137154
Film & Animation,2020-11-02 00:00:00+00:00,South Korea,6431089
Film & Animation,2020-11-02 00:00:00+00:00,United Kingdom,13317353
Film & Animation,2020-11-02 00:00:00+00:00,United States,16458221
Film & Animation,2020-11-03 00:00:00+00:00,Canada,17292341
Film & Animation,2020-11-03 00:00:00+00:00,France,411151
Film & Animation,2020-11-03 00:00:00+00:00,Germany,7968419
Film & Animation,2020-11-03 00:00:00+00:00,India,1245214
Film & Animation,2020-11-03 00:00:00+00:00,Japan,27387924
Film & Animation,2020-11-03 00:00:00+00:00,Mexico,8524975
Film & Animation,2020-11-03 00:00:00+00:00,Russia,3586495
Film & Animation,2020-11-03 00:00:00+00:00,South Korea,1615362
Film & Animation,2020-11-03 00:00:00+00:00,United Kingdom,15391755
Film & Animation,2020-11-03 00:00:00+00:00,United States,17292193
Film & Animation,2020-11-04 00:00:00+00:00,Canada,19021786
Film & Animation,2020-11-04 00:00:00+00:00,France,560461
Film & Animation,2020-11-04 00:00:00+00:00,Germany,8808396
Film & Animation,2020-11-04 00:00:00+00:00,India,1086190
Film & Animation,2020-11-04 00:00:00+00:00,Japan,7246575
Film & Animation,2020-11-04 00:00:00+00:00,Mexico,11113806
Film & Animation,2020-11-04 00:00:00+00:00,Russia,4064127
Film & Animation,2020-11-04 00:00:00+00:00,South Korea,6873658
Film & Animation,2020-11-04 00:00:00+00:00,United Kingdom,17375524
Film & Animation,2020-11-04 00:00:00+00:00,United States,19176372
Film & Animation,2020-11-05 00:00:00+00:00,Canada,18222551
Film & Animation,2020-11-05 00:00:00+00:00,France,1358496
Film & Animation,2020-11-05 00:00:00+00:00,Germany,9582209
Film & Animation,2020-11-05 00:00:00+00:00,India,1651371
Film & Animation,2020-11-05 00:00:00+00:00,Japan,8377187
Film & Animation,2020-11-05 00:00:00+00:00,Mexico,12510290
Film & Animation,2020-11-05 00:00:00+00:00,Russia,9179660
Film & Animation,2020-11-05 00:00:00+00:00,South Korea,7900789
Film & Animation,2020-11-05 00:00:00+00:00,United Kingdom,16587820
Film & Animation,2020-11-05 00:00:00+00:00,United States,20383447
Film & Animation,2020-11-06 00:00:00+00:00,Brazil,938577
Film & Animation,2020-11-06 00:00:00+00:00,Canada,19582988
Film & Animation,2020-11-06 00:00:00+00:00,France,2665012
Film & Animation,2020-11-06 00:00:00+00:00,Germany,5846606
Film & Animation,2020-11-06 00:00:00+00:00,India,1960366
Film & Animation,2020-11-06 00:00:00+00:00,Japan,7587089
Film & Animation,2020-11-06 00:00:00+00:00,Mexico,14015618
Film & Animation,2020-11-06 00:00:00+00:00,Russia,7991953
Film & Animation,2020-11-06 00:00:00+00:00,South Korea,8220639
Film & Animation,2020-11-06 00:00:00+00:00,United Kingdom,19861457
Film & Animation,2020-11-06 00:00:00+00:00,United States,22386135
Film & Animation,2020-11-07 00:00:00+00:00,Canada,20699893
Film & Animation,2020-11-07 00:00:00+00:00,France,2911000
Film & Animation,2020-11-07 00:00:00+00:00,Germany,2066206
Film & Animation,2020-11-07 00:00:00+00:00,India,2824879
Film & Animation,2020-11-07 00:00:00+00:00,Japan,4855521
Film & Animation,2020-11-07 00:00:00+00:00,Mexico,14946947
Film & Animation,2020-11-07 00:00:00+00:00,Russia,4200228
Film & Animation,2020-11-07 00:00:00+00:00,South Korea,8825512
Film & Animation,2020-11-07 00:00:00+00:00,United Kingdom,20685319
Film & Animation,2020-11-07 00:00:00+00:00,United States,20051887
Film & Animation,2020-11-08 00:00:00+00:00,Brazil,2162376
Film & Animation,2020-11-08 00:00:00+00:00,Canada,22320381
Film & Animation,2020-11-08 00:00:00+00:00,France,4111015
Film & Animation,2020-11-08 00:00:00+00:00,Germany,2859391
Film & Animation,2020-11-08 00:00:00+00:00,India,6613002
Film & Animation,2020-11-08 00:00:00+00:00,Japan,3400530
Film & Animation,2020-11-08 00:00:00+00:00,Mexico,14114417
Film & Animation,2020-11-08 00:00:00+00:00,Russia,2127290
Film & Animation,2020-11-08 00:00:00+00:00,South Korea,8339366
Film & Animation,2020-11-08 00:00:00+00:00,United Kingdom,8976947
Film & Animation,2020-11-08 00:00:00+00:00,United States,20959437
Film & Animation,2020-11-09 00:00:00+00:00,Brazil,2645547
Film & Animation,2020-11-09 00:00:00+00:00,Canada,24736765
Film & Animation,2020-11-09 00:00:00+00:00,France,2969019
Film & Animation,2020-11-09 00:00:00+00:00,Germany,3781853
Film & Animation,2020-11-09 00:00:00+00:00,India,7732516
Film & Animation,2020-11-09 00:00:00+00:00,Japan,4559225
Film & Animation,2020-11-09 00:00:00+00:00,Mexico,3259789
Film & Animation,2020-11-09 00:00:00+00:00,Russia,3114093
Film & Animation,2020-11-09 00:00:00+00:00,South Korea,9171713
Film & Animation,2020-11-09 00:00:00+00:00,United Kingdom,15366829
Film & Animation,2020-11-09 00:00:00+00:00,United States,26923691
Film & Animation,2020-11-10 00:00:00+00:00,Brazil,808734
Film & Animation,2020-11-10 00:00:00+00:00,Canada,10326582
Film & Animation,2020-11-10 00:00:00+00:00,France,602700
Film & Animation,2020-11-10 00:00:00+00:00,Germany,5652139
Film & Animation,2020-11-10 00:00:00+00:00,India,7434577
Film & Animation,2020-11-10 00:00:00+00:00,Japan,4382292
Film & Animation,2020-11-10 00:00:00+00:00,Mexico,1069608
Film & Animation,2020-11-10 00:00:00+00:00,Russia,5839124
Film & Animation,2020-11-10 00:00:00+00:00,South Korea,9581983
Film & Animation,2020-11-10 00:00:00+00:00,United Kingdom,15636357
Film & Animation,2020-11-10 00:00:00+00:00,United States,26321837
Film & Animation,2020-11-11 00:00:00+00:00,Brazil,1173855
Film & Animation,2020-11-11 00:00:00+00:00,Canada,11207790
Film & Animation,2020-11-11 00:00:00+00:00,France,968351
Film & Animation,2020-11-11 00:00:00+00:00,Germany,6655622
Film & Animation,2020-11-11 00:00:00+00:00,India,8871406
Film & Animation,2020-11-11 00:00:00+00:00,Japan,4357571
Film & Animation,2020-11-11 00:00:00+00:00,Mexico,1203946
Film & Animation,2020-11-11 00:00:00+00:00,Russia,1817208
Film & Animation,2020-11-11 00:00:00+00:00,South Korea,7363743
Film & Animation,2020-11-11 00:00:00+00:00,United Kingdom,15014306
Film & Animation,2020-11-11 00:00:00+00:00,United States,25099286
Film & Animation,2020-11-12 00:00:00+00:00,Canada,9900606
Film & Animation,2020-11-12 00:00:00+00:00,France,827191
Film & Animation,2020-11-12 00:00:00+00:00,Germany,7558896
Film & Animation,2020-11-12 00:00:00+00:00,India,11677068
Film & Animation,2020-11-12 00:00:00+00:00,Japan,5106685
Film & Animation,2020-11-12 00:00:00+00:00,Mexico,918747
Film & Animation,2020-11-12 00:00:00+00:00,Russia,3227778
Film & Animation,2020-11-12 00:00:00+00:00,South Korea,6999564
Film & Animation,2020-11-12 00:00:00+00:00,United Kingdom,16345123
Film & Animation,2020-11-12 00:00:00+00:00,United States,27001207
Film & Animation,2020-11-13 00:00:00+00:00,Brazil,1576625
Film & Animation,2020-11-13 00:00:00+00:00,Canada,11420441
Film & Animation,2020-11-13 00:00:00+00:00,France,909565
Film & Animation,2020-11-13 00:00:00+00:00,Germany,8381576
Film & Animation,2020-11-13 00:00:00+00:00,India,13754473
Film & Animation,2020-11-13 00:00:00+00:00,Japan,5566695
Film & Animation,2020-11-13 00:00:00+00:00,Mexico,981031
Film & Animation,2020-11-13 00:00:00+00:00,Russia,2036512
Film & Animation,2020-11-13 00:00:00+00:00,South Korea,7036043
Film & Animation,2020-11-13 00:00:00+00:00,United Kingdom,19213813
Film & Animation,2020-11-13 00:00:00+00:00,United States,17845937
Film & Animation,2020-11-14 00:00:00+00:00,Brazil,2252668
Film & Animation,2020-11-14 00:00:00+00:00,Canada,13193296
Film & Animation,2020-11-14 00:00:00+00:00,France,858602
Film & Animation,2020-11-14 00:00:00+00:00,Germany,9016779
Film & Animation,2020-11-14 00:00:00+00:00,India,15384876
Film & Animation,2020-11-14 00:00:00+00:00,Japan,7167445
Film & Animation,2020-11-14 00:00:00+00:00,Mexico,1037750
Film & Animation,2020-11-14 00:00:00+00:00,Russia,4042336
Film & Animation,2020-11-14 00:00:00+00:00,South Korea,7390900
Film & Animation,2020-11-14 00:00:00+00:00,United Kingdom,22447226
Film & Animation,2020-11-14 00:00:00+00:00,United States,20563140
Film & Animation,2020-11-15 00:00:00+00:00,Brazil,1863682
Film & Animation,2020-11-15 00:00:00+00:00,Canada,14182382
Film & Animation,2020-11-15 00:00:00+00:00,France,649383
Film & Animation,2020-11-15 00:00:00+00:00,Germany,71915
Film & Animation,2020-11-15 00:00:00+00:00,India,17572575
Film & Animation,2020-11-15 00:00:00+00:00,Japan,6966452
Film & Animation,2020-11-15 00:00:00+00:00,Mexico,1096849
Film & Animation,2020-11-15 00:00:00+00:00,Russia,4233464
Film & Animation,2020-11-15 00:00:00+00:00,South Korea,7751346
Film & Animation,2020-11-15 00:00:00+00:00,United Kingdom,15652377
Film & Animation,2020-11-15 00:00:00+00:00,United States,22106826
Film & Animation,2020-11-16 00:00:00+00:00,Brazil,3630516
Film & Animation,2020-11-16 00:00:00+00:00,Canada,15103088
Film & Animation,2020-11-16 00:00:00+00:00,France,592124
Film & Animation,2020-11-16 00:00:00+00:00,Germany,27181
Film & Animation,2020-11-16 00:00:00+00:00,India,6082028
Film & Animation,2020-11-16 00:00:00+00:00,Japan,7538960
Film & Animation,2020-11-16 00:00:00+00:00,Mexico,402517
Film & Animation,2020-11-16 00:00:00+00:00,Russia,5618052
Film & Animation,2020-11-16 00:00:00+00:00,South Korea,7522417
Film & Animation,2020-11-16 00:00:00+00:00,United Kingdom,8513966
Film & Animation,2020-11-16 00:00:00+00:00,United States,25266040
Film & Animation,2020-11-17 00:00:00+00:00,Brazil,1904204
Film & Animation,2020-11-17 00:00:00+00:00,Canada,6364474
Film & Animation,2020-11-17 00:00:00+00:00,France,374954
Film & Animation,2020-11-17 00:00:00+00:00,Germany,104524
Film & Animation,2020-11-17 00:00:00+00:00,India,3670034
Film & Animation,2020-11-17 00:00:00+00:00,Japan,8642710
Film & Animation,2020-11-17 00:00:00+00:00,Russia,4414360
Film & Animation,2020-11-17 00:00:00+00:00,South Korea,7613742
Film & Animation,2020-11-17 00:00:00+00:00,United Kingdom,9447110
Film & Animation,2020-11-17 00:00:00+00:00,United States,16568480
Film & Animation,2020-11-18 00:00:00+00:00,Brazil,2102953
Film & Animation,2020-11-18 00:00:00+00:00,Canada,7787758
Film & Animation,2020-11-18 00:00:00+00:00,France,644278
Film & Animation,2020-11-18 00:00:00+00:00,Germany,806960
Film & Animation,2020-11-18 00:00:00+00:00,India,3136049
Film & Animation,2020-11-18 00:00:00+00:00,Japan,6159175
Film & Animation,2020-11-18 00:00:00+00:00,Mexico,367319
Film & Animation,2020-11-18 00:00:00+00:00,Russia,5749456
Film & Animation,2020-11-18 00:00:00+00:00,South Korea,8079646
Film & Animation,2020-11-18 00:00:00+00:00,United Kingdom,11947997
Film & Animation,2020-11-18 00:00:00+00:00,United States,9537677
Film & Animation,2020-11-19 00:00:00+00:00,Brazil,2155204
Film & Animation,2020-11-19 00:00:00+00:00,Canada,7608510
Film & Animation,2020-11-19 00:00:00+00:00,France,560749
Film & Animation,2020-11-19 00:00:00+00:00,Germany,890744
Film & Animation,2020-11-19 00:00:00+00:00,India,3031330
Film & Animation,2020-11-19 00:00:00+00:00,Japan,6836472
Film & Animation,2020-11-19 00:00:00+00:00,Mexico,561718
Film & Animation,2020-11-19 00:00:00+00:00,Russia,12100797
Film & Animation,2020-11-19 00:00:00+00:00,South Korea,10617004
Film & Animation,2020-11-19 00:00:00+00:00,United Kingdom,8638439
Film & Animation,2020-11-19 00:00:00+00:00,United States,10638867
Film & Animation,2020-11-20 00:00:00+00:00,Brazil,2304908
Film & Animation,2020-11-20 00:00:00+00:00,Canada,4092829
Film & Animation,2020-11-20 00:00:00+00:00,France,494215
Film & Animation,2020-11-20 00:00:00+00:00,Germany,1236999
Film & Animation,2020-11-20 00:00:00+00:00,India,791940
Film & Animation,2020-11-20 00:00:00+00:00,Japan,4673643
Film & Animation,2020-11-20 00:00:00+00:00,Mexico,1892060
Film & Animation,2020-11-20 00:00:00+00:00,Russia,13294683
Film & Animation,2020-11-20 00:00:00+00:00,South Korea,6173892
Film & Animation,2020-11-20 00:00:00+00:00,United Kingdom,6213865
Film & Animation,2020-11-20 00:00:00+00:00,United States,10072333
Film & Animation,2020-11-21 00:00:00+00:00,Brazil,2614804
Film & Animation,2020-11-21 00:00:00+00:00,Canada,5292323
Film & Animation,2020-11-21 00:00:00+00:00,France,565566
Film & Animation,2020-11-21 00:00:00+00:00,Germany,1492611
Film & Animation,2020-11-21 00:00:00+00:00,India,424332
Film & Animation,2020-11-21 00:00:00+00:00,Japan,4799283
Film & Animation,2020-11-21 00:00:00+00:00,Mexico,1026433
Film & Animation,2020-11-21 00:00:00+00:00,Russia,5328017
Film & Animation,2020-11-21 00:00:00+00:00,South Korea,7816866
Film & Animation,2020-11-21 00:00:00+00:00,United Kingdom,6822287
Film & Animation,2020-11-21 00:00:00+00:00,United States,6440975
Film & Animation,2020-11-23 00:00:00+00:00,Brazil,1093517
Film & Animation,2020-11-23 00:00:00+00:00,Canada,14748134
Film & Animation,2020-11-23 00:00:00+00:00,France,4467944
Film & Animation,2020-11-23 00:00:00+00:00,Germany,759477
Film & Animation,2020-11-23 00:00:00+00:00,India,2551260
Film & Animation,2020-11-23 00:00:00+00:00,Japan,6473141
Film & Animation,2020-11-23 00:00:00+00:00,Mexico,4442979
Film & Animation,2020-11-23 00:00:00+00:00,Russia,4834936
Film & Animation,2020-11-23 00:00:00+00:00,South Korea,6477367
Film & Animation,2020-11-23 00:00:00+00:00,United Kingdom,12637915
Film & Animation,2020-11-23 00:00:00+00:00,United States,16105743
Film & Animation,2020-11-24 00:00:00+00:00,Brazil,1303485
Film & Animation,2020-11-24 00:00:00+00:00,Canada,15974479
Film & Animation,2020-11-24 00:00:00+00:00,France,4652897
Film & Animation,2020-11-24 00:00:00+00:00,Germany,417679
Film & Animation,2020-11-24 00:00:00+00:00,India,2189816
Film & Animation,2020-11-24 00:00:00+00:00,Japan,7356856
Film & Animation,2020-11-24 00:00:00+00:00,Mexico,4241350
Film & Animation,2020-11-24 00:00:00+00:00,Russia,11599860
Film & Animation,2020-11-24 00:00:00+00:00,South Korea,7474068
Film & Animation,2020-11-24 00:00:00+00:00,United Kingdom,13607744
Film & Animation,2020-11-24 00:00:00+00:00,United States,16788437
Film & Animation,2020-11-25 00:00:00+00:00,Brazil,2133013
Film & Animation,2020-11-25 00:00:00+00:00,Canada,16836607
Film & Animation,2020-11-25 00:00:00+00:00,France,758016
Film & Animation,2020-11-25 00:00:00+00:00,Germany,473422
Film & Animation,2020-11-25 00:00:00+00:00,India,2191868
Film & Animation,2020-11-25 00:00:00+00:00,Japan,8893027
Film & Animation,2020-11-25 00:00:00+00:00,Mexico,4617494
Film & Animation,2020-11-25 00:00:00+00:00,Russia,12750085
Film & Animation,2020-11-25 00:00:00+00:00,South Korea,6843240
Film & Animation,2020-11-25 00:00:00+00:00,United Kingdom,5119384
Film & Animation,2020-11-25 00:00:00+00:00,United States,17672193
Film & Animation,2020-11-26 00:00:00+00:00,Brazil,2569457
Film & Animation,2020-11-26 00:00:00+00:00,Canada,10641925
Film & Animation,2020-11-26 00:00:00+00:00,France,1017441
Film & Animation,2020-11-26 00:00:00+00:00,Germany,507371
Film & Animation,2020-11-26 00:00:00+00:00,India,2266877
Film & Animation,2020-11-26 00:00:00+00:00,Japan,9277024
Film & Animation,2020-11-26 00:00:00+00:00,Mexico,2948694
Film & Animation,2020-11-26 00:00:00+00:00,Russia,8961450
Film & Animation,2020-11-26 00:00:00+00:00,South Korea,4305286
Film & Animation,2020-11-26 00:00:00+00:00,United Kingdom,2806619
Film & Animation,2020-11-26 00:00:00+00:00,United States,11902768
Film & Animation,2020-11-27 00:00:00+00:00,Brazil,2630403
Film & Animation,2020-11-27 00:00:00+00:00,Canada,11733810
Film & Animation,2020-11-27 00:00:00+00:00,France,915343
Film & Animation,2020-11-27 00:00:00+00:00,Germany,923831
Film & Animation,2020-11-27 00:00:00+00:00,India,166251
Film & Animation,2020-11-27 00:00:00+00:00,Japan,2616727
Film & Animation,2020-11-27 00:00:00+00:00,Mexico,2150239
Film & Animation,2020-11-27 00:00:00+00:00,Russia,9812337
Film & Animation,2020-11-27 00:00:00+00:00,South Korea,3979988
Film & Animation,2020-11-27 00:00:00+00:00,United Kingdom,3622398
Film & Animation,2020-11-27 00:00:00+00:00,United States,15251057
Film & Animation,2020-11-28 00:00:00+00:00,Brazil,3633333
Film & Animation,2020-11-28 00:00:00+00:00,Canada,8560288
Film & Animation,2020-11-28 00:00:00+00:00,France,780320
Film & Animation,2020-11-28 00:00:00+00:00,Germany,1553689
Film & Animation,2020-11-28 00:00:00+00:00,India,238203
Film & Animation,2020-11-28 00:00:00+00:00,Japan,3452342
Film & Animation,2020-11-28 00:00:00+00:00,Mexico,2259004
Film & Animation,2020-11-28 00:00:00+00:00,Russia,7292069
Film & Animation,2020-11-28 00:00:00+00:00,South Korea,4252676
Film & Animation,2020-11-28 00:00:00+00:00,United Kingdom,4560436
Film & Animation,2020-11-28 00:00:00+00:00,United States,13635750
Film & Animation,2020-11-29 00:00:00+00:00,Brazil,4390845
Film & Animation,2020-11-29 00:00:00+00:00,Canada,7330837
Film & Animation,2020-11-29 00:00:00+00:00,France,1179276
Film & Animation,2020-11-29 00:00:00+00:00,Germany,2160839
Film & Animation,2020-11-29 00:00:00+00:00,India,280928
Film & Animation,2020-11-29 00:00:00+00:00,Japan,6463260
Film & Animation,2020-11-29 00:00:00+00:00,Mexico,827567
Film & Animation,2020-11-29 00:00:00+00:00,Russia,6859947
Film & Animation,2020-11-29 00:00:00+00:00,South Korea,4479011
Film & Animation,2020-11-29 00:00:00+00:00,United Kingdom,5357943
Film & Animation,2020-11-29 00:00:00+00:00,United States,10626616
Film & Animation,2020-11-30 00:00:00+00:00,Brazil,5057633
Film & Animation,2020-11-30 00:00:00+00:00,Canada,8725999
Film & Animation,2020-11-30 00:00:00+00:00,France,1369877
Film & Animation,2020-11-30 00:00:00+00:00,Germany,922104
Film & Animation,2020-11-30 00:00:00+00:00,India,156724
Film & Animation,2020-11-30 00:00:00+00:00,Japan,8439967
Film & Animation,2020-11-30 00:00:00+00:00,Mexico,1067259
Film & Animation,2020-11-30 00:00:00+00:00,Russia,3646859
Film & Animation,2020-11-30 00:00:00+00:00,South Korea,2821881
Film & Animation,2020-11-30 00:00:00+00:00,United Kingdom,5748732
Film & Animation,2020-11-30 00:00:00+00:00,United States,11676468
Film & Animation,2020-12-01 00:00:00+00:00,Brazil,6389447
