categoryName,trending_date,country,view_count
Howto & Style,2021-01-26 00:00:00+00:00,Russia,108672
Howto & Style,2021-01-26 00:00:00+00:00,South Korea,7462672
Howto & Style,2021-01-26 00:00:00+00:00,United Kingdom,6294264
Howto & Style,2021-01-26 00:00:00+00:00,United States,6619787
Howto & Style,2021-01-27 00:00:00+00:00,Brazil,169195
Howto & Style,2021-01-27 00:00:00+00:00,Canada,8623081
Howto & Style,2021-01-27 00:00:00+00:00,France,2081156
Howto & Style,2021-01-27 00:00:00+00:00,Germany,6076559
Howto & Style,2021-01-27 00:00:00+00:00,India,947359
Howto & Style,2021-01-27 00:00:00+00:00,Japan,2753094
Howto & Style,2021-01-27 00:00:00+00:00,Mexico,5484372
Howto & Style,2021-01-27 00:00:00+00:00,Russia,591104
Howto & Style,2021-01-27 00:00:00+00:00,South Korea,8145559
Howto & Style,2021-01-27 00:00:00+00:00,United Kingdom,10157897
Howto & Style,2021-01-27 00:00:00+00:00,United States,8867647
Howto & Style,2021-01-28 00:00:00+00:00,Brazil,214961
Howto & Style,2021-01-28 00:00:00+00:00,Canada,12231143
Howto & Style,2021-01-28 00:00:00+00:00,France,3000442
Howto & Style,2021-01-28 00:00:00+00:00,Germany,8039816
Howto & Style,2021-01-28 00:00:00+00:00,India,5940177
Howto & Style,2021-01-28 00:00:00+00:00,Japan,3560265
Howto & Style,2021-01-28 00:00:00+00:00,Mexico,5733835
Howto & Style,2021-01-28 00:00:00+00:00,Russia,847303
Howto & Style,2021-01-28 00:00:00+00:00,South Korea,8501596
Howto & Style,2021-01-28 00:00:00+00:00,United Kingdom,7804667
Howto & Style,2021-01-28 00:00:00+00:00,United States,10310090
Howto & Style,2021-01-29 00:00:00+00:00,Brazil,267052
Howto & Style,2021-01-29 00:00:00+00:00,Canada,10634512
Howto & Style,2021-01-29 00:00:00+00:00,France,2572804
Howto & Style,2021-01-29 00:00:00+00:00,Germany,6214713
Howto & Style,2021-01-29 00:00:00+00:00,India,10570633
Howto & Style,2021-01-29 00:00:00+00:00,Japan,2774285
Howto & Style,2021-01-29 00:00:00+00:00,Mexico,5747213
Howto & Style,2021-01-29 00:00:00+00:00,Russia,1677457
Howto & Style,2021-01-29 00:00:00+00:00,South Korea,6666588
Howto & Style,2021-01-29 00:00:00+00:00,United Kingdom,9522469
Howto & Style,2021-01-29 00:00:00+00:00,United States,7871229
Howto & Style,2021-01-30 00:00:00+00:00,Brazil,292731
Howto & Style,2021-01-30 00:00:00+00:00,Canada,12827732
Howto & Style,2021-01-30 00:00:00+00:00,France,2025717
Howto & Style,2021-01-30 00:00:00+00:00,Germany,5939169
Howto & Style,2021-01-30 00:00:00+00:00,India,17660960
Howto & Style,2021-01-30 00:00:00+00:00,Japan,3389498
Howto & Style,2021-01-30 00:00:00+00:00,Mexico,7352801
Howto & Style,2021-01-30 00:00:00+00:00,Russia,2724899
Howto & Style,2021-01-30 00:00:00+00:00,South Korea,6553853
Howto & Style,2021-01-30 00:00:00+00:00,United Kingdom,8464155
Howto & Style,2021-01-30 00:00:00+00:00,United States,9555322
Howto & Style,2021-01-31 00:00:00+00:00,Brazil,309853
Howto & Style,2021-01-31 00:00:00+00:00,Canada,11846461
Howto & Style,2021-01-31 00:00:00+00:00,France,1471144
Howto & Style,2021-01-31 00:00:00+00:00,Germany,3629483
Howto & Style,2021-01-31 00:00:00+00:00,India,18940138
Howto & Style,2021-01-31 00:00:00+00:00,Japan,2453942
Howto & Style,2021-01-31 00:00:00+00:00,Mexico,8623122
Howto & Style,2021-01-31 00:00:00+00:00,Russia,4057601
Howto & Style,2021-01-31 00:00:00+00:00,South Korea,6790041
Howto & Style,2021-01-31 00:00:00+00:00,United Kingdom,7702460
Howto & Style,2021-01-31 00:00:00+00:00,United States,10209450
Howto & Style,2021-02-01 00:00:00+00:00,Brazil,126013
Howto & Style,2021-02-01 00:00:00+00:00,Canada,9345743
Howto & Style,2021-02-01 00:00:00+00:00,France,1856736
Howto & Style,2021-02-01 00:00:00+00:00,Germany,2308851
Howto & Style,2021-02-01 00:00:00+00:00,India,21821561
Howto & Style,2021-02-01 00:00:00+00:00,Japan,2969482
Howto & Style,2021-02-01 00:00:00+00:00,Mexico,9061074
Howto & Style,2021-02-01 00:00:00+00:00,Russia,6680344
Howto & Style,2021-02-01 00:00:00+00:00,South Korea,8037731
Howto & Style,2021-02-01 00:00:00+00:00,United Kingdom,6561794
Howto & Style,2021-02-01 00:00:00+00:00,United States,10799699
Howto & Style,2021-02-02 00:00:00+00:00,Brazil,135226
Howto & Style,2021-02-02 00:00:00+00:00,Canada,7071178
Howto & Style,2021-02-02 00:00:00+00:00,France,2237204
Howto & Style,2021-02-02 00:00:00+00:00,Germany,2355828
Howto & Style,2021-02-02 00:00:00+00:00,India,22524648
Howto & Style,2021-02-02 00:00:00+00:00,Japan,1855012
Howto & Style,2021-02-02 00:00:00+00:00,Mexico,8632172
Howto & Style,2021-02-02 00:00:00+00:00,Russia,1498088
Howto & Style,2021-02-02 00:00:00+00:00,South Korea,8403436
Howto & Style,2021-02-02 00:00:00+00:00,United Kingdom,4410393
Howto & Style,2021-02-02 00:00:00+00:00,United States,7857371
Howto & Style,2021-02-03 00:00:00+00:00,Brazil,142260
Howto & Style,2021-02-03 00:00:00+00:00,Canada,8382419
Howto & Style,2021-02-03 00:00:00+00:00,France,884553
Howto & Style,2021-02-03 00:00:00+00:00,Germany,4227293
Howto & Style,2021-02-03 00:00:00+00:00,India,23497865
Howto & Style,2021-02-03 00:00:00+00:00,Japan,1685440
Howto & Style,2021-02-03 00:00:00+00:00,Mexico,7464125
Howto & Style,2021-02-03 00:00:00+00:00,Russia,155498
Howto & Style,2021-02-03 00:00:00+00:00,South Korea,8530369
Howto & Style,2021-02-03 00:00:00+00:00,United Kingdom,1996921
Howto & Style,2021-02-03 00:00:00+00:00,United States,9438196
Howto & Style,2021-02-04 00:00:00+00:00,Brazil,146206
Howto & Style,2021-02-04 00:00:00+00:00,Canada,4862591
Howto & Style,2021-02-04 00:00:00+00:00,France,1034886
Howto & Style,2021-02-04 00:00:00+00:00,Germany,6741144
Howto & Style,2021-02-04 00:00:00+00:00,India,15980176
Howto & Style,2021-02-04 00:00:00+00:00,Japan,1785394
Howto & Style,2021-02-04 00:00:00+00:00,Mexico,9111306
Howto & Style,2021-02-04 00:00:00+00:00,Russia,1275245
Howto & Style,2021-02-04 00:00:00+00:00,South Korea,6385686
Howto & Style,2021-02-04 00:00:00+00:00,United Kingdom,2773747
Howto & Style,2021-02-04 00:00:00+00:00,United States,8660058
Howto & Style,2021-02-05 00:00:00+00:00,Brazil,149516
Howto & Style,2021-02-05 00:00:00+00:00,Canada,5870316
Howto & Style,2021-02-05 00:00:00+00:00,France,1214720
Howto & Style,2021-02-05 00:00:00+00:00,Germany,9618972
Howto & Style,2021-02-05 00:00:00+00:00,India,17753474
Howto & Style,2021-02-05 00:00:00+00:00,Japan,2627397
Howto & Style,2021-02-05 00:00:00+00:00,Mexico,10127106
Howto & Style,2021-02-05 00:00:00+00:00,Russia,877093
Howto & Style,2021-02-05 00:00:00+00:00,South Korea,4458727
Howto & Style,2021-02-05 00:00:00+00:00,United Kingdom,5025399
Howto & Style,2021-02-05 00:00:00+00:00,United States,10363836
Howto & Style,2021-02-06 00:00:00+00:00,Canada,8400506
Howto & Style,2021-02-06 00:00:00+00:00,France,992209
Howto & Style,2021-02-06 00:00:00+00:00,Germany,11294648
Howto & Style,2021-02-06 00:00:00+00:00,India,19546989
Howto & Style,2021-02-06 00:00:00+00:00,Japan,4105971
Howto & Style,2021-02-06 00:00:00+00:00,Mexico,7597039
Howto & Style,2021-02-06 00:00:00+00:00,Russia,3660492
Howto & Style,2021-02-06 00:00:00+00:00,South Korea,4647233
Howto & Style,2021-02-06 00:00:00+00:00,United Kingdom,6548135
Howto & Style,2021-02-06 00:00:00+00:00,United States,9970291
Howto & Style,2021-02-07 00:00:00+00:00,Canada,18377092
Howto & Style,2021-02-07 00:00:00+00:00,France,1767531
Howto & Style,2021-02-07 00:00:00+00:00,Germany,4707153
Howto & Style,2021-02-07 00:00:00+00:00,India,5653809
Howto & Style,2021-02-07 00:00:00+00:00,Japan,5079662
Howto & Style,2021-02-07 00:00:00+00:00,Mexico,7943297
Howto & Style,2021-02-07 00:00:00+00:00,Russia,3932783
Howto & Style,2021-02-07 00:00:00+00:00,South Korea,5298285
Howto & Style,2021-02-07 00:00:00+00:00,United Kingdom,7051286
Howto & Style,2021-02-07 00:00:00+00:00,United States,17877199
Howto & Style,2021-02-08 00:00:00+00:00,Canada,37995719
Howto & Style,2021-02-08 00:00:00+00:00,France,2347218
Howto & Style,2021-02-08 00:00:00+00:00,Germany,5738825
Howto & Style,2021-02-08 00:00:00+00:00,India,5610900
Howto & Style,2021-02-08 00:00:00+00:00,Japan,5807007
Howto & Style,2021-02-08 00:00:00+00:00,Mexico,8510818
Howto & Style,2021-02-08 00:00:00+00:00,Russia,4528235
Howto & Style,2021-02-08 00:00:00+00:00,South Korea,4835563
Howto & Style,2021-02-08 00:00:00+00:00,United Kingdom,8194415
Howto & Style,2021-02-08 00:00:00+00:00,United States,9478872
Howto & Style,2021-02-09 00:00:00+00:00,Canada,46156519
Howto & Style,2021-02-09 00:00:00+00:00,France,2343897
Howto & Style,2021-02-09 00:00:00+00:00,Germany,1750011
Howto & Style,2021-02-09 00:00:00+00:00,India,4003263
Howto & Style,2021-02-09 00:00:00+00:00,Japan,6502631
Howto & Style,2021-02-09 00:00:00+00:00,Mexico,8686551
Howto & Style,2021-02-09 00:00:00+00:00,Russia,1176357
Howto & Style,2021-02-09 00:00:00+00:00,South Korea,5915671
Howto & Style,2021-02-09 00:00:00+00:00,United Kingdom,12718215
Howto & Style,2021-02-09 00:00:00+00:00,United States,52652298
Howto & Style,2021-02-10 00:00:00+00:00,Canada,56567718
Howto & Style,2021-02-10 00:00:00+00:00,France,2751863
Howto & Style,2021-02-10 00:00:00+00:00,Germany,3806347
Howto & Style,2021-02-10 00:00:00+00:00,India,2331960
Howto & Style,2021-02-10 00:00:00+00:00,Japan,10154716
Howto & Style,2021-02-10 00:00:00+00:00,Mexico,4440933
Howto & Style,2021-02-10 00:00:00+00:00,Russia,1025303
Howto & Style,2021-02-10 00:00:00+00:00,South Korea,6147604
Howto & Style,2021-02-10 00:00:00+00:00,United Kingdom,13027602
Howto & Style,2021-02-10 00:00:00+00:00,United States,60695135
Howto & Style,2021-02-11 00:00:00+00:00,Canada,52864226
Howto & Style,2021-02-11 00:00:00+00:00,France,2899561
Howto & Style,2021-02-11 00:00:00+00:00,Germany,5479204
Howto & Style,2021-02-11 00:00:00+00:00,India,4001252
Howto & Style,2021-02-11 00:00:00+00:00,Japan,11650772
Howto & Style,2021-02-11 00:00:00+00:00,Mexico,4152795
Howto & Style,2021-02-11 00:00:00+00:00,Russia,2812086
Howto & Style,2021-02-11 00:00:00+00:00,South Korea,7415009
Howto & Style,2021-02-11 00:00:00+00:00,United Kingdom,20180615
Howto & Style,2021-02-11 00:00:00+00:00,United States,56786259
Howto & Style,2021-02-12 00:00:00+00:00,Canada,79979405
Howto & Style,2021-02-12 00:00:00+00:00,France,1831034
Howto & Style,2021-02-12 00:00:00+00:00,Germany,8190566
Howto & Style,2021-02-12 00:00:00+00:00,India,5126540
Howto & Style,2021-02-12 00:00:00+00:00,Japan,11644914
Howto & Style,2021-02-12 00:00:00+00:00,Mexico,4891144
Howto & Style,2021-02-12 00:00:00+00:00,Russia,5202481
Howto & Style,2021-02-12 00:00:00+00:00,South Korea,6692454
Howto & Style,2021-02-12 00:00:00+00:00,United Kingdom,26698925
Howto & Style,2021-02-12 00:00:00+00:00,United States,79360713
Howto & Style,2021-02-13 00:00:00+00:00,Canada,42526743
Howto & Style,2021-02-13 00:00:00+00:00,France,859575
Howto & Style,2021-02-13 00:00:00+00:00,Germany,6742714
Howto & Style,2021-02-13 00:00:00+00:00,India,4321831
Howto & Style,2021-02-13 00:00:00+00:00,Japan,9657588
Howto & Style,2021-02-13 00:00:00+00:00,Mexico,4591762
Howto & Style,2021-02-13 00:00:00+00:00,Russia,750183
Howto & Style,2021-02-13 00:00:00+00:00,South Korea,7125227
Howto & Style,2021-02-13 00:00:00+00:00,United Kingdom,7075019
Howto & Style,2021-02-13 00:00:00+00:00,United States,80932761
Howto & Style,2021-02-14 00:00:00+00:00,Canada,35576573
Howto & Style,2021-02-14 00:00:00+00:00,France,1147639
Howto & Style,2021-02-14 00:00:00+00:00,Germany,6794639
Howto & Style,2021-02-14 00:00:00+00:00,India,4348516
Howto & Style,2021-02-14 00:00:00+00:00,Japan,9396336
Howto & Style,2021-02-14 00:00:00+00:00,Mexico,4666068
Howto & Style,2021-02-14 00:00:00+00:00,Russia,1785618
Howto & Style,2021-02-14 00:00:00+00:00,South Korea,5390142
Howto & Style,2021-02-14 00:00:00+00:00,United Kingdom,7217198
Howto & Style,2021-02-14 00:00:00+00:00,United States,35421682
Howto & Style,2021-02-15 00:00:00+00:00,Canada,36198956
Howto & Style,2021-02-15 00:00:00+00:00,France,1557486
Howto & Style,2021-02-15 00:00:00+00:00,Germany,961284
Howto & Style,2021-02-15 00:00:00+00:00,India,1411618
Howto & Style,2021-02-15 00:00:00+00:00,Japan,5637145
Howto & Style,2021-02-15 00:00:00+00:00,Mexico,4906161
Howto & Style,2021-02-15 00:00:00+00:00,Russia,1751356
Howto & Style,2021-02-15 00:00:00+00:00,South Korea,5447554
Howto & Style,2021-02-15 00:00:00+00:00,United Kingdom,7914216
Howto & Style,2021-02-15 00:00:00+00:00,United States,36875924
Howto & Style,2021-02-16 00:00:00+00:00,Canada,10761458
Howto & Style,2021-02-16 00:00:00+00:00,France,1654354
Howto & Style,2021-02-16 00:00:00+00:00,Germany,2121447
Howto & Style,2021-02-16 00:00:00+00:00,India,894168
Howto & Style,2021-02-16 00:00:00+00:00,Japan,3976212
Howto & Style,2021-02-16 00:00:00+00:00,Mexico,4334553
Howto & Style,2021-02-16 00:00:00+00:00,Russia,2765563
Howto & Style,2021-02-16 00:00:00+00:00,South Korea,5228469
Howto & Style,2021-02-16 00:00:00+00:00,United Kingdom,1868425
Howto & Style,2021-02-16 00:00:00+00:00,United States,11669336
Howto & Style,2021-02-17 00:00:00+00:00,Canada,12039862
Howto & Style,2021-02-17 00:00:00+00:00,France,1903512
Howto & Style,2021-02-17 00:00:00+00:00,Germany,2826833
Howto & Style,2021-02-17 00:00:00+00:00,India,431917
Howto & Style,2021-02-17 00:00:00+00:00,Japan,2591346
Howto & Style,2021-02-17 00:00:00+00:00,Mexico,3977741
Howto & Style,2021-02-17 00:00:00+00:00,Russia,4777390
Howto & Style,2021-02-17 00:00:00+00:00,South Korea,5408534
Howto & Style,2021-02-17 00:00:00+00:00,United Kingdom,1832354
Howto & Style,2021-02-17 00:00:00+00:00,United States,11444819
Howto & Style,2021-02-18 00:00:00+00:00,Canada,9273176
Howto & Style,2021-02-18 00:00:00+00:00,France,1962164
Howto & Style,2021-02-18 00:00:00+00:00,Germany,3267223
Howto & Style,2021-02-18 00:00:00+00:00,India,563133
Howto & Style,2021-02-18 00:00:00+00:00,Japan,1915102
Howto & Style,2021-02-18 00:00:00+00:00,Mexico,2002470
Howto & Style,2021-02-18 00:00:00+00:00,Russia,2663062
Howto & Style,2021-02-18 00:00:00+00:00,South Korea,4996432
Howto & Style,2021-02-18 00:00:00+00:00,United Kingdom,2228346
Howto & Style,2021-02-18 00:00:00+00:00,United States,3749183
Howto & Style,2021-02-19 00:00:00+00:00,Canada,2698292
Howto & Style,2021-02-19 00:00:00+00:00,France,1881159
Howto & Style,2021-02-19 00:00:00+00:00,Germany,1938470
Howto & Style,2021-02-19 00:00:00+00:00,India,260881
Howto & Style,2021-02-19 00:00:00+00:00,Japan,824992
Howto & Style,2021-02-19 00:00:00+00:00,Mexico,2312668
Howto & Style,2021-02-19 00:00:00+00:00,Russia,340187
Howto & Style,2021-02-19 00:00:00+00:00,South Korea,3951574
Howto & Style,2021-02-19 00:00:00+00:00,United Kingdom,2523472
Howto & Style,2021-02-19 00:00:00+00:00,United States,2606059
Howto & Style,2021-02-20 00:00:00+00:00,Brazil,87232
Howto & Style,2021-02-20 00:00:00+00:00,Canada,2895912
Howto & Style,2021-02-20 00:00:00+00:00,France,2116011
Howto & Style,2021-02-20 00:00:00+00:00,Germany,1679728
Howto & Style,2021-02-20 00:00:00+00:00,India,464760
Howto & Style,2021-02-20 00:00:00+00:00,Japan,939450
Howto & Style,2021-02-20 00:00:00+00:00,Mexico,3272795
Howto & Style,2021-02-20 00:00:00+00:00,Russia,538941
Howto & Style,2021-02-20 00:00:00+00:00,South Korea,5281047
Howto & Style,2021-02-20 00:00:00+00:00,United Kingdom,2427400
Howto & Style,2021-02-20 00:00:00+00:00,United States,2713381
Howto & Style,2021-02-21 00:00:00+00:00,Brazil,116408
Howto & Style,2021-02-21 00:00:00+00:00,Canada,3324069
Howto & Style,2021-02-21 00:00:00+00:00,France,1098192
Howto & Style,2021-02-21 00:00:00+00:00,Germany,2916358
Howto & Style,2021-02-21 00:00:00+00:00,India,757501
Howto & Style,2021-02-21 00:00:00+00:00,Japan,1754084
Howto & Style,2021-02-21 00:00:00+00:00,Mexico,4139706
Howto & Style,2021-02-21 00:00:00+00:00,Russia,599550
Howto & Style,2021-02-21 00:00:00+00:00,South Korea,3731576
Howto & Style,2021-02-21 00:00:00+00:00,United Kingdom,2246537
Howto & Style,2021-02-21 00:00:00+00:00,United States,3062670
Howto & Style,2021-02-22 00:00:00+00:00,Brazil,130983
Howto & Style,2021-02-22 00:00:00+00:00,Canada,6805904
Howto & Style,2021-02-22 00:00:00+00:00,France,885726
Howto & Style,2021-02-22 00:00:00+00:00,Germany,6231537
Howto & Style,2021-02-22 00:00:00+00:00,India,558302
Howto & Style,2021-02-22 00:00:00+00:00,Japan,2744057
Howto & Style,2021-02-22 00:00:00+00:00,Mexico,5027966
Howto & Style,2021-02-22 00:00:00+00:00,Russia,746575
Howto & Style,2021-02-22 00:00:00+00:00,South Korea,4522517
Howto & Style,2021-02-22 00:00:00+00:00,United Kingdom,4275660
Howto & Style,2021-02-22 00:00:00+00:00,United States,5038359
Howto & Style,2021-02-24 00:00:00+00:00,Brazil,157824
Howto & Style,2021-02-24 00:00:00+00:00,Canada,10086845
Howto & Style,2021-02-24 00:00:00+00:00,France,746277
Howto & Style,2021-02-24 00:00:00+00:00,Germany,6999173
Howto & Style,2021-02-24 00:00:00+00:00,India,570068
Howto & Style,2021-02-24 00:00:00+00:00,Japan,1674889
Howto & Style,2021-02-24 00:00:00+00:00,Mexico,4890305
Howto & Style,2021-02-24 00:00:00+00:00,Russia,2011353
Howto & Style,2021-02-24 00:00:00+00:00,South Korea,4721478
Howto & Style,2021-02-24 00:00:00+00:00,United Kingdom,7683330
Howto & Style,2021-02-24 00:00:00+00:00,United States,8484108
Howto & Style,2021-02-25 00:00:00+00:00,Brazil,179044
Howto & Style,2021-02-25 00:00:00+00:00,Canada,12658393
Howto & Style,2021-02-25 00:00:00+00:00,France,1630745
Howto & Style,2021-02-25 00:00:00+00:00,Germany,6709969
Howto & Style,2021-02-25 00:00:00+00:00,India,4160486
Howto & Style,2021-02-25 00:00:00+00:00,Japan,4530511
Howto & Style,2021-02-25 00:00:00+00:00,Mexico,5666547
Howto & Style,2021-02-25 00:00:00+00:00,Russia,2452784
Howto & Style,2021-02-25 00:00:00+00:00,South Korea,4883916
Howto & Style,2021-02-25 00:00:00+00:00,United Kingdom,8932423
Howto & Style,2021-02-25 00:00:00+00:00,United States,10697112
Howto & Style,2021-02-26 00:00:00+00:00,Brazil,195094
Howto & Style,2021-02-26 00:00:00+00:00,Canada,14614586
Howto & Style,2021-02-26 00:00:00+00:00,France,1899899
Howto & Style,2021-02-26 00:00:00+00:00,Germany,1592577
Howto & Style,2021-02-26 00:00:00+00:00,India,4903701
Howto & Style,2021-02-26 00:00:00+00:00,Japan,4922295
Howto & Style,2021-02-26 00:00:00+00:00,Mexico,6294778
Howto & Style,2021-02-26 00:00:00+00:00,Russia,345361
Howto & Style,2021-02-26 00:00:00+00:00,South Korea,5328438
Howto & Style,2021-02-26 00:00:00+00:00,United Kingdom,11872476
Howto & Style,2021-02-26 00:00:00+00:00,United States,12562949
Howto & Style,2021-02-27 00:00:00+00:00,Brazil,211275
Howto & Style,2021-02-27 00:00:00+00:00,Canada,17173838
Howto & Style,2021-02-27 00:00:00+00:00,France,1993574
Howto & Style,2021-02-27 00:00:00+00:00,Germany,745039
Howto & Style,2021-02-27 00:00:00+00:00,India,6828032
Howto & Style,2021-02-27 00:00:00+00:00,Japan,5446981
Howto & Style,2021-02-27 00:00:00+00:00,Mexico,6718613
Howto & Style,2021-02-27 00:00:00+00:00,Russia,705042
Howto & Style,2021-02-27 00:00:00+00:00,South Korea,6363380
Howto & Style,2021-02-27 00:00:00+00:00,United Kingdom,13093950
Howto & Style,2021-02-27 00:00:00+00:00,United States,15376242
Howto & Style,2021-03-01 00:00:00+00:00,Canada,9879818
Howto & Style,2021-03-01 00:00:00+00:00,France,1815286
Howto & Style,2021-03-01 00:00:00+00:00,Germany,2152928
Howto & Style,2021-03-01 00:00:00+00:00,India,11151664
Howto & Style,2021-03-01 00:00:00+00:00,Japan,8942805
Howto & Style,2021-03-01 00:00:00+00:00,Mexico,4575617
Howto & Style,2021-03-01 00:00:00+00:00,Russia,1844811
Howto & Style,2021-03-01 00:00:00+00:00,South Korea,6326866
Howto & Style,2021-03-01 00:00:00+00:00,United Kingdom,3867876
Howto & Style,2021-03-01 00:00:00+00:00,United States,10572530
Howto & Style,2021-03-02 00:00:00+00:00,Canada,5419854
Howto & Style,2021-03-02 00:00:00+00:00,France,2357967
Howto & Style,2021-03-02 00:00:00+00:00,Germany,2811520
Howto & Style,2021-03-02 00:00:00+00:00,India,10535043
Howto & Style,2021-03-02 00:00:00+00:00,Japan,8226393
Howto & Style,2021-03-02 00:00:00+00:00,Mexico,5031229
Howto & Style,2021-03-02 00:00:00+00:00,Russia,511909
Howto & Style,2021-03-02 00:00:00+00:00,South Korea,5248241
Howto & Style,2021-03-02 00:00:00+00:00,United Kingdom,4083030
Howto & Style,2021-03-02 00:00:00+00:00,United States,6384059
Howto & Style,2021-03-03 00:00:00+00:00,Brazil,215875
Howto & Style,2021-03-03 00:00:00+00:00,Canada,6018965
Howto & Style,2021-03-03 00:00:00+00:00,France,2538068
Howto & Style,2021-03-03 00:00:00+00:00,Germany,3460107
Howto & Style,2021-03-03 00:00:00+00:00,India,9670720
Howto & Style,2021-03-03 00:00:00+00:00,Japan,6990538
Howto & Style,2021-03-03 00:00:00+00:00,Mexico,2781822
Howto & Style,2021-03-03 00:00:00+00:00,Russia,142211
Howto & Style,2021-03-03 00:00:00+00:00,South Korea,6183550
Howto & Style,2021-03-03 00:00:00+00:00,United Kingdom,1550122
Howto & Style,2021-03-03 00:00:00+00:00,United States,7115389
Howto & Style,2021-03-04 00:00:00+00:00,Brazil,347339
Howto & Style,2021-03-04 00:00:00+00:00,Canada,8271733
Howto & Style,2021-03-04 00:00:00+00:00,France,2710593
Howto & Style,2021-03-04 00:00:00+00:00,Germany,3869086
Howto & Style,2021-03-04 00:00:00+00:00,India,10593671
Howto & Style,2021-03-04 00:00:00+00:00,Japan,7296046
Howto & Style,2021-03-04 00:00:00+00:00,Mexico,2397055
Howto & Style,2021-03-04 00:00:00+00:00,Russia,142135
Howto & Style,2021-03-04 00:00:00+00:00,South Korea,6079833
Howto & Style,2021-03-04 00:00:00+00:00,United Kingdom,1351211
Howto & Style,2021-03-04 00:00:00+00:00,United States,7824478
Howto & Style,2021-03-05 00:00:00+00:00,Brazil,439406
Howto & Style,2021-03-05 00:00:00+00:00,Canada,2596471
Howto & Style,2021-03-05 00:00:00+00:00,France,2408746
Howto & Style,2021-03-05 00:00:00+00:00,Germany,2714479
Howto & Style,2021-03-05 00:00:00+00:00,India,5495125
Howto & Style,2021-03-05 00:00:00+00:00,Japan,4919453
Howto & Style,2021-03-05 00:00:00+00:00,Mexico,1818190
Howto & Style,2021-03-05 00:00:00+00:00,Russia,1040282
Howto & Style,2021-03-05 00:00:00+00:00,South Korea,6751646
Howto & Style,2021-03-05 00:00:00+00:00,United Kingdom,1520406
Howto & Style,2021-03-05 00:00:00+00:00,United States,8317008
Howto & Style,2021-03-06 00:00:00+00:00,Brazil,501023
Howto & Style,2021-03-06 00:00:00+00:00,Canada,4692327
Howto & Style,2021-03-06 00:00:00+00:00,France,1704751
Howto & Style,2021-03-06 00:00:00+00:00,Germany,103568
Howto & Style,2021-03-06 00:00:00+00:00,India,6959853
Howto & Style,2021-03-06 00:00:00+00:00,Japan,5334498
Howto & Style,2021-03-06 00:00:00+00:00,Mexico,2431482
Howto & Style,2021-03-06 00:00:00+00:00,Russia,764714
Howto & Style,2021-03-06 00:00:00+00:00,South Korea,8126743
Howto & Style,2021-03-06 00:00:00+00:00,United Kingdom,1454540
Howto & Style,2021-03-06 00:00:00+00:00,United States,5473496
Howto & Style,2021-03-07 00:00:00+00:00,Brazil,558170
Howto & Style,2021-03-07 00:00:00+00:00,Canada,6084860
Howto & Style,2021-03-07 00:00:00+00:00,France,2411596
Howto & Style,2021-03-07 00:00:00+00:00,Germany,412232
Howto & Style,2021-03-07 00:00:00+00:00,India,3507821
Howto & Style,2021-03-07 00:00:00+00:00,Japan,4583573
Howto & Style,2021-03-07 00:00:00+00:00,Mexico,3250868
Howto & Style,2021-03-07 00:00:00+00:00,Russia,864618
Howto & Style,2021-03-07 00:00:00+00:00,South Korea,9514288
Howto & Style,2021-03-07 00:00:00+00:00,United Kingdom,1514276
Howto & Style,2021-03-07 00:00:00+00:00,United States,4228102
Howto & Style,2021-03-08 00:00:00+00:00,Brazil,622854
Howto & Style,2021-03-08 00:00:00+00:00,Canada,7042767
Howto & Style,2021-03-08 00:00:00+00:00,France,2282715
Howto & Style,2021-03-08 00:00:00+00:00,Germany,1381711
Howto & Style,2021-03-08 00:00:00+00:00,India,4876978
Howto & Style,2021-03-08 00:00:00+00:00,Japan,3521755
Howto & Style,2021-03-08 00:00:00+00:00,Mexico,2401720
Howto & Style,2021-03-08 00:00:00+00:00,Russia,1174653
Howto & Style,2021-03-08 00:00:00+00:00,South Korea,10249345
Howto & Style,2021-03-08 00:00:00+00:00,United Kingdom,1149487
Howto & Style,2021-03-08 00:00:00+00:00,United States,3219821
Howto & Style,2021-03-09 00:00:00+00:00,Brazil,691286
Howto & Style,2021-03-09 00:00:00+00:00,Canada,3380027
Howto & Style,2021-03-09 00:00:00+00:00,France,1982477
Howto & Style,2021-03-09 00:00:00+00:00,Germany,1738702
Howto & Style,2021-03-09 00:00:00+00:00,India,4306698
Howto & Style,2021-03-09 00:00:00+00:00,Japan,4078344
Howto & Style,2021-03-09 00:00:00+00:00,Mexico,3090658
Howto & Style,2021-03-09 00:00:00+00:00,Russia,336028
Howto & Style,2021-03-09 00:00:00+00:00,South Korea,9559761
Howto & Style,2021-03-09 00:00:00+00:00,United Kingdom,1497463
Howto & Style,2021-03-09 00:00:00+00:00,United States,3734111
Howto & Style,2021-03-10 00:00:00+00:00,Brazil,761924
Howto & Style,2021-03-10 00:00:00+00:00,Canada,3783510
Howto & Style,2021-03-10 00:00:00+00:00,France,2027625
Howto & Style,2021-03-10 00:00:00+00:00,Germany,1904560
Howto & Style,2021-03-10 00:00:00+00:00,India,5734373
Howto & Style,2021-03-10 00:00:00+00:00,Japan,3728613
Howto & Style,2021-03-10 00:00:00+00:00,Mexico,5029967
Howto & Style,2021-03-10 00:00:00+00:00,Russia,367656
Howto & Style,2021-03-10 00:00:00+00:00,South Korea,10572464
Howto & Style,2021-03-10 00:00:00+00:00,United Kingdom,1451708
