categoryName,trending_date,country,count,view_count
Howto & Style,2020-12-03 00:00:00+00:00,India,8,7276052
Howto & Style,2020-12-03 00:00:00+00:00,Japan,9,3253234
Howto & Style,2020-12-03 00:00:00+00:00,Mexico,5,6321027
Howto & Style,2020-12-03 00:00:00+00:00,Russia,6,4558055
Howto & Style,2020-12-03 00:00:00+00:00,South Korea,6,4309912
Howto & Style,2020-12-03 00:00:00+00:00,United Kingdom,5,7650345
Howto & Style,2020-12-03 00:00:00+00:00,United States,8,11081829
Howto & Style,2020-12-04 00:00:00+00:00,Brazil,3,4539384
Howto & Style,2020-12-04 00:00:00+00:00,Canada,6,7227893
Howto & Style,2020-12-04 00:00:00+00:00,France,9,2558254
Howto & Style,2020-12-04 00:00:00+00:00,Germany,10,4017684
Howto & Style,2020-12-04 00:00:00+00:00,India,10,8980821
Howto & Style,2020-12-04 00:00:00+00:00,Japan,10,3309259
Howto & Style,2020-12-04 00:00:00+00:00,Mexico,4,7364311
Howto & Style,2020-12-04 00:00:00+00:00,Russia,7,2760446
Howto & Style,2020-12-04 00:00:00+00:00,South Korea,6,2967203
Howto & Style,2020-12-04 00:00:00+00:00,United Kingdom,4,6839229
Howto & Style,2020-12-04 00:00:00+00:00,United States,5,6879075
Howto & Style,2020-12-05 00:00:00+00:00,Brazil,3,4635339
Howto & Style,2020-12-05 00:00:00+00:00,Canada,8,6688306
Howto & Style,2020-12-05 00:00:00+00:00,France,7,1853552
Howto & Style,2020-12-05 00:00:00+00:00,Germany,10,3056220
Howto & Style,2020-12-05 00:00:00+00:00,India,11,10735211
Howto & Style,2020-12-05 00:00:00+00:00,Japan,10,3843671
Howto & Style,2020-12-05 00:00:00+00:00,Mexico,4,7957799
Howto & Style,2020-12-05 00:00:00+00:00,Russia,11,2601918
Howto & Style,2020-12-05 00:00:00+00:00,South Korea,7,2936671
Howto & Style,2020-12-05 00:00:00+00:00,United Kingdom,6,4714268
Howto & Style,2020-12-05 00:00:00+00:00,United States,7,8625013
Howto & Style,2020-12-07 00:00:00+00:00,Brazil,3,4790168
Howto & Style,2020-12-07 00:00:00+00:00,Canada,10,9019434
Howto & Style,2020-12-07 00:00:00+00:00,France,8,1647785
Howto & Style,2020-12-07 00:00:00+00:00,Germany,7,4056643
Howto & Style,2020-12-07 00:00:00+00:00,India,6,8575885
Howto & Style,2020-12-07 00:00:00+00:00,Japan,14,5188830
Howto & Style,2020-12-07 00:00:00+00:00,Mexico,4,10115370
Howto & Style,2020-12-07 00:00:00+00:00,Russia,6,935228
Howto & Style,2020-12-07 00:00:00+00:00,South Korea,7,5517920
Howto & Style,2020-12-07 00:00:00+00:00,United Kingdom,8,7619935
Howto & Style,2020-12-07 00:00:00+00:00,United States,10,8641611
Howto & Style,2020-12-08 00:00:00+00:00,Brazil,1,202416
Howto & Style,2020-12-08 00:00:00+00:00,Canada,10,7952850
Howto & Style,2020-12-08 00:00:00+00:00,France,9,2085245
Howto & Style,2020-12-08 00:00:00+00:00,Germany,6,2883637
Howto & Style,2020-12-08 00:00:00+00:00,India,5,2848559
Howto & Style,2020-12-08 00:00:00+00:00,Japan,15,6576680
Howto & Style,2020-12-08 00:00:00+00:00,Mexico,5,11472873
Howto & Style,2020-12-08 00:00:00+00:00,Russia,5,1598620
Howto & Style,2020-12-08 00:00:00+00:00,South Korea,7,5201953
Howto & Style,2020-12-08 00:00:00+00:00,United Kingdom,7,5681978
Howto & Style,2020-12-08 00:00:00+00:00,United States,9,9543205
Howto & Style,2020-12-09 00:00:00+00:00,Brazil,1,191679
Howto & Style,2020-12-09 00:00:00+00:00,Canada,9,7778330
Howto & Style,2020-12-09 00:00:00+00:00,France,8,2125681
Howto & Style,2020-12-09 00:00:00+00:00,Germany,6,3201228
Howto & Style,2020-12-09 00:00:00+00:00,India,4,3080469
Howto & Style,2020-12-09 00:00:00+00:00,Japan,20,6545411
Howto & Style,2020-12-09 00:00:00+00:00,Mexico,6,5648026
Howto & Style,2020-12-09 00:00:00+00:00,Russia,12,3957041
Howto & Style,2020-12-09 00:00:00+00:00,South Korea,6,5360348
Howto & Style,2020-12-09 00:00:00+00:00,United Kingdom,6,6114931
Howto & Style,2020-12-09 00:00:00+00:00,United States,8,7538075
Howto & Style,2020-12-10 00:00:00+00:00,Brazil,1,280070
Howto & Style,2020-12-10 00:00:00+00:00,Canada,11,8806464
Howto & Style,2020-12-10 00:00:00+00:00,France,7,1899004
Howto & Style,2020-12-10 00:00:00+00:00,Germany,6,3650638
Howto & Style,2020-12-10 00:00:00+00:00,India,5,3428720
Howto & Style,2020-12-10 00:00:00+00:00,Japan,20,7645825
Howto & Style,2020-12-10 00:00:00+00:00,Mexico,7,6473230
Howto & Style,2020-12-10 00:00:00+00:00,Russia,10,5043358
Howto & Style,2020-12-10 00:00:00+00:00,South Korea,7,6254448
Howto & Style,2020-12-10 00:00:00+00:00,United Kingdom,3,4338956
Howto & Style,2020-12-10 00:00:00+00:00,United States,11,11002319
Howto & Style,2020-12-11 00:00:00+00:00,Canada,6,3365371
Howto & Style,2020-12-11 00:00:00+00:00,France,7,2021833
Howto & Style,2020-12-11 00:00:00+00:00,Germany,4,4817220
Howto & Style,2020-12-11 00:00:00+00:00,India,5,3937062
Howto & Style,2020-12-11 00:00:00+00:00,Japan,19,8149646
Howto & Style,2020-12-11 00:00:00+00:00,Mexico,8,7280661
Howto & Style,2020-12-11 00:00:00+00:00,Russia,6,572737
Howto & Style,2020-12-11 00:00:00+00:00,South Korea,8,7525553
Howto & Style,2020-12-11 00:00:00+00:00,United Kingdom,2,2427963
Howto & Style,2020-12-11 00:00:00+00:00,United States,6,8948601
Howto & Style,2020-12-12 00:00:00+00:00,Canada,7,3643585
Howto & Style,2020-12-12 00:00:00+00:00,France,5,929194
Howto & Style,2020-12-12 00:00:00+00:00,Germany,3,4423693
Howto & Style,2020-12-12 00:00:00+00:00,India,9,6395750
Howto & Style,2020-12-12 00:00:00+00:00,Japan,16,7787405
Howto & Style,2020-12-12 00:00:00+00:00,Mexico,9,8034685
Howto & Style,2020-12-12 00:00:00+00:00,Russia,9,1044976
Howto & Style,2020-12-12 00:00:00+00:00,South Korea,7,7629461
Howto & Style,2020-12-12 00:00:00+00:00,United Kingdom,1,321264
Howto & Style,2020-12-12 00:00:00+00:00,United States,6,8657316
Howto & Style,2020-12-13 00:00:00+00:00,Brazil,1,386468
Howto & Style,2020-12-13 00:00:00+00:00,Canada,8,5662895
Howto & Style,2020-12-13 00:00:00+00:00,France,4,545449
Howto & Style,2020-12-13 00:00:00+00:00,Germany,4,6101348
Howto & Style,2020-12-13 00:00:00+00:00,India,6,6374194
Howto & Style,2020-12-13 00:00:00+00:00,Japan,13,6660372
Howto & Style,2020-12-13 00:00:00+00:00,Mexico,9,8508920
Howto & Style,2020-12-13 00:00:00+00:00,Russia,7,819264
Howto & Style,2020-12-13 00:00:00+00:00,South Korea,8,7972691
Howto & Style,2020-12-13 00:00:00+00:00,United Kingdom,4,2177067
Howto & Style,2020-12-13 00:00:00+00:00,United States,8,11524699
Howto & Style,2020-12-14 00:00:00+00:00,Brazil,1,395113
Howto & Style,2020-12-14 00:00:00+00:00,Canada,8,6463975
Howto & Style,2020-12-14 00:00:00+00:00,France,6,772997
Howto & Style,2020-12-14 00:00:00+00:00,Germany,6,2404600
Howto & Style,2020-12-14 00:00:00+00:00,India,6,6955288
Howto & Style,2020-12-14 00:00:00+00:00,Japan,15,7799541
Howto & Style,2020-12-14 00:00:00+00:00,Mexico,7,6201686
Howto & Style,2020-12-14 00:00:00+00:00,Russia,6,861202
Howto & Style,2020-12-14 00:00:00+00:00,South Korea,6,4840465
Howto & Style,2020-12-14 00:00:00+00:00,United Kingdom,5,3249863
Howto & Style,2020-12-14 00:00:00+00:00,United States,7,13047971
Howto & Style,2020-12-15 00:00:00+00:00,Brazil,1,403590
Howto & Style,2020-12-15 00:00:00+00:00,Canada,9,7544721
Howto & Style,2020-12-15 00:00:00+00:00,France,5,692140
Howto & Style,2020-12-15 00:00:00+00:00,Germany,6,3094818
Howto & Style,2020-12-15 00:00:00+00:00,India,4,3224057
Howto & Style,2020-12-15 00:00:00+00:00,Japan,13,5995511
Howto & Style,2020-12-15 00:00:00+00:00,Mexico,6,3506142
Howto & Style,2020-12-15 00:00:00+00:00,Russia,4,374876
Howto & Style,2020-12-15 00:00:00+00:00,South Korea,5,2100917
Howto & Style,2020-12-15 00:00:00+00:00,United Kingdom,5,3860048
Howto & Style,2020-12-15 00:00:00+00:00,United States,7,14284752
Howto & Style,2020-12-16 00:00:00+00:00,Brazil,1,408207
Howto & Style,2020-12-16 00:00:00+00:00,Canada,7,7373562
Howto & Style,2020-12-16 00:00:00+00:00,France,8,855254
Howto & Style,2020-12-16 00:00:00+00:00,Germany,6,1723719
Howto & Style,2020-12-16 00:00:00+00:00,India,4,3513367
Howto & Style,2020-12-16 00:00:00+00:00,Japan,15,6507219
Howto & Style,2020-12-16 00:00:00+00:00,Mexico,7,5167587
Howto & Style,2020-12-16 00:00:00+00:00,Russia,10,1549735
Howto & Style,2020-12-16 00:00:00+00:00,South Korea,5,2342990
Howto & Style,2020-12-16 00:00:00+00:00,United Kingdom,6,4905732
Howto & Style,2020-12-16 00:00:00+00:00,United States,5,6289618
Howto & Style,2020-12-17 00:00:00+00:00,Brazil,1,413341
Howto & Style,2020-12-17 00:00:00+00:00,Canada,6,5620677
Howto & Style,2020-12-17 00:00:00+00:00,France,7,636506
Howto & Style,2020-12-17 00:00:00+00:00,Germany,7,2199212
Howto & Style,2020-12-17 00:00:00+00:00,India,7,4222431
Howto & Style,2020-12-17 00:00:00+00:00,Japan,19,6717038
Howto & Style,2020-12-17 00:00:00+00:00,Mexico,6,5625448
Howto & Style,2020-12-17 00:00:00+00:00,Russia,9,4876953
Howto & Style,2020-12-17 00:00:00+00:00,South Korea,4,2298376
Howto & Style,2020-12-17 00:00:00+00:00,United Kingdom,6,5555017
Howto & Style,2020-12-17 00:00:00+00:00,United States,6,8299936
Howto & Style,2020-12-18 00:00:00+00:00,Brazil,1,419726
Howto & Style,2020-12-18 00:00:00+00:00,Canada,5,4921761
Howto & Style,2020-12-18 00:00:00+00:00,France,6,632851
Howto & Style,2020-12-18 00:00:00+00:00,Germany,5,3056671
Howto & Style,2020-12-18 00:00:00+00:00,India,8,6836347
Howto & Style,2020-12-18 00:00:00+00:00,Japan,18,6839200
Howto & Style,2020-12-18 00:00:00+00:00,Mexico,8,7057757
Howto & Style,2020-12-18 00:00:00+00:00,Russia,3,1347465
Howto & Style,2020-12-18 00:00:00+00:00,South Korea,3,1298977
Howto & Style,2020-12-18 00:00:00+00:00,United Kingdom,5,5323197
Howto & Style,2020-12-18 00:00:00+00:00,United States,6,8771916
Howto & Style,2020-12-19 00:00:00+00:00,Canada,7,6728723
Howto & Style,2020-12-19 00:00:00+00:00,France,5,602410
Howto & Style,2020-12-19 00:00:00+00:00,Germany,6,3933751
Howto & Style,2020-12-19 00:00:00+00:00,India,11,11909387
Howto & Style,2020-12-19 00:00:00+00:00,Japan,18,6372256
Howto & Style,2020-12-19 00:00:00+00:00,Mexico,8,7085726
Howto & Style,2020-12-19 00:00:00+00:00,Russia,6,3913178
Howto & Style,2020-12-19 00:00:00+00:00,South Korea,3,1347363
Howto & Style,2020-12-19 00:00:00+00:00,United Kingdom,1,1325884
Howto & Style,2020-12-19 00:00:00+00:00,United States,8,11191340
Howto & Style,2020-12-20 00:00:00+00:00,Canada,9,8566650
Howto & Style,2020-12-20 00:00:00+00:00,France,5,733174
Howto & Style,2020-12-20 00:00:00+00:00,Germany,6,5244543
Howto & Style,2020-12-20 00:00:00+00:00,India,10,15703131
Howto & Style,2020-12-20 00:00:00+00:00,Japan,18,6765451
Howto & Style,2020-12-20 00:00:00+00:00,Mexico,9,7366215
Howto & Style,2020-12-20 00:00:00+00:00,Russia,6,436838
Howto & Style,2020-12-20 00:00:00+00:00,South Korea,4,1641370
Howto & Style,2020-12-20 00:00:00+00:00,United Kingdom,1,1463705
Howto & Style,2020-12-20 00:00:00+00:00,United States,12,14525821
Howto & Style,2020-12-21 00:00:00+00:00,Canada,11,11161517
Howto & Style,2020-12-21 00:00:00+00:00,France,3,755809
Howto & Style,2020-12-21 00:00:00+00:00,Germany,6,8461582
Howto & Style,2020-12-21 00:00:00+00:00,India,10,19221284
Howto & Style,2020-12-21 00:00:00+00:00,Japan,14,5169520
Howto & Style,2020-12-21 00:00:00+00:00,Mexico,9,7642611
Howto & Style,2020-12-21 00:00:00+00:00,Russia,5,795854
Howto & Style,2020-12-21 00:00:00+00:00,South Korea,5,2750351
Howto & Style,2020-12-21 00:00:00+00:00,United Kingdom,4,4956532
Howto & Style,2020-12-21 00:00:00+00:00,United States,14,15308810
Howto & Style,2020-12-22 00:00:00+00:00,Canada,11,11474516
Howto & Style,2020-12-22 00:00:00+00:00,France,5,954432
Howto & Style,2020-12-22 00:00:00+00:00,Germany,6,5190197
Howto & Style,2020-12-22 00:00:00+00:00,India,12,21450414
Howto & Style,2020-12-22 00:00:00+00:00,Japan,16,5730063
Howto & Style,2020-12-22 00:00:00+00:00,Mexico,12,9754888
Howto & Style,2020-12-22 00:00:00+00:00,Russia,5,900168
Howto & Style,2020-12-22 00:00:00+00:00,South Korea,7,3446039
Howto & Style,2020-12-22 00:00:00+00:00,United Kingdom,3,4019929
Howto & Style,2020-12-22 00:00:00+00:00,United States,14,17361883
Howto & Style,2020-12-23 00:00:00+00:00,Canada,10,10646324
Howto & Style,2020-12-23 00:00:00+00:00,France,4,488420
Howto & Style,2020-12-23 00:00:00+00:00,Germany,9,3967488
Howto & Style,2020-12-23 00:00:00+00:00,India,8,14722911
Howto & Style,2020-12-23 00:00:00+00:00,Japan,12,4556164
Howto & Style,2020-12-23 00:00:00+00:00,Mexico,10,6349497
Howto & Style,2020-12-23 00:00:00+00:00,Russia,5,548536
Howto & Style,2020-12-23 00:00:00+00:00,South Korea,8,3719397
Howto & Style,2020-12-23 00:00:00+00:00,United Kingdom,3,4317693
Howto & Style,2020-12-23 00:00:00+00:00,United States,13,14056131
Howto & Style,2020-12-24 00:00:00+00:00,Canada,11,10815091
Howto & Style,2020-12-24 00:00:00+00:00,France,6,684707
Howto & Style,2020-12-24 00:00:00+00:00,Germany,8,792820
Howto & Style,2020-12-24 00:00:00+00:00,India,12,17507025
Howto & Style,2020-12-24 00:00:00+00:00,Japan,12,4421249
Howto & Style,2020-12-24 00:00:00+00:00,Mexico,10,6633484
Howto & Style,2020-12-24 00:00:00+00:00,Russia,6,1129080
Howto & Style,2020-12-24 00:00:00+00:00,South Korea,10,4157855
Howto & Style,2020-12-24 00:00:00+00:00,United Kingdom,3,4466532
Howto & Style,2020-12-24 00:00:00+00:00,United States,13,12513100
Howto & Style,2020-12-25 00:00:00+00:00,Canada,10,9609302
Howto & Style,2020-12-25 00:00:00+00:00,France,5,446169
Howto & Style,2020-12-25 00:00:00+00:00,Germany,9,1167877
Howto & Style,2020-12-25 00:00:00+00:00,India,13,19261324
Howto & Style,2020-12-25 00:00:00+00:00,Japan,11,5306291
Howto & Style,2020-12-25 00:00:00+00:00,Mexico,9,6932769
Howto & Style,2020-12-25 00:00:00+00:00,Russia,2,961756
Howto & Style,2020-12-25 00:00:00+00:00,South Korea,11,5004299
Howto & Style,2020-12-25 00:00:00+00:00,United Kingdom,4,4660390
Howto & Style,2020-12-25 00:00:00+00:00,United States,13,13062497
Howto & Style,2020-12-26 00:00:00+00:00,Canada,7,7026842
Howto & Style,2020-12-26 00:00:00+00:00,France,4,479615
Howto & Style,2020-12-26 00:00:00+00:00,Germany,9,1288345
Howto & Style,2020-12-26 00:00:00+00:00,India,15,23604298
Howto & Style,2020-12-26 00:00:00+00:00,Japan,9,4662299
Howto & Style,2020-12-26 00:00:00+00:00,Mexico,9,7326330
Howto & Style,2020-12-26 00:00:00+00:00,Russia,6,1397640
Howto & Style,2020-12-26 00:00:00+00:00,South Korea,13,6649744
Howto & Style,2020-12-26 00:00:00+00:00,United Kingdom,4,4836446
Howto & Style,2020-12-26 00:00:00+00:00,United States,10,10595056
Howto & Style,2020-12-27 00:00:00+00:00,Brazil,1,160665
Howto & Style,2020-12-27 00:00:00+00:00,Canada,8,4925490
Howto & Style,2020-12-27 00:00:00+00:00,France,4,1450600
Howto & Style,2020-12-27 00:00:00+00:00,Germany,10,3018346
Howto & Style,2020-12-27 00:00:00+00:00,India,12,13652263
Howto & Style,2020-12-27 00:00:00+00:00,Japan,8,4288686
Howto & Style,2020-12-27 00:00:00+00:00,Mexico,10,8332414
Howto & Style,2020-12-27 00:00:00+00:00,Russia,7,2657646
Howto & Style,2020-12-27 00:00:00+00:00,South Korea,14,7604331
Howto & Style,2020-12-27 00:00:00+00:00,United Kingdom,2,1785322
Howto & Style,2020-12-27 00:00:00+00:00,United States,12,10900319
Howto & Style,2020-12-28 00:00:00+00:00,Brazil,2,491683
Howto & Style,2020-12-28 00:00:00+00:00,Canada,9,7940801
Howto & Style,2020-12-28 00:00:00+00:00,France,3,1669897
Howto & Style,2020-12-28 00:00:00+00:00,Germany,9,6082180
Howto & Style,2020-12-28 00:00:00+00:00,India,11,15801056
Howto & Style,2020-12-28 00:00:00+00:00,Japan,8,4424346
Howto & Style,2020-12-28 00:00:00+00:00,Mexico,10,9054275
Howto & Style,2020-12-28 00:00:00+00:00,Russia,10,2973295
Howto & Style,2020-12-28 00:00:00+00:00,South Korea,14,8163942
Howto & Style,2020-12-28 00:00:00+00:00,United Kingdom,2,4722380
Howto & Style,2020-12-28 00:00:00+00:00,United States,12,13063695
Howto & Style,2020-12-29 00:00:00+00:00,Brazil,3,725602
Howto & Style,2020-12-29 00:00:00+00:00,Canada,9,12143804
Howto & Style,2020-12-29 00:00:00+00:00,France,3,1813326
Howto & Style,2020-12-29 00:00:00+00:00,Germany,7,9048115
Howto & Style,2020-12-29 00:00:00+00:00,India,9,16599087
Howto & Style,2020-12-29 00:00:00+00:00,Japan,7,4376668
Howto & Style,2020-12-29 00:00:00+00:00,Mexico,11,9994854
Howto & Style,2020-12-29 00:00:00+00:00,Russia,7,1567086
Howto & Style,2020-12-29 00:00:00+00:00,South Korea,13,8172127
Howto & Style,2020-12-29 00:00:00+00:00,United Kingdom,4,9407078
Howto & Style,2020-12-29 00:00:00+00:00,United States,10,12797990
Howto & Style,2020-12-31 00:00:00+00:00,Brazil,4,1040849
Howto & Style,2020-12-31 00:00:00+00:00,Canada,11,15380765
Howto & Style,2020-12-31 00:00:00+00:00,France,2,1835636
Howto & Style,2020-12-31 00:00:00+00:00,Germany,6,10218610
Howto & Style,2020-12-31 00:00:00+00:00,India,6,16113697
Howto & Style,2020-12-31 00:00:00+00:00,Japan,3,2785676
Howto & Style,2020-12-31 00:00:00+00:00,Mexico,13,11939382
Howto & Style,2020-12-31 00:00:00+00:00,Russia,6,3570870
Howto & Style,2020-12-31 00:00:00+00:00,South Korea,14,9613475
Howto & Style,2020-12-31 00:00:00+00:00,United Kingdom,5,11496639
Howto & Style,2020-12-31 00:00:00+00:00,United States,10,14334388
Howto & Style,2021-01-01 00:00:00+00:00,Brazil,4,1120305
Howto & Style,2021-01-01 00:00:00+00:00,Canada,11,15911820
Howto & Style,2021-01-01 00:00:00+00:00,France,2,1851873
Howto & Style,2021-01-01 00:00:00+00:00,Germany,6,10370172
Howto & Style,2021-01-01 00:00:00+00:00,India,11,16043758
Howto & Style,2021-01-01 00:00:00+00:00,Japan,3,2870361
Howto & Style,2021-01-01 00:00:00+00:00,Mexico,13,12583354
Howto & Style,2021-01-01 00:00:00+00:00,Russia,5,4210285
Howto & Style,2021-01-01 00:00:00+00:00,South Korea,13,8317689
Howto & Style,2021-01-01 00:00:00+00:00,United Kingdom,5,11710054
Howto & Style,2021-01-01 00:00:00+00:00,United States,10,14728303
Howto & Style,2021-01-02 00:00:00+00:00,Brazil,4,1200792
Howto & Style,2021-01-02 00:00:00+00:00,Canada,11,16836436
Howto & Style,2021-01-02 00:00:00+00:00,France,2,1873911
Howto & Style,2021-01-02 00:00:00+00:00,Germany,6,11322268
Howto & Style,2021-01-02 00:00:00+00:00,India,11,18413081
Howto & Style,2021-01-02 00:00:00+00:00,Japan,4,3123517
Howto & Style,2021-01-02 00:00:00+00:00,Mexico,11,10762517
Howto & Style,2021-01-02 00:00:00+00:00,Russia,7,3170465
Howto & Style,2021-01-02 00:00:00+00:00,South Korea,9,5804804
Howto & Style,2021-01-02 00:00:00+00:00,United Kingdom,6,12776283
Howto & Style,2021-01-02 00:00:00+00:00,United States,12,16226388
Howto & Style,2021-01-03 00:00:00+00:00,Brazil,4,1282084
Howto & Style,2021-01-03 00:00:00+00:00,Canada,15,19996099
Howto & Style,2021-01-03 00:00:00+00:00,France,4,2246766
Howto & Style,2021-01-03 00:00:00+00:00,Germany,13,4635749
Howto & Style,2021-01-03 00:00:00+00:00,India,7,7293536
Howto & Style,2021-01-03 00:00:00+00:00,Japan,6,1912063
Howto & Style,2021-01-03 00:00:00+00:00,Mexico,10,8766750
Howto & Style,2021-01-03 00:00:00+00:00,Russia,6,2163491
Howto & Style,2021-01-03 00:00:00+00:00,South Korea,7,4055700
Howto & Style,2021-01-03 00:00:00+00:00,United Kingdom,10,15342314
Howto & Style,2021-01-03 00:00:00+00:00,United States,14,18360521
Howto & Style,2021-01-04 00:00:00+00:00,Brazil,5,1540093
Howto & Style,2021-01-04 00:00:00+00:00,Canada,13,20389861
Howto & Style,2021-01-04 00:00:00+00:00,France,4,997605
Howto & Style,2021-01-04 00:00:00+00:00,Germany,15,6496121
Howto & Style,2021-01-04 00:00:00+00:00,India,7,8832066
Howto & Style,2021-01-04 00:00:00+00:00,Japan,9,3008103
Howto & Style,2021-01-04 00:00:00+00:00,Mexico,10,9479434
Howto & Style,2021-01-04 00:00:00+00:00,Russia,4,238771
Howto & Style,2021-01-04 00:00:00+00:00,South Korea,7,4681347
Howto & Style,2021-01-04 00:00:00+00:00,United Kingdom,8,14696801
Howto & Style,2021-01-04 00:00:00+00:00,United States,14,19850901
Howto & Style,2021-01-05 00:00:00+00:00,Brazil,5,1670401
Howto & Style,2021-01-05 00:00:00+00:00,Canada,9,6913852
Howto & Style,2021-01-05 00:00:00+00:00,France,9,1411738
Howto & Style,2021-01-05 00:00:00+00:00,Germany,17,8693841
Howto & Style,2021-01-05 00:00:00+00:00,India,5,8525890
Howto & Style,2021-01-05 00:00:00+00:00,Japan,9,2465658
Howto & Style,2021-01-05 00:00:00+00:00,Mexico,10,7995703
Howto & Style,2021-01-05 00:00:00+00:00,Russia,6,1299438
Howto & Style,2021-01-05 00:00:00+00:00,South Korea,7,4991549
Howto & Style,2021-01-05 00:00:00+00:00,United Kingdom,7,7020434
Howto & Style,2021-01-05 00:00:00+00:00,United States,16,21796021
Howto & Style,2021-01-06 00:00:00+00:00,Brazil,6,1748711
Howto & Style,2021-01-06 00:00:00+00:00,Canada,13,11112037
Howto & Style,2021-01-06 00:00:00+00:00,France,10,1705877
Howto & Style,2021-01-06 00:00:00+00:00,Germany,19,9602681
Howto & Style,2021-01-06 00:00:00+00:00,India,4,6075037
Howto & Style,2021-01-06 00:00:00+00:00,Japan,13,3675071
Howto & Style,2021-01-06 00:00:00+00:00,Mexico,11,8573081
Howto & Style,2021-01-06 00:00:00+00:00,Russia,6,1983239
Howto & Style,2021-01-06 00:00:00+00:00,South Korea,6,4943823
Howto & Style,2021-01-06 00:00:00+00:00,United Kingdom,7,7509284
Howto & Style,2021-01-06 00:00:00+00:00,United States,12,20431918
Howto & Style,2021-01-07 00:00:00+00:00,Brazil,5,1036831
Howto & Style,2021-01-07 00:00:00+00:00,Canada,12,9775705
Howto & Style,2021-01-07 00:00:00+00:00,France,8,967406
Howto & Style,2021-01-07 00:00:00+00:00,Germany,19,10979166
Howto & Style,2021-01-07 00:00:00+00:00,India,6,6931319
Howto & Style,2021-01-07 00:00:00+00:00,Japan,13,4060957
Howto & Style,2021-01-07 00:00:00+00:00,Mexico,9,6983395
Howto & Style,2021-01-07 00:00:00+00:00,Russia,4,348485
Howto & Style,2021-01-07 00:00:00+00:00,South Korea,6,5086485
Howto & Style,2021-01-07 00:00:00+00:00,United Kingdom,7,8194949
Howto & Style,2021-01-07 00:00:00+00:00,United States,14,21881152
Howto & Style,2021-01-08 00:00:00+00:00,Brazil,3,554488
Howto & Style,2021-01-08 00:00:00+00:00,Canada,13,10635022
Howto & Style,2021-01-08 00:00:00+00:00,France,11,1457706
Howto & Style,2021-01-08 00:00:00+00:00,Germany,15,6488727
Howto & Style,2021-01-08 00:00:00+00:00,India,5,7277350
Howto & Style,2021-01-08 00:00:00+00:00,Japan,13,4208518
Howto & Style,2021-01-08 00:00:00+00:00,Mexico,8,5463730
Howto & Style,2021-01-08 00:00:00+00:00,Russia,8,2856207
Howto & Style,2021-01-08 00:00:00+00:00,South Korea,5,4401495
Howto & Style,2021-01-08 00:00:00+00:00,United Kingdom,6,7347673
Howto & Style,2021-01-08 00:00:00+00:00,United States,11,10940491
Howto & Style,2021-01-09 00:00:00+00:00,Brazil,4,887618
Howto & Style,2021-01-09 00:00:00+00:00,Canada,13,11260281
Howto & Style,2021-01-09 00:00:00+00:00,France,11,1590936
Howto & Style,2021-01-09 00:00:00+00:00,Germany,13,6472203
Howto & Style,2021-01-09 00:00:00+00:00,India,7,6232330
Howto & Style,2021-01-09 00:00:00+00:00,Japan,15,7593465
Howto & Style,2021-01-09 00:00:00+00:00,Mexico,8,5742264
Howto & Style,2021-01-09 00:00:00+00:00,Russia,14,3394376
Howto & Style,2021-01-09 00:00:00+00:00,South Korea,2,1808957
Howto & Style,2021-01-09 00:00:00+00:00,United Kingdom,6,7763570
Howto & Style,2021-01-09 00:00:00+00:00,United States,11,11506023
Howto & Style,2021-01-10 00:00:00+00:00,Brazil,3,1104653
Howto & Style,2021-01-10 00:00:00+00:00,Canada,13,12352100
Howto & Style,2021-01-10 00:00:00+00:00,France,9,2437831
Howto & Style,2021-01-10 00:00:00+00:00,Germany,13,8323407
Howto & Style,2021-01-10 00:00:00+00:00,India,7,8365085
Howto & Style,2021-01-10 00:00:00+00:00,Japan,14,8526465
Howto & Style,2021-01-10 00:00:00+00:00,Mexico,8,5184442
Howto & Style,2021-01-10 00:00:00+00:00,Russia,10,3874529
Howto & Style,2021-01-10 00:00:00+00:00,South Korea,4,3394027
Howto & Style,2021-01-10 00:00:00+00:00,United Kingdom,4,5841576
Howto & Style,2021-01-10 00:00:00+00:00,United States,11,14786236
Howto & Style,2021-01-11 00:00:00+00:00,Brazil,4,1237856
Howto & Style,2021-01-11 00:00:00+00:00,Canada,6,5451057
Howto & Style,2021-01-11 00:00:00+00:00,France,10,2546671
Howto & Style,2021-01-11 00:00:00+00:00,Germany,12,7159094
Howto & Style,2021-01-11 00:00:00+00:00,India,6,9731250
Howto & Style,2021-01-11 00:00:00+00:00,Japan,12,8974679
Howto & Style,2021-01-11 00:00:00+00:00,Mexico,9,5213562
Howto & Style,2021-01-11 00:00:00+00:00,Russia,8,5033119
Howto & Style,2021-01-11 00:00:00+00:00,South Korea,7,4137917
Howto & Style,2021-01-11 00:00:00+00:00,United Kingdom,4,7594879
Howto & Style,2021-01-11 00:00:00+00:00,United States,7,9143785
Howto & Style,2021-01-12 00:00:00+00:00,Brazil,4,1098633
Howto & Style,2021-01-12 00:00:00+00:00,Canada,3,5398584
Howto & Style,2021-01-12 00:00:00+00:00,France,12,3031172
Howto & Style,2021-01-12 00:00:00+00:00,Germany,12,6608531
Howto & Style,2021-01-12 00:00:00+00:00,India,5,7623720
Howto & Style,2021-01-12 00:00:00+00:00,Japan,7,7749063
Howto & Style,2021-01-12 00:00:00+00:00,Mexico,6,4778477
