categoryName,trending_date,country,count,view_count
Entertainment,2020-12-03 00:00:00+00:00,Japan,74,52919705
Entertainment,2020-12-03 00:00:00+00:00,Mexico,44,45472575
Entertainment,2020-12-03 00:00:00+00:00,Russia,27,13258204
Entertainment,2020-12-03 00:00:00+00:00,South Korea,71,98242016
Entertainment,2020-12-03 00:00:00+00:00,United Kingdom,54,106805948
Entertainment,2020-12-03 00:00:00+00:00,United States,49,112343744
Entertainment,2020-12-04 00:00:00+00:00,Brazil,40,41769561
Entertainment,2020-12-04 00:00:00+00:00,Canada,53,122249458
Entertainment,2020-12-04 00:00:00+00:00,France,52,41358418
Entertainment,2020-12-04 00:00:00+00:00,Germany,53,45575126
Entertainment,2020-12-04 00:00:00+00:00,India,90,182306649
Entertainment,2020-12-04 00:00:00+00:00,Japan,68,43759083
Entertainment,2020-12-04 00:00:00+00:00,Mexico,48,51196478
Entertainment,2020-12-04 00:00:00+00:00,Russia,33,25698330
Entertainment,2020-12-04 00:00:00+00:00,South Korea,74,92101585
Entertainment,2020-12-04 00:00:00+00:00,United Kingdom,56,116096684
Entertainment,2020-12-04 00:00:00+00:00,United States,49,119295529
Entertainment,2020-12-05 00:00:00+00:00,Brazil,38,39439309
Entertainment,2020-12-05 00:00:00+00:00,Canada,52,116042188
Entertainment,2020-12-05 00:00:00+00:00,France,50,45773507
Entertainment,2020-12-05 00:00:00+00:00,Germany,56,51986950
Entertainment,2020-12-05 00:00:00+00:00,India,75,154904349
Entertainment,2020-12-05 00:00:00+00:00,Japan,67,55186956
Entertainment,2020-12-05 00:00:00+00:00,Mexico,48,44086342
Entertainment,2020-12-05 00:00:00+00:00,Russia,31,34774256
Entertainment,2020-12-05 00:00:00+00:00,South Korea,77,107714702
Entertainment,2020-12-05 00:00:00+00:00,United Kingdom,50,120021945
Entertainment,2020-12-05 00:00:00+00:00,United States,48,127036101
Entertainment,2020-12-07 00:00:00+00:00,Brazil,39,42140417
Entertainment,2020-12-07 00:00:00+00:00,Canada,42,85830130
Entertainment,2020-12-07 00:00:00+00:00,France,41,24406230
Entertainment,2020-12-07 00:00:00+00:00,Germany,53,27370547
Entertainment,2020-12-07 00:00:00+00:00,India,72,166786499
Entertainment,2020-12-07 00:00:00+00:00,Japan,60,55768025
Entertainment,2020-12-07 00:00:00+00:00,Mexico,48,50002617
Entertainment,2020-12-07 00:00:00+00:00,Russia,35,35871389
Entertainment,2020-12-07 00:00:00+00:00,South Korea,73,95666601
Entertainment,2020-12-07 00:00:00+00:00,United Kingdom,45,81917304
Entertainment,2020-12-07 00:00:00+00:00,United States,46,121204344
Entertainment,2020-12-08 00:00:00+00:00,Brazil,42,43080153
Entertainment,2020-12-08 00:00:00+00:00,Canada,42,87653105
Entertainment,2020-12-08 00:00:00+00:00,France,36,20863483
Entertainment,2020-12-08 00:00:00+00:00,Germany,50,16551673
Entertainment,2020-12-08 00:00:00+00:00,India,69,110703931
Entertainment,2020-12-08 00:00:00+00:00,Japan,59,50900368
Entertainment,2020-12-08 00:00:00+00:00,Mexico,49,58296338
Entertainment,2020-12-08 00:00:00+00:00,Russia,35,46888748
Entertainment,2020-12-08 00:00:00+00:00,South Korea,69,100871878
Entertainment,2020-12-08 00:00:00+00:00,United Kingdom,38,47963985
Entertainment,2020-12-08 00:00:00+00:00,United States,38,90869704
Entertainment,2020-12-09 00:00:00+00:00,Brazil,47,46486555
Entertainment,2020-12-09 00:00:00+00:00,Canada,43,67208426
Entertainment,2020-12-09 00:00:00+00:00,France,38,20197158
Entertainment,2020-12-09 00:00:00+00:00,Germany,54,18093944
Entertainment,2020-12-09 00:00:00+00:00,India,67,97384239
Entertainment,2020-12-09 00:00:00+00:00,Japan,71,63678348
Entertainment,2020-12-09 00:00:00+00:00,Mexico,51,51588635
Entertainment,2020-12-09 00:00:00+00:00,Russia,30,43548719
Entertainment,2020-12-09 00:00:00+00:00,South Korea,68,98178507
Entertainment,2020-12-09 00:00:00+00:00,United Kingdom,36,40719655
Entertainment,2020-12-09 00:00:00+00:00,United States,39,60315599
Entertainment,2020-12-10 00:00:00+00:00,Brazil,50,53929591
Entertainment,2020-12-10 00:00:00+00:00,Canada,43,71524155
Entertainment,2020-12-10 00:00:00+00:00,France,41,23477584
Entertainment,2020-12-10 00:00:00+00:00,Germany,56,29020002
Entertainment,2020-12-10 00:00:00+00:00,India,65,81702859
Entertainment,2020-12-10 00:00:00+00:00,Japan,70,62895071
Entertainment,2020-12-10 00:00:00+00:00,Mexico,49,48611623
Entertainment,2020-12-10 00:00:00+00:00,Russia,32,26318250
Entertainment,2020-12-10 00:00:00+00:00,South Korea,66,97243838
Entertainment,2020-12-10 00:00:00+00:00,United Kingdom,39,42134779
Entertainment,2020-12-10 00:00:00+00:00,United States,37,69092806
Entertainment,2020-12-11 00:00:00+00:00,Brazil,48,52261640
Entertainment,2020-12-11 00:00:00+00:00,Canada,47,80338590
Entertainment,2020-12-11 00:00:00+00:00,France,40,27119596
Entertainment,2020-12-11 00:00:00+00:00,Germany,61,33631414
Entertainment,2020-12-11 00:00:00+00:00,India,74,104072677
Entertainment,2020-12-11 00:00:00+00:00,Japan,69,63136749
Entertainment,2020-12-11 00:00:00+00:00,Mexico,45,48170145
Entertainment,2020-12-11 00:00:00+00:00,Russia,35,43909315
Entertainment,2020-12-11 00:00:00+00:00,South Korea,72,104518892
Entertainment,2020-12-11 00:00:00+00:00,United Kingdom,42,51043220
Entertainment,2020-12-11 00:00:00+00:00,United States,42,78163090
Entertainment,2020-12-12 00:00:00+00:00,Brazil,43,52134647
Entertainment,2020-12-12 00:00:00+00:00,Canada,44,82567112
Entertainment,2020-12-12 00:00:00+00:00,France,41,40024681
Entertainment,2020-12-12 00:00:00+00:00,Germany,64,55708224
Entertainment,2020-12-12 00:00:00+00:00,India,69,96059987
Entertainment,2020-12-12 00:00:00+00:00,Japan,76,70596500
Entertainment,2020-12-12 00:00:00+00:00,Mexico,42,47911514
Entertainment,2020-12-12 00:00:00+00:00,Russia,33,37848350
Entertainment,2020-12-12 00:00:00+00:00,South Korea,73,101060277
Entertainment,2020-12-12 00:00:00+00:00,United Kingdom,42,66329356
Entertainment,2020-12-12 00:00:00+00:00,United States,39,81286244
Entertainment,2020-12-13 00:00:00+00:00,Brazil,54,58006995
Entertainment,2020-12-13 00:00:00+00:00,Canada,44,92505989
Entertainment,2020-12-13 00:00:00+00:00,France,38,29090298
Entertainment,2020-12-13 00:00:00+00:00,Germany,60,57718734
Entertainment,2020-12-13 00:00:00+00:00,India,78,124488243
Entertainment,2020-12-13 00:00:00+00:00,Japan,71,50935322
Entertainment,2020-12-13 00:00:00+00:00,Mexico,43,52397254
Entertainment,2020-12-13 00:00:00+00:00,Russia,35,31961948
Entertainment,2020-12-13 00:00:00+00:00,South Korea,71,88261081
Entertainment,2020-12-13 00:00:00+00:00,United Kingdom,42,55946251
Entertainment,2020-12-13 00:00:00+00:00,United States,37,83133850
Entertainment,2020-12-14 00:00:00+00:00,Brazil,57,62228454
Entertainment,2020-12-14 00:00:00+00:00,Canada,44,94301703
Entertainment,2020-12-14 00:00:00+00:00,France,38,33578751
Entertainment,2020-12-14 00:00:00+00:00,Germany,55,50843727
Entertainment,2020-12-14 00:00:00+00:00,India,75,150284312
Entertainment,2020-12-14 00:00:00+00:00,Japan,77,51646880
Entertainment,2020-12-14 00:00:00+00:00,Mexico,44,42712329
Entertainment,2020-12-14 00:00:00+00:00,Russia,29,24869872
Entertainment,2020-12-14 00:00:00+00:00,South Korea,79,109105346
Entertainment,2020-12-14 00:00:00+00:00,United Kingdom,47,79183224
Entertainment,2020-12-14 00:00:00+00:00,United States,42,94538458
Entertainment,2020-12-15 00:00:00+00:00,Brazil,55,38281059
Entertainment,2020-12-15 00:00:00+00:00,Canada,42,89658788
Entertainment,2020-12-15 00:00:00+00:00,France,37,26001988
Entertainment,2020-12-15 00:00:00+00:00,Germany,53,41006649
Entertainment,2020-12-15 00:00:00+00:00,India,75,133346363
Entertainment,2020-12-15 00:00:00+00:00,Japan,74,49794057
Entertainment,2020-12-15 00:00:00+00:00,Mexico,40,33481508
Entertainment,2020-12-15 00:00:00+00:00,Russia,32,19059745
Entertainment,2020-12-15 00:00:00+00:00,South Korea,79,114367472
Entertainment,2020-12-15 00:00:00+00:00,United Kingdom,51,84768065
Entertainment,2020-12-15 00:00:00+00:00,United States,44,95952044
Entertainment,2020-12-16 00:00:00+00:00,Brazil,53,38964223
Entertainment,2020-12-16 00:00:00+00:00,Canada,43,98726843
Entertainment,2020-12-16 00:00:00+00:00,France,34,27082473
Entertainment,2020-12-16 00:00:00+00:00,Germany,50,42921406
Entertainment,2020-12-16 00:00:00+00:00,India,86,158842455
Entertainment,2020-12-16 00:00:00+00:00,Japan,74,42356734
Entertainment,2020-12-16 00:00:00+00:00,Mexico,43,36443344
Entertainment,2020-12-16 00:00:00+00:00,Russia,35,26597377
Entertainment,2020-12-16 00:00:00+00:00,South Korea,82,112307655
Entertainment,2020-12-16 00:00:00+00:00,United Kingdom,49,97704572
Entertainment,2020-12-16 00:00:00+00:00,United States,45,110266118
Entertainment,2020-12-17 00:00:00+00:00,Brazil,49,39301154
Entertainment,2020-12-17 00:00:00+00:00,Canada,43,97015958
Entertainment,2020-12-17 00:00:00+00:00,France,38,28230073
Entertainment,2020-12-17 00:00:00+00:00,Germany,52,41549501
Entertainment,2020-12-17 00:00:00+00:00,India,84,160638472
Entertainment,2020-12-17 00:00:00+00:00,Japan,79,50451521
Entertainment,2020-12-17 00:00:00+00:00,Mexico,38,35617223
Entertainment,2020-12-17 00:00:00+00:00,Russia,23,20446827
Entertainment,2020-12-17 00:00:00+00:00,South Korea,80,98709833
Entertainment,2020-12-17 00:00:00+00:00,United Kingdom,46,99820593
Entertainment,2020-12-17 00:00:00+00:00,United States,41,103541957
Entertainment,2020-12-18 00:00:00+00:00,Brazil,50,41086020
Entertainment,2020-12-18 00:00:00+00:00,Canada,41,94470365
Entertainment,2020-12-18 00:00:00+00:00,France,39,31530845
Entertainment,2020-12-18 00:00:00+00:00,Germany,58,53847675
Entertainment,2020-12-18 00:00:00+00:00,India,89,156272626
Entertainment,2020-12-18 00:00:00+00:00,Japan,78,47709943
Entertainment,2020-12-18 00:00:00+00:00,Mexico,41,38110138
Entertainment,2020-12-18 00:00:00+00:00,Russia,31,28962903
Entertainment,2020-12-18 00:00:00+00:00,South Korea,81,100383395
Entertainment,2020-12-18 00:00:00+00:00,United Kingdom,51,99088166
Entertainment,2020-12-18 00:00:00+00:00,United States,42,106938313
Entertainment,2020-12-19 00:00:00+00:00,Brazil,45,42030833
Entertainment,2020-12-19 00:00:00+00:00,Canada,42,99407382
Entertainment,2020-12-19 00:00:00+00:00,France,41,33768153
Entertainment,2020-12-19 00:00:00+00:00,Germany,60,68376736
Entertainment,2020-12-19 00:00:00+00:00,India,80,155334034
Entertainment,2020-12-19 00:00:00+00:00,Japan,79,50730526
Entertainment,2020-12-19 00:00:00+00:00,Mexico,46,53185286
Entertainment,2020-12-19 00:00:00+00:00,Russia,35,51724024
Entertainment,2020-12-19 00:00:00+00:00,South Korea,86,110163050
Entertainment,2020-12-19 00:00:00+00:00,United Kingdom,54,101694581
Entertainment,2020-12-19 00:00:00+00:00,United States,47,118966155
Entertainment,2020-12-20 00:00:00+00:00,Brazil,43,34340864
Entertainment,2020-12-20 00:00:00+00:00,Canada,40,115707968
Entertainment,2020-12-20 00:00:00+00:00,France,41,36375076
Entertainment,2020-12-20 00:00:00+00:00,Germany,61,84897373
Entertainment,2020-12-20 00:00:00+00:00,India,79,178836491
Entertainment,2020-12-20 00:00:00+00:00,Japan,74,51042246
Entertainment,2020-12-20 00:00:00+00:00,Mexico,52,64709210
Entertainment,2020-12-20 00:00:00+00:00,Russia,40,53824802
Entertainment,2020-12-20 00:00:00+00:00,South Korea,82,86311087
Entertainment,2020-12-20 00:00:00+00:00,United Kingdom,54,119925511
Entertainment,2020-12-20 00:00:00+00:00,United States,43,118377046
Entertainment,2020-12-21 00:00:00+00:00,Brazil,44,34449051
Entertainment,2020-12-21 00:00:00+00:00,Canada,42,132475141
Entertainment,2020-12-21 00:00:00+00:00,France,46,31483631
Entertainment,2020-12-21 00:00:00+00:00,Germany,66,117971400
Entertainment,2020-12-21 00:00:00+00:00,India,78,159839184
Entertainment,2020-12-21 00:00:00+00:00,Japan,69,51487736
Entertainment,2020-12-21 00:00:00+00:00,Mexico,43,60212035
Entertainment,2020-12-21 00:00:00+00:00,Russia,39,38189050
Entertainment,2020-12-21 00:00:00+00:00,South Korea,81,74463781
Entertainment,2020-12-21 00:00:00+00:00,United Kingdom,51,132925261
Entertainment,2020-12-21 00:00:00+00:00,United States,44,152747831
Entertainment,2020-12-22 00:00:00+00:00,Brazil,47,54488189
Entertainment,2020-12-22 00:00:00+00:00,Canada,43,139855941
Entertainment,2020-12-22 00:00:00+00:00,France,50,30890651
Entertainment,2020-12-22 00:00:00+00:00,Germany,56,80846151
Entertainment,2020-12-22 00:00:00+00:00,India,79,130511298
Entertainment,2020-12-22 00:00:00+00:00,Japan,71,52825467
Entertainment,2020-12-22 00:00:00+00:00,Mexico,41,67729897
Entertainment,2020-12-22 00:00:00+00:00,Russia,34,36182958
Entertainment,2020-12-22 00:00:00+00:00,South Korea,83,73479692
Entertainment,2020-12-22 00:00:00+00:00,United Kingdom,50,133002600
Entertainment,2020-12-22 00:00:00+00:00,United States,41,156030330
Entertainment,2020-12-23 00:00:00+00:00,Brazil,52,55651537
Entertainment,2020-12-23 00:00:00+00:00,Canada,47,161183151
Entertainment,2020-12-23 00:00:00+00:00,France,51,40048652
Entertainment,2020-12-23 00:00:00+00:00,Germany,55,98334088
Entertainment,2020-12-23 00:00:00+00:00,India,75,131243480
Entertainment,2020-12-23 00:00:00+00:00,Japan,71,51420329
Entertainment,2020-12-23 00:00:00+00:00,Mexico,37,76727796
Entertainment,2020-12-23 00:00:00+00:00,Russia,31,37864451
Entertainment,2020-12-23 00:00:00+00:00,South Korea,86,72957415
Entertainment,2020-12-23 00:00:00+00:00,United Kingdom,45,141096350
Entertainment,2020-12-23 00:00:00+00:00,United States,42,167992125
Entertainment,2020-12-24 00:00:00+00:00,Brazil,53,54746159
Entertainment,2020-12-24 00:00:00+00:00,Canada,51,162812124
Entertainment,2020-12-24 00:00:00+00:00,France,51,28425775
Entertainment,2020-12-24 00:00:00+00:00,Germany,57,117947112
Entertainment,2020-12-24 00:00:00+00:00,India,86,164704097
Entertainment,2020-12-24 00:00:00+00:00,Japan,74,44239294
Entertainment,2020-12-24 00:00:00+00:00,Mexico,38,77137528
Entertainment,2020-12-24 00:00:00+00:00,Russia,32,56425922
Entertainment,2020-12-24 00:00:00+00:00,South Korea,81,73015914
Entertainment,2020-12-24 00:00:00+00:00,United Kingdom,49,142218598
Entertainment,2020-12-24 00:00:00+00:00,United States,43,156641771
Entertainment,2020-12-25 00:00:00+00:00,Brazil,52,57807768
Entertainment,2020-12-25 00:00:00+00:00,Canada,47,166776258
Entertainment,2020-12-25 00:00:00+00:00,France,50,31694790
Entertainment,2020-12-25 00:00:00+00:00,Germany,53,76251467
Entertainment,2020-12-25 00:00:00+00:00,India,91,161768674
Entertainment,2020-12-25 00:00:00+00:00,Japan,82,59394922
Entertainment,2020-12-25 00:00:00+00:00,Mexico,40,80490069
Entertainment,2020-12-25 00:00:00+00:00,Russia,28,23832014
Entertainment,2020-12-25 00:00:00+00:00,South Korea,81,72397374
Entertainment,2020-12-25 00:00:00+00:00,United Kingdom,51,142305532
Entertainment,2020-12-25 00:00:00+00:00,United States,42,176483864
Entertainment,2020-12-26 00:00:00+00:00,Brazil,54,64131699
Entertainment,2020-12-26 00:00:00+00:00,Canada,47,163462239
Entertainment,2020-12-26 00:00:00+00:00,France,54,38160575
Entertainment,2020-12-26 00:00:00+00:00,Germany,54,82860266
Entertainment,2020-12-26 00:00:00+00:00,India,82,174444562
Entertainment,2020-12-26 00:00:00+00:00,Japan,79,61273209
Entertainment,2020-12-26 00:00:00+00:00,Mexico,41,86627582
Entertainment,2020-12-26 00:00:00+00:00,Russia,39,36229708
Entertainment,2020-12-26 00:00:00+00:00,South Korea,82,79947997
Entertainment,2020-12-26 00:00:00+00:00,United Kingdom,53,154434570
Entertainment,2020-12-26 00:00:00+00:00,United States,43,192340361
Entertainment,2020-12-27 00:00:00+00:00,Brazil,55,69738193
Entertainment,2020-12-27 00:00:00+00:00,Canada,43,175515525
Entertainment,2020-12-27 00:00:00+00:00,France,54,35690838
Entertainment,2020-12-27 00:00:00+00:00,Germany,53,91145840
Entertainment,2020-12-27 00:00:00+00:00,India,79,166727101
Entertainment,2020-12-27 00:00:00+00:00,Japan,88,70567904
Entertainment,2020-12-27 00:00:00+00:00,Mexico,48,105312774
Entertainment,2020-12-27 00:00:00+00:00,Russia,48,54348172
Entertainment,2020-12-27 00:00:00+00:00,South Korea,86,85426899
Entertainment,2020-12-27 00:00:00+00:00,United Kingdom,59,142413915
Entertainment,2020-12-27 00:00:00+00:00,United States,42,173552095
Entertainment,2020-12-28 00:00:00+00:00,Brazil,54,70299753
Entertainment,2020-12-28 00:00:00+00:00,Canada,44,134110068
Entertainment,2020-12-28 00:00:00+00:00,France,49,37137628
Entertainment,2020-12-28 00:00:00+00:00,Germany,54,97722782
Entertainment,2020-12-28 00:00:00+00:00,India,82,141537695
Entertainment,2020-12-28 00:00:00+00:00,Japan,92,77221037
Entertainment,2020-12-28 00:00:00+00:00,Mexico,43,82397821
Entertainment,2020-12-28 00:00:00+00:00,Russia,43,57516463
Entertainment,2020-12-28 00:00:00+00:00,South Korea,81,78781049
Entertainment,2020-12-28 00:00:00+00:00,United Kingdom,58,119794137
Entertainment,2020-12-28 00:00:00+00:00,United States,44,183925345
Entertainment,2020-12-29 00:00:00+00:00,Brazil,53,46369752
Entertainment,2020-12-29 00:00:00+00:00,Canada,42,159356162
Entertainment,2020-12-29 00:00:00+00:00,France,46,30547020
Entertainment,2020-12-29 00:00:00+00:00,Germany,55,92719983
Entertainment,2020-12-29 00:00:00+00:00,India,76,116997934
Entertainment,2020-12-29 00:00:00+00:00,Japan,83,77673689
Entertainment,2020-12-29 00:00:00+00:00,Mexico,40,84534413
Entertainment,2020-12-29 00:00:00+00:00,Russia,45,52715181
Entertainment,2020-12-29 00:00:00+00:00,South Korea,86,86302245
Entertainment,2020-12-29 00:00:00+00:00,United Kingdom,59,128017787
Entertainment,2020-12-29 00:00:00+00:00,United States,43,186773415
Entertainment,2020-12-31 00:00:00+00:00,Brazil,60,54906584
Entertainment,2020-12-31 00:00:00+00:00,Canada,40,127297644
Entertainment,2020-12-31 00:00:00+00:00,France,52,29259309
Entertainment,2020-12-31 00:00:00+00:00,Germany,55,32508270
Entertainment,2020-12-31 00:00:00+00:00,India,64,101786548
Entertainment,2020-12-31 00:00:00+00:00,Japan,87,72767361
Entertainment,2020-12-31 00:00:00+00:00,Mexico,43,92263056
Entertainment,2020-12-31 00:00:00+00:00,Russia,28,39325882
Entertainment,2020-12-31 00:00:00+00:00,South Korea,76,79549790
Entertainment,2020-12-31 00:00:00+00:00,United Kingdom,63,131165866
Entertainment,2020-12-31 00:00:00+00:00,United States,40,156022822
Entertainment,2021-01-01 00:00:00+00:00,Brazil,61,57876578
Entertainment,2021-01-01 00:00:00+00:00,Canada,44,136492964
Entertainment,2021-01-01 00:00:00+00:00,France,52,30780086
Entertainment,2021-01-01 00:00:00+00:00,Germany,55,37457459
Entertainment,2021-01-01 00:00:00+00:00,India,69,111416654
Entertainment,2021-01-01 00:00:00+00:00,Japan,87,74777149
Entertainment,2021-01-01 00:00:00+00:00,Mexico,44,96168999
Entertainment,2021-01-01 00:00:00+00:00,Russia,25,38084517
Entertainment,2021-01-01 00:00:00+00:00,South Korea,78,80357579
Entertainment,2021-01-01 00:00:00+00:00,United Kingdom,64,139281600
Entertainment,2021-01-01 00:00:00+00:00,United States,41,133172684
Entertainment,2021-01-02 00:00:00+00:00,Brazil,61,59956892
Entertainment,2021-01-02 00:00:00+00:00,Canada,46,155119969
Entertainment,2021-01-02 00:00:00+00:00,France,54,37781371
Entertainment,2021-01-02 00:00:00+00:00,Germany,55,47365553
Entertainment,2021-01-02 00:00:00+00:00,India,72,135953256
Entertainment,2021-01-02 00:00:00+00:00,Japan,86,75622042
Entertainment,2021-01-02 00:00:00+00:00,Mexico,43,87635238
Entertainment,2021-01-02 00:00:00+00:00,Russia,33,33636236
Entertainment,2021-01-02 00:00:00+00:00,South Korea,84,74224883
Entertainment,2021-01-02 00:00:00+00:00,United Kingdom,66,153694528
Entertainment,2021-01-02 00:00:00+00:00,United States,44,163794160
Entertainment,2021-01-03 00:00:00+00:00,Brazil,60,57873468
Entertainment,2021-01-03 00:00:00+00:00,Canada,45,121515045
Entertainment,2021-01-03 00:00:00+00:00,France,53,57928828
Entertainment,2021-01-03 00:00:00+00:00,Germany,54,55944721
Entertainment,2021-01-03 00:00:00+00:00,India,84,148838171
Entertainment,2021-01-03 00:00:00+00:00,Japan,84,67475916
Entertainment,2021-01-03 00:00:00+00:00,Mexico,43,104904095
Entertainment,2021-01-03 00:00:00+00:00,Russia,34,22257768
Entertainment,2021-01-03 00:00:00+00:00,South Korea,81,71547333
Entertainment,2021-01-03 00:00:00+00:00,United Kingdom,61,86643250
Entertainment,2021-01-03 00:00:00+00:00,United States,45,174190633
Entertainment,2021-01-04 00:00:00+00:00,Brazil,60,58051550
Entertainment,2021-01-04 00:00:00+00:00,Canada,46,96933927
Entertainment,2021-01-04 00:00:00+00:00,France,49,58771673
Entertainment,2021-01-04 00:00:00+00:00,Germany,55,57730099
Entertainment,2021-01-04 00:00:00+00:00,India,86,141522114
Entertainment,2021-01-04 00:00:00+00:00,Japan,82,69178477
Entertainment,2021-01-04 00:00:00+00:00,Mexico,50,112859533
Entertainment,2021-01-04 00:00:00+00:00,Russia,31,27146423
Entertainment,2021-01-04 00:00:00+00:00,South Korea,82,73341403
Entertainment,2021-01-04 00:00:00+00:00,United Kingdom,63,80814604
Entertainment,2021-01-04 00:00:00+00:00,United States,44,161306992
Entertainment,2021-01-05 00:00:00+00:00,Brazil,57,48384254
Entertainment,2021-01-05 00:00:00+00:00,Canada,38,76998340
Entertainment,2021-01-05 00:00:00+00:00,France,47,62212194
Entertainment,2021-01-05 00:00:00+00:00,Germany,51,56097029
Entertainment,2021-01-05 00:00:00+00:00,India,81,146391125
Entertainment,2021-01-05 00:00:00+00:00,Japan,88,79161305
Entertainment,2021-01-05 00:00:00+00:00,Mexico,50,102965996
Entertainment,2021-01-05 00:00:00+00:00,Russia,38,20466450
Entertainment,2021-01-05 00:00:00+00:00,South Korea,79,67421973
Entertainment,2021-01-05 00:00:00+00:00,United Kingdom,63,76609625
Entertainment,2021-01-05 00:00:00+00:00,United States,46,93482973
Entertainment,2021-01-06 00:00:00+00:00,Brazil,52,44818778
Entertainment,2021-01-06 00:00:00+00:00,Canada,46,98684355
Entertainment,2021-01-06 00:00:00+00:00,France,46,64768476
Entertainment,2021-01-06 00:00:00+00:00,Germany,48,54869007
Entertainment,2021-01-06 00:00:00+00:00,India,84,164227044
Entertainment,2021-01-06 00:00:00+00:00,Japan,85,67093515
Entertainment,2021-01-06 00:00:00+00:00,Mexico,46,84552099
Entertainment,2021-01-06 00:00:00+00:00,Russia,37,27717215
Entertainment,2021-01-06 00:00:00+00:00,South Korea,74,58378946
Entertainment,2021-01-06 00:00:00+00:00,United Kingdom,63,82864780
Entertainment,2021-01-06 00:00:00+00:00,United States,43,90580073
Entertainment,2021-01-07 00:00:00+00:00,Brazil,60,47499292
Entertainment,2021-01-07 00:00:00+00:00,Canada,41,94471981
Entertainment,2021-01-07 00:00:00+00:00,France,51,58932910
Entertainment,2021-01-07 00:00:00+00:00,Germany,51,53453623
Entertainment,2021-01-07 00:00:00+00:00,India,85,163913145
Entertainment,2021-01-07 00:00:00+00:00,Japan,83,61027886
Entertainment,2021-01-07 00:00:00+00:00,Mexico,48,86748225
Entertainment,2021-01-07 00:00:00+00:00,Russia,40,39532054
Entertainment,2021-01-07 00:00:00+00:00,South Korea,65,49910788
Entertainment,2021-01-07 00:00:00+00:00,United Kingdom,62,88509909
Entertainment,2021-01-07 00:00:00+00:00,United States,41,96604955
Entertainment,2021-01-08 00:00:00+00:00,Brazil,63,46848485
Entertainment,2021-01-08 00:00:00+00:00,Canada,47,100250524
Entertainment,2021-01-08 00:00:00+00:00,France,48,30447445
Entertainment,2021-01-08 00:00:00+00:00,Germany,47,21670239
Entertainment,2021-01-08 00:00:00+00:00,India,88,245280543
Entertainment,2021-01-08 00:00:00+00:00,Japan,87,64314799
Entertainment,2021-01-08 00:00:00+00:00,Mexico,50,79305824
Entertainment,2021-01-08 00:00:00+00:00,Russia,35,114348528
Entertainment,2021-01-08 00:00:00+00:00,South Korea,63,47307146
Entertainment,2021-01-08 00:00:00+00:00,United Kingdom,58,91718667
Entertainment,2021-01-08 00:00:00+00:00,United States,44,102642244
Entertainment,2021-01-09 00:00:00+00:00,Brazil,62,49405793
Entertainment,2021-01-09 00:00:00+00:00,Canada,46,105524192
Entertainment,2021-01-09 00:00:00+00:00,France,47,33079368
Entertainment,2021-01-09 00:00:00+00:00,Germany,44,23053799
Entertainment,2021-01-09 00:00:00+00:00,India,75,288681823
Entertainment,2021-01-09 00:00:00+00:00,Japan,80,61841731
Entertainment,2021-01-09 00:00:00+00:00,Mexico,53,87313870
Entertainment,2021-01-09 00:00:00+00:00,Russia,36,23918902
Entertainment,2021-01-09 00:00:00+00:00,South Korea,65,50703599
Entertainment,2021-01-09 00:00:00+00:00,United Kingdom,62,95562966
Entertainment,2021-01-09 00:00:00+00:00,United States,46,108243988
Entertainment,2021-01-10 00:00:00+00:00,Brazil,59,46008129
Entertainment,2021-01-10 00:00:00+00:00,Canada,41,111498082
Entertainment,2021-01-10 00:00:00+00:00,France,49,30976422
Entertainment,2021-01-10 00:00:00+00:00,Germany,46,42734962
Entertainment,2021-01-10 00:00:00+00:00,India,75,316682892
Entertainment,2021-01-10 00:00:00+00:00,Japan,79,64148769
Entertainment,2021-01-10 00:00:00+00:00,Mexico,53,53642848
Entertainment,2021-01-10 00:00:00+00:00,Russia,35,42975239
Entertainment,2021-01-10 00:00:00+00:00,South Korea,65,52397435
Entertainment,2021-01-10 00:00:00+00:00,United Kingdom,61,78950669
Entertainment,2021-01-10 00:00:00+00:00,United States,43,116499272
Entertainment,2021-01-11 00:00:00+00:00,Brazil,58,47748679
Entertainment,2021-01-11 00:00:00+00:00,Canada,43,86688050
Entertainment,2021-01-11 00:00:00+00:00,France,54,35259687
Entertainment,2021-01-11 00:00:00+00:00,Germany,50,54637312
Entertainment,2021-01-11 00:00:00+00:00,India,72,314887157
Entertainment,2021-01-11 00:00:00+00:00,Japan,80,60753533
Entertainment,2021-01-11 00:00:00+00:00,Mexico,44,39457068
Entertainment,2021-01-11 00:00:00+00:00,Russia,36,22032568
Entertainment,2021-01-11 00:00:00+00:00,South Korea,59,51451366
Entertainment,2021-01-11 00:00:00+00:00,United Kingdom,57,82005811
Entertainment,2021-01-11 00:00:00+00:00,United States,42,80530684
Entertainment,2021-01-12 00:00:00+00:00,Brazil,56,52253025
Entertainment,2021-01-12 00:00:00+00:00,Canada,42,86657141
Entertainment,2021-01-12 00:00:00+00:00,France,52,35605653
Entertainment,2021-01-12 00:00:00+00:00,Germany,51,59547588
Entertainment,2021-01-12 00:00:00+00:00,India,69,244440651
Entertainment,2021-01-12 00:00:00+00:00,Japan,73,64940577
Entertainment,2021-01-12 00:00:00+00:00,Mexico,45,47090050
Entertainment,2021-01-12 00:00:00+00:00,Russia,44,27600095
Entertainment,2021-01-12 00:00:00+00:00,South Korea,58,56323482
