categoryName,trending_date,country,count
Howto & Style,2021-01-04 00:00:00+00:00,Canada,13
Howto & Style,2021-01-04 00:00:00+00:00,France,4
Howto & Style,2021-01-04 00:00:00+00:00,Germany,15
Howto & Style,2021-01-04 00:00:00+00:00,India,7
Howto & Style,2021-01-04 00:00:00+00:00,Japan,9
Howto & Style,2021-01-04 00:00:00+00:00,Mexico,10
Howto & Style,2021-01-04 00:00:00+00:00,Russia,4
Howto & Style,2021-01-04 00:00:00+00:00,South Korea,7
Howto & Style,2021-01-04 00:00:00+00:00,United Kingdom,8
Howto & Style,2021-01-04 00:00:00+00:00,United States,14
Howto & Style,2021-01-05 00:00:00+00:00,Brazil,5
Howto & Style,2021-01-05 00:00:00+00:00,Canada,9
Howto & Style,2021-01-05 00:00:00+00:00,France,9
Howto & Style,2021-01-05 00:00:00+00:00,Germany,17
Howto & Style,2021-01-05 00:00:00+00:00,India,5
Howto & Style,2021-01-05 00:00:00+00:00,Japan,9
Howto & Style,2021-01-05 00:00:00+00:00,Mexico,10
Howto & Style,2021-01-05 00:00:00+00:00,Russia,6
Howto & Style,2021-01-05 00:00:00+00:00,South Korea,7
Howto & Style,2021-01-05 00:00:00+00:00,United Kingdom,7
Howto & Style,2021-01-05 00:00:00+00:00,United States,16
Howto & Style,2021-01-06 00:00:00+00:00,Brazil,6
Howto & Style,2021-01-06 00:00:00+00:00,Canada,13
Howto & Style,2021-01-06 00:00:00+00:00,France,10
Howto & Style,2021-01-06 00:00:00+00:00,Germany,19
Howto & Style,2021-01-06 00:00:00+00:00,India,4
Howto & Style,2021-01-06 00:00:00+00:00,Japan,13
Howto & Style,2021-01-06 00:00:00+00:00,Mexico,11
Howto & Style,2021-01-06 00:00:00+00:00,Russia,6
Howto & Style,2021-01-06 00:00:00+00:00,South Korea,6
Howto & Style,2021-01-06 00:00:00+00:00,United Kingdom,7
Howto & Style,2021-01-06 00:00:00+00:00,United States,12
Howto & Style,2021-01-07 00:00:00+00:00,Brazil,5
Howto & Style,2021-01-07 00:00:00+00:00,Canada,12
Howto & Style,2021-01-07 00:00:00+00:00,France,8
Howto & Style,2021-01-07 00:00:00+00:00,Germany,19
Howto & Style,2021-01-07 00:00:00+00:00,India,6
Howto & Style,2021-01-07 00:00:00+00:00,Japan,13
Howto & Style,2021-01-07 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-07 00:00:00+00:00,Russia,4
Howto & Style,2021-01-07 00:00:00+00:00,South Korea,6
Howto & Style,2021-01-07 00:00:00+00:00,United Kingdom,7
Howto & Style,2021-01-07 00:00:00+00:00,United States,14
Howto & Style,2021-01-08 00:00:00+00:00,Brazil,3
Howto & Style,2021-01-08 00:00:00+00:00,Canada,13
Howto & Style,2021-01-08 00:00:00+00:00,France,11
Howto & Style,2021-01-08 00:00:00+00:00,Germany,15
Howto & Style,2021-01-08 00:00:00+00:00,India,5
Howto & Style,2021-01-08 00:00:00+00:00,Japan,13
Howto & Style,2021-01-08 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-08 00:00:00+00:00,Russia,8
Howto & Style,2021-01-08 00:00:00+00:00,South Korea,5
Howto & Style,2021-01-08 00:00:00+00:00,United Kingdom,6
Howto & Style,2021-01-08 00:00:00+00:00,United States,11
Howto & Style,2021-01-09 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-09 00:00:00+00:00,Canada,13
Howto & Style,2021-01-09 00:00:00+00:00,France,11
Howto & Style,2021-01-09 00:00:00+00:00,Germany,13
Howto & Style,2021-01-09 00:00:00+00:00,India,7
Howto & Style,2021-01-09 00:00:00+00:00,Japan,15
Howto & Style,2021-01-09 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-09 00:00:00+00:00,Russia,14
Howto & Style,2021-01-09 00:00:00+00:00,South Korea,2
Howto & Style,2021-01-09 00:00:00+00:00,United Kingdom,6
Howto & Style,2021-01-09 00:00:00+00:00,United States,11
Howto & Style,2021-01-10 00:00:00+00:00,Brazil,3
Howto & Style,2021-01-10 00:00:00+00:00,Canada,13
Howto & Style,2021-01-10 00:00:00+00:00,France,9
Howto & Style,2021-01-10 00:00:00+00:00,Germany,13
Howto & Style,2021-01-10 00:00:00+00:00,India,7
Howto & Style,2021-01-10 00:00:00+00:00,Japan,14
Howto & Style,2021-01-10 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-10 00:00:00+00:00,Russia,10
Howto & Style,2021-01-10 00:00:00+00:00,South Korea,4
Howto & Style,2021-01-10 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-01-10 00:00:00+00:00,United States,11
Howto & Style,2021-01-11 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-11 00:00:00+00:00,Canada,6
Howto & Style,2021-01-11 00:00:00+00:00,France,10
Howto & Style,2021-01-11 00:00:00+00:00,Germany,12
Howto & Style,2021-01-11 00:00:00+00:00,India,6
Howto & Style,2021-01-11 00:00:00+00:00,Japan,12
Howto & Style,2021-01-11 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-11 00:00:00+00:00,Russia,8
Howto & Style,2021-01-11 00:00:00+00:00,South Korea,7
Howto & Style,2021-01-11 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-01-11 00:00:00+00:00,United States,7
Howto & Style,2021-01-12 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-12 00:00:00+00:00,Canada,3
Howto & Style,2021-01-12 00:00:00+00:00,France,12
Howto & Style,2021-01-12 00:00:00+00:00,Germany,12
Howto & Style,2021-01-12 00:00:00+00:00,India,5
Howto & Style,2021-01-12 00:00:00+00:00,Japan,7
Howto & Style,2021-01-12 00:00:00+00:00,Mexico,6
Howto & Style,2021-01-12 00:00:00+00:00,Russia,8
Howto & Style,2021-01-12 00:00:00+00:00,South Korea,8
Howto & Style,2021-01-12 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-12 00:00:00+00:00,United States,6
Howto & Style,2021-01-13 00:00:00+00:00,Brazil,5
Howto & Style,2021-01-13 00:00:00+00:00,Canada,1
Howto & Style,2021-01-13 00:00:00+00:00,France,10
Howto & Style,2021-01-13 00:00:00+00:00,Germany,8
Howto & Style,2021-01-13 00:00:00+00:00,India,9
Howto & Style,2021-01-13 00:00:00+00:00,Japan,8
Howto & Style,2021-01-13 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-13 00:00:00+00:00,Russia,6
Howto & Style,2021-01-13 00:00:00+00:00,South Korea,10
Howto & Style,2021-01-13 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-13 00:00:00+00:00,United States,6
Howto & Style,2021-01-14 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-14 00:00:00+00:00,Canada,1
Howto & Style,2021-01-14 00:00:00+00:00,France,9
Howto & Style,2021-01-14 00:00:00+00:00,Germany,8
Howto & Style,2021-01-14 00:00:00+00:00,India,7
Howto & Style,2021-01-14 00:00:00+00:00,Japan,11
Howto & Style,2021-01-14 00:00:00+00:00,Mexico,7
Howto & Style,2021-01-14 00:00:00+00:00,Russia,5
Howto & Style,2021-01-14 00:00:00+00:00,South Korea,11
Howto & Style,2021-01-14 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-01-14 00:00:00+00:00,United States,5
Howto & Style,2021-01-15 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-15 00:00:00+00:00,Canada,1
Howto & Style,2021-01-15 00:00:00+00:00,France,8
Howto & Style,2021-01-15 00:00:00+00:00,Germany,6
Howto & Style,2021-01-15 00:00:00+00:00,India,4
Howto & Style,2021-01-15 00:00:00+00:00,Japan,13
Howto & Style,2021-01-15 00:00:00+00:00,Mexico,7
Howto & Style,2021-01-15 00:00:00+00:00,Russia,10
Howto & Style,2021-01-15 00:00:00+00:00,South Korea,12
Howto & Style,2021-01-15 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-15 00:00:00+00:00,United States,3
Howto & Style,2021-01-16 00:00:00+00:00,Brazil,4
Howto & Style,2021-01-16 00:00:00+00:00,Canada,1
Howto & Style,2021-01-16 00:00:00+00:00,France,6
Howto & Style,2021-01-16 00:00:00+00:00,Germany,8
Howto & Style,2021-01-16 00:00:00+00:00,India,7
Howto & Style,2021-01-16 00:00:00+00:00,Japan,10
Howto & Style,2021-01-16 00:00:00+00:00,Mexico,7
Howto & Style,2021-01-16 00:00:00+00:00,Russia,13
Howto & Style,2021-01-16 00:00:00+00:00,South Korea,12
Howto & Style,2021-01-16 00:00:00+00:00,United Kingdom,1
Howto & Style,2021-01-16 00:00:00+00:00,United States,3
Howto & Style,2021-01-17 00:00:00+00:00,Brazil,3
Howto & Style,2021-01-17 00:00:00+00:00,Canada,2
Howto & Style,2021-01-17 00:00:00+00:00,France,4
Howto & Style,2021-01-17 00:00:00+00:00,Germany,8
Howto & Style,2021-01-17 00:00:00+00:00,India,5
Howto & Style,2021-01-17 00:00:00+00:00,Japan,11
Howto & Style,2021-01-17 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-17 00:00:00+00:00,Russia,7
Howto & Style,2021-01-17 00:00:00+00:00,South Korea,10
Howto & Style,2021-01-17 00:00:00+00:00,United Kingdom,1
Howto & Style,2021-01-17 00:00:00+00:00,United States,3
Howto & Style,2021-01-18 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-18 00:00:00+00:00,Canada,5
Howto & Style,2021-01-18 00:00:00+00:00,France,8
Howto & Style,2021-01-18 00:00:00+00:00,Germany,12
Howto & Style,2021-01-18 00:00:00+00:00,India,7
Howto & Style,2021-01-18 00:00:00+00:00,Japan,13
Howto & Style,2021-01-18 00:00:00+00:00,Mexico,10
Howto & Style,2021-01-18 00:00:00+00:00,Russia,8
Howto & Style,2021-01-18 00:00:00+00:00,South Korea,8
Howto & Style,2021-01-18 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-18 00:00:00+00:00,United States,3
Howto & Style,2021-01-19 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-19 00:00:00+00:00,Canada,6
Howto & Style,2021-01-19 00:00:00+00:00,France,5
Howto & Style,2021-01-19 00:00:00+00:00,Germany,11
Howto & Style,2021-01-19 00:00:00+00:00,India,6
Howto & Style,2021-01-19 00:00:00+00:00,Japan,12
Howto & Style,2021-01-19 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-19 00:00:00+00:00,Russia,6
Howto & Style,2021-01-19 00:00:00+00:00,South Korea,11
Howto & Style,2021-01-19 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-01-19 00:00:00+00:00,United States,3
Howto & Style,2021-01-20 00:00:00+00:00,Brazil,1
Howto & Style,2021-01-20 00:00:00+00:00,Canada,8
Howto & Style,2021-01-20 00:00:00+00:00,France,6
Howto & Style,2021-01-20 00:00:00+00:00,Germany,13
Howto & Style,2021-01-20 00:00:00+00:00,India,7
Howto & Style,2021-01-20 00:00:00+00:00,Japan,14
Howto & Style,2021-01-20 00:00:00+00:00,Mexico,10
Howto & Style,2021-01-20 00:00:00+00:00,Russia,7
Howto & Style,2021-01-20 00:00:00+00:00,South Korea,8
Howto & Style,2021-01-20 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-01-20 00:00:00+00:00,United States,3
Howto & Style,2021-01-21 00:00:00+00:00,Canada,7
Howto & Style,2021-01-21 00:00:00+00:00,France,8
Howto & Style,2021-01-21 00:00:00+00:00,Germany,12
Howto & Style,2021-01-21 00:00:00+00:00,India,6
Howto & Style,2021-01-21 00:00:00+00:00,Japan,13
Howto & Style,2021-01-21 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-21 00:00:00+00:00,Russia,4
Howto & Style,2021-01-21 00:00:00+00:00,South Korea,9
Howto & Style,2021-01-21 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-21 00:00:00+00:00,United States,4
Howto & Style,2021-01-22 00:00:00+00:00,Canada,10
Howto & Style,2021-01-22 00:00:00+00:00,France,8
Howto & Style,2021-01-22 00:00:00+00:00,Germany,8
Howto & Style,2021-01-22 00:00:00+00:00,India,7
Howto & Style,2021-01-22 00:00:00+00:00,Japan,12
Howto & Style,2021-01-22 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-22 00:00:00+00:00,Russia,3
Howto & Style,2021-01-22 00:00:00+00:00,South Korea,11
Howto & Style,2021-01-22 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-01-22 00:00:00+00:00,United States,5
Howto & Style,2021-01-23 00:00:00+00:00,Canada,11
Howto & Style,2021-01-23 00:00:00+00:00,France,9
Howto & Style,2021-01-23 00:00:00+00:00,Germany,5
Howto & Style,2021-01-23 00:00:00+00:00,India,7
Howto & Style,2021-01-23 00:00:00+00:00,Japan,15
Howto & Style,2021-01-23 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-23 00:00:00+00:00,Russia,3
Howto & Style,2021-01-23 00:00:00+00:00,South Korea,11
Howto & Style,2021-01-23 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-01-23 00:00:00+00:00,United States,6
Howto & Style,2021-01-24 00:00:00+00:00,Brazil,1
Howto & Style,2021-01-24 00:00:00+00:00,Canada,11
Howto & Style,2021-01-24 00:00:00+00:00,France,6
Howto & Style,2021-01-24 00:00:00+00:00,Germany,6
Howto & Style,2021-01-24 00:00:00+00:00,India,6
Howto & Style,2021-01-24 00:00:00+00:00,Japan,14
Howto & Style,2021-01-24 00:00:00+00:00,Mexico,6
Howto & Style,2021-01-24 00:00:00+00:00,Russia,5
Howto & Style,2021-01-24 00:00:00+00:00,South Korea,12
Howto & Style,2021-01-24 00:00:00+00:00,United Kingdom,2
Howto & Style,2021-01-24 00:00:00+00:00,United States,5
Howto & Style,2021-01-25 00:00:00+00:00,Brazil,1
Howto & Style,2021-01-25 00:00:00+00:00,Canada,8
Howto & Style,2021-01-25 00:00:00+00:00,France,6
Howto & Style,2021-01-25 00:00:00+00:00,Germany,12
Howto & Style,2021-01-25 00:00:00+00:00,India,4
Howto & Style,2021-01-25 00:00:00+00:00,Japan,10
Howto & Style,2021-01-25 00:00:00+00:00,Mexico,7
Howto & Style,2021-01-25 00:00:00+00:00,Russia,6
Howto & Style,2021-01-25 00:00:00+00:00,South Korea,14
Howto & Style,2021-01-25 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-01-25 00:00:00+00:00,United States,7
Howto & Style,2021-01-26 00:00:00+00:00,Brazil,1
Howto & Style,2021-01-26 00:00:00+00:00,Canada,7
Howto & Style,2021-01-26 00:00:00+00:00,France,8
Howto & Style,2021-01-26 00:00:00+00:00,Germany,14
Howto & Style,2021-01-26 00:00:00+00:00,India,2
Howto & Style,2021-01-26 00:00:00+00:00,Japan,8
Howto & Style,2021-01-26 00:00:00+00:00,Mexico,7
Howto & Style,2021-01-26 00:00:00+00:00,Russia,2
Howto & Style,2021-01-26 00:00:00+00:00,South Korea,13
Howto & Style,2021-01-26 00:00:00+00:00,United Kingdom,6
Howto & Style,2021-01-26 00:00:00+00:00,United States,6
Howto & Style,2021-01-27 00:00:00+00:00,Brazil,1
Howto & Style,2021-01-27 00:00:00+00:00,Canada,6
Howto & Style,2021-01-27 00:00:00+00:00,France,9
Howto & Style,2021-01-27 00:00:00+00:00,Germany,15
Howto & Style,2021-01-27 00:00:00+00:00,India,2
Howto & Style,2021-01-27 00:00:00+00:00,Japan,9
Howto & Style,2021-01-27 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-27 00:00:00+00:00,Russia,5
Howto & Style,2021-01-27 00:00:00+00:00,South Korea,15
Howto & Style,2021-01-27 00:00:00+00:00,United Kingdom,9
Howto & Style,2021-01-27 00:00:00+00:00,United States,7
Howto & Style,2021-01-28 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-28 00:00:00+00:00,Canada,10
Howto & Style,2021-01-28 00:00:00+00:00,France,10
Howto & Style,2021-01-28 00:00:00+00:00,Germany,14
Howto & Style,2021-01-28 00:00:00+00:00,India,7
Howto & Style,2021-01-28 00:00:00+00:00,Japan,11
Howto & Style,2021-01-28 00:00:00+00:00,Mexico,8
Howto & Style,2021-01-28 00:00:00+00:00,Russia,5
Howto & Style,2021-01-28 00:00:00+00:00,South Korea,16
Howto & Style,2021-01-28 00:00:00+00:00,United Kingdom,10
Howto & Style,2021-01-28 00:00:00+00:00,United States,7
Howto & Style,2021-01-29 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-29 00:00:00+00:00,Canada,11
Howto & Style,2021-01-29 00:00:00+00:00,France,11
Howto & Style,2021-01-29 00:00:00+00:00,Germany,8
Howto & Style,2021-01-29 00:00:00+00:00,India,9
Howto & Style,2021-01-29 00:00:00+00:00,Japan,8
Howto & Style,2021-01-29 00:00:00+00:00,Mexico,9
Howto & Style,2021-01-29 00:00:00+00:00,Russia,5
Howto & Style,2021-01-29 00:00:00+00:00,South Korea,12
Howto & Style,2021-01-29 00:00:00+00:00,United Kingdom,10
Howto & Style,2021-01-29 00:00:00+00:00,United States,8
Howto & Style,2021-01-30 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-30 00:00:00+00:00,Canada,12
Howto & Style,2021-01-30 00:00:00+00:00,France,9
Howto & Style,2021-01-30 00:00:00+00:00,Germany,5
Howto & Style,2021-01-30 00:00:00+00:00,India,9
Howto & Style,2021-01-30 00:00:00+00:00,Japan,11
Howto & Style,2021-01-30 00:00:00+00:00,Mexico,10
Howto & Style,2021-01-30 00:00:00+00:00,Russia,6
Howto & Style,2021-01-30 00:00:00+00:00,South Korea,10
Howto & Style,2021-01-30 00:00:00+00:00,United Kingdom,10
Howto & Style,2021-01-30 00:00:00+00:00,United States,10
Howto & Style,2021-01-31 00:00:00+00:00,Brazil,2
Howto & Style,2021-01-31 00:00:00+00:00,Canada,11
Howto & Style,2021-01-31 00:00:00+00:00,France,6
Howto & Style,2021-01-31 00:00:00+00:00,Germany,5
Howto & Style,2021-01-31 00:00:00+00:00,India,8
Howto & Style,2021-01-31 00:00:00+00:00,Japan,7
Howto & Style,2021-01-31 00:00:00+00:00,Mexico,11
Howto & Style,2021-01-31 00:00:00+00:00,Russia,9
Howto & Style,2021-01-31 00:00:00+00:00,South Korea,11
Howto & Style,2021-01-31 00:00:00+00:00,United Kingdom,8
Howto & Style,2021-01-31 00:00:00+00:00,United States,9
Howto & Style,2021-02-01 00:00:00+00:00,Brazil,1
Howto & Style,2021-02-01 00:00:00+00:00,Canada,7
Howto & Style,2021-02-01 00:00:00+00:00,France,9
Howto & Style,2021-02-01 00:00:00+00:00,Germany,6
Howto & Style,2021-02-01 00:00:00+00:00,India,7
Howto & Style,2021-02-01 00:00:00+00:00,Japan,9
Howto & Style,2021-02-01 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-01 00:00:00+00:00,Russia,15
Howto & Style,2021-02-01 00:00:00+00:00,South Korea,13
Howto & Style,2021-02-01 00:00:00+00:00,United Kingdom,8
Howto & Style,2021-02-01 00:00:00+00:00,United States,9
Howto & Style,2021-02-02 00:00:00+00:00,Brazil,1
Howto & Style,2021-02-02 00:00:00+00:00,Canada,9
Howto & Style,2021-02-02 00:00:00+00:00,France,10
Howto & Style,2021-02-02 00:00:00+00:00,Germany,8
Howto & Style,2021-02-02 00:00:00+00:00,India,5
Howto & Style,2021-02-02 00:00:00+00:00,Japan,6
Howto & Style,2021-02-02 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-02 00:00:00+00:00,Russia,6
Howto & Style,2021-02-02 00:00:00+00:00,South Korea,14
Howto & Style,2021-02-02 00:00:00+00:00,United Kingdom,7
Howto & Style,2021-02-02 00:00:00+00:00,United States,9
Howto & Style,2021-02-03 00:00:00+00:00,Brazil,1
Howto & Style,2021-02-03 00:00:00+00:00,Canada,9
Howto & Style,2021-02-03 00:00:00+00:00,France,8
Howto & Style,2021-02-03 00:00:00+00:00,Germany,8
Howto & Style,2021-02-03 00:00:00+00:00,India,6
Howto & Style,2021-02-03 00:00:00+00:00,Japan,6
Howto & Style,2021-02-03 00:00:00+00:00,Mexico,7
Howto & Style,2021-02-03 00:00:00+00:00,Russia,3
Howto & Style,2021-02-03 00:00:00+00:00,South Korea,13
Howto & Style,2021-02-03 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-03 00:00:00+00:00,United States,10
Howto & Style,2021-02-04 00:00:00+00:00,Brazil,1
Howto & Style,2021-02-04 00:00:00+00:00,Canada,7
Howto & Style,2021-02-04 00:00:00+00:00,France,7
Howto & Style,2021-02-04 00:00:00+00:00,Germany,9
Howto & Style,2021-02-04 00:00:00+00:00,India,6
Howto & Style,2021-02-04 00:00:00+00:00,Japan,6
Howto & Style,2021-02-04 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-04 00:00:00+00:00,Russia,6
Howto & Style,2021-02-04 00:00:00+00:00,South Korea,13
Howto & Style,2021-02-04 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-02-04 00:00:00+00:00,United States,10
Howto & Style,2021-02-05 00:00:00+00:00,Brazil,1
Howto & Style,2021-02-05 00:00:00+00:00,Canada,7
Howto & Style,2021-02-05 00:00:00+00:00,France,8
Howto & Style,2021-02-05 00:00:00+00:00,Germany,10
Howto & Style,2021-02-05 00:00:00+00:00,India,9
Howto & Style,2021-02-05 00:00:00+00:00,Japan,6
Howto & Style,2021-02-05 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-05 00:00:00+00:00,Russia,4
Howto & Style,2021-02-05 00:00:00+00:00,South Korea,11
Howto & Style,2021-02-05 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-05 00:00:00+00:00,United States,11
Howto & Style,2021-02-06 00:00:00+00:00,Canada,10
Howto & Style,2021-02-06 00:00:00+00:00,France,5
Howto & Style,2021-02-06 00:00:00+00:00,Germany,10
Howto & Style,2021-02-06 00:00:00+00:00,India,9
Howto & Style,2021-02-06 00:00:00+00:00,Japan,8
Howto & Style,2021-02-06 00:00:00+00:00,Mexico,8
Howto & Style,2021-02-06 00:00:00+00:00,Russia,11
Howto & Style,2021-02-06 00:00:00+00:00,South Korea,10
Howto & Style,2021-02-06 00:00:00+00:00,United Kingdom,6
Howto & Style,2021-02-06 00:00:00+00:00,United States,10
Howto & Style,2021-02-07 00:00:00+00:00,Canada,12
Howto & Style,2021-02-07 00:00:00+00:00,France,7
Howto & Style,2021-02-07 00:00:00+00:00,Germany,9
Howto & Style,2021-02-07 00:00:00+00:00,India,7
Howto & Style,2021-02-07 00:00:00+00:00,Japan,9
Howto & Style,2021-02-07 00:00:00+00:00,Mexico,9
Howto & Style,2021-02-07 00:00:00+00:00,Russia,9
Howto & Style,2021-02-07 00:00:00+00:00,South Korea,10
Howto & Style,2021-02-07 00:00:00+00:00,United Kingdom,5
Howto & Style,2021-02-07 00:00:00+00:00,United States,9
Howto & Style,2021-02-08 00:00:00+00:00,Canada,11
Howto & Style,2021-02-08 00:00:00+00:00,France,9
Howto & Style,2021-02-08 00:00:00+00:00,Germany,11
Howto & Style,2021-02-08 00:00:00+00:00,India,8
Howto & Style,2021-02-08 00:00:00+00:00,Japan,10
Howto & Style,2021-02-08 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-08 00:00:00+00:00,Russia,6
Howto & Style,2021-02-08 00:00:00+00:00,South Korea,11
Howto & Style,2021-02-08 00:00:00+00:00,United Kingdom,6
Howto & Style,2021-02-08 00:00:00+00:00,United States,7
Howto & Style,2021-02-09 00:00:00+00:00,Canada,9
Howto & Style,2021-02-09 00:00:00+00:00,France,8
Howto & Style,2021-02-09 00:00:00+00:00,Germany,9
Howto & Style,2021-02-09 00:00:00+00:00,India,5
Howto & Style,2021-02-09 00:00:00+00:00,Japan,12
Howto & Style,2021-02-09 00:00:00+00:00,Mexico,10
Howto & Style,2021-02-09 00:00:00+00:00,Russia,6
Howto & Style,2021-02-09 00:00:00+00:00,South Korea,11
Howto & Style,2021-02-09 00:00:00+00:00,United Kingdom,5
Howto & Style,2021-02-09 00:00:00+00:00,United States,7
Howto & Style,2021-02-10 00:00:00+00:00,Canada,10
Howto & Style,2021-02-10 00:00:00+00:00,France,10
Howto & Style,2021-02-10 00:00:00+00:00,Germany,13
Howto & Style,2021-02-10 00:00:00+00:00,India,4
Howto & Style,2021-02-10 00:00:00+00:00,Japan,19
Howto & Style,2021-02-10 00:00:00+00:00,Mexico,8
Howto & Style,2021-02-10 00:00:00+00:00,Russia,9
Howto & Style,2021-02-10 00:00:00+00:00,South Korea,11
Howto & Style,2021-02-10 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-02-10 00:00:00+00:00,United States,9
Howto & Style,2021-02-11 00:00:00+00:00,Canada,10
Howto & Style,2021-02-11 00:00:00+00:00,France,11
Howto & Style,2021-02-11 00:00:00+00:00,Germany,12
Howto & Style,2021-02-11 00:00:00+00:00,India,9
Howto & Style,2021-02-11 00:00:00+00:00,Japan,21
Howto & Style,2021-02-11 00:00:00+00:00,Mexico,7
Howto & Style,2021-02-11 00:00:00+00:00,Russia,5
Howto & Style,2021-02-11 00:00:00+00:00,South Korea,10
Howto & Style,2021-02-11 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-11 00:00:00+00:00,United States,8
Howto & Style,2021-02-12 00:00:00+00:00,Canada,12
Howto & Style,2021-02-12 00:00:00+00:00,France,10
Howto & Style,2021-02-12 00:00:00+00:00,Germany,12
Howto & Style,2021-02-12 00:00:00+00:00,India,9
Howto & Style,2021-02-12 00:00:00+00:00,Japan,20
Howto & Style,2021-02-12 00:00:00+00:00,Mexico,7
Howto & Style,2021-02-12 00:00:00+00:00,Russia,10
Howto & Style,2021-02-12 00:00:00+00:00,South Korea,10
Howto & Style,2021-02-12 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-12 00:00:00+00:00,United States,11
Howto & Style,2021-02-13 00:00:00+00:00,Canada,9
Howto & Style,2021-02-13 00:00:00+00:00,France,7
Howto & Style,2021-02-13 00:00:00+00:00,Germany,5
Howto & Style,2021-02-13 00:00:00+00:00,India,8
Howto & Style,2021-02-13 00:00:00+00:00,Japan,19
Howto & Style,2021-02-13 00:00:00+00:00,Mexico,6
Howto & Style,2021-02-13 00:00:00+00:00,Russia,9
Howto & Style,2021-02-13 00:00:00+00:00,South Korea,11
Howto & Style,2021-02-13 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-13 00:00:00+00:00,United States,9
Howto & Style,2021-02-14 00:00:00+00:00,Canada,10
Howto & Style,2021-02-14 00:00:00+00:00,France,8
Howto & Style,2021-02-14 00:00:00+00:00,Germany,3
Howto & Style,2021-02-14 00:00:00+00:00,India,7
Howto & Style,2021-02-14 00:00:00+00:00,Japan,18
Howto & Style,2021-02-14 00:00:00+00:00,Mexico,6
Howto & Style,2021-02-14 00:00:00+00:00,Russia,7
Howto & Style,2021-02-14 00:00:00+00:00,South Korea,9
Howto & Style,2021-02-14 00:00:00+00:00,United Kingdom,3
Howto & Style,2021-02-14 00:00:00+00:00,United States,10
Howto & Style,2021-02-15 00:00:00+00:00,Canada,10
Howto & Style,2021-02-15 00:00:00+00:00,France,10
Howto & Style,2021-02-15 00:00:00+00:00,Germany,5
Howto & Style,2021-02-15 00:00:00+00:00,India,2
Howto & Style,2021-02-15 00:00:00+00:00,Japan,12
Howto & Style,2021-02-15 00:00:00+00:00,Mexico,6
Howto & Style,2021-02-15 00:00:00+00:00,Russia,6
Howto & Style,2021-02-15 00:00:00+00:00,South Korea,9
Howto & Style,2021-02-15 00:00:00+00:00,United Kingdom,4
Howto & Style,2021-02-15 00:00:00+00:00,United States,11
Howto & Style,2021-02-16 00:00:00+00:00,Canada,9
Howto & Style,2021-02-16 00:00:00+00:00,France,8
Howto & Style,2021-02-16 00:00:00+00:00,Germany,11
Howto & Style,2021-02-16 00:00:00+00:00,India,2
Howto & Style,2021-02-16 00:00:00+00:00,Japan,8
Howto & Style,2021-02-16 00:00:00+00:00,Mexico,4
