categoryName,trending_date,country,count
Education,2020-12-22 00:00:00+00:00,United States,7
Education,2020-12-23 00:00:00+00:00,Brazil,6
Education,2020-12-23 00:00:00+00:00,Canada,9
Education,2020-12-23 00:00:00+00:00,France,5
Education,2020-12-23 00:00:00+00:00,Germany,3
Education,2020-12-23 00:00:00+00:00,India,2
Education,2020-12-23 00:00:00+00:00,Japan,2
Education,2020-12-23 00:00:00+00:00,Mexico,4
Education,2020-12-23 00:00:00+00:00,Russia,3
Education,2020-12-23 00:00:00+00:00,South Korea,8
Education,2020-12-23 00:00:00+00:00,United Kingdom,5
Education,2020-12-23 00:00:00+00:00,United States,6
Education,2020-12-24 00:00:00+00:00,Brazil,7
Education,2020-12-24 00:00:00+00:00,Canada,9
Education,2020-12-24 00:00:00+00:00,France,7
Education,2020-12-24 00:00:00+00:00,Germany,3
Education,2020-12-24 00:00:00+00:00,India,3
Education,2020-12-24 00:00:00+00:00,Japan,3
Education,2020-12-24 00:00:00+00:00,Mexico,5
Education,2020-12-24 00:00:00+00:00,Russia,3
Education,2020-12-24 00:00:00+00:00,South Korea,9
Education,2020-12-24 00:00:00+00:00,United Kingdom,5
Education,2020-12-24 00:00:00+00:00,United States,5
Education,2020-12-25 00:00:00+00:00,Brazil,7
Education,2020-12-25 00:00:00+00:00,Canada,9
Education,2020-12-25 00:00:00+00:00,France,6
Education,2020-12-25 00:00:00+00:00,Germany,3
Education,2020-12-25 00:00:00+00:00,India,3
Education,2020-12-25 00:00:00+00:00,Japan,2
Education,2020-12-25 00:00:00+00:00,Mexico,5
Education,2020-12-25 00:00:00+00:00,Russia,2
Education,2020-12-25 00:00:00+00:00,South Korea,8
Education,2020-12-25 00:00:00+00:00,United Kingdom,5
Education,2020-12-25 00:00:00+00:00,United States,5
Education,2020-12-26 00:00:00+00:00,Brazil,5
Education,2020-12-26 00:00:00+00:00,Canada,9
Education,2020-12-26 00:00:00+00:00,France,6
Education,2020-12-26 00:00:00+00:00,Germany,2
Education,2020-12-26 00:00:00+00:00,India,4
Education,2020-12-26 00:00:00+00:00,Japan,3
Education,2020-12-26 00:00:00+00:00,Mexico,4
Education,2020-12-26 00:00:00+00:00,Russia,1
Education,2020-12-26 00:00:00+00:00,South Korea,9
Education,2020-12-26 00:00:00+00:00,United Kingdom,5
Education,2020-12-26 00:00:00+00:00,United States,5
Education,2020-12-27 00:00:00+00:00,Brazil,4
Education,2020-12-27 00:00:00+00:00,Canada,10
Education,2020-12-27 00:00:00+00:00,France,7
Education,2020-12-27 00:00:00+00:00,Germany,3
Education,2020-12-27 00:00:00+00:00,India,5
Education,2020-12-27 00:00:00+00:00,Japan,3
Education,2020-12-27 00:00:00+00:00,Mexico,2
Education,2020-12-27 00:00:00+00:00,Russia,1
Education,2020-12-27 00:00:00+00:00,South Korea,10
Education,2020-12-27 00:00:00+00:00,United Kingdom,4
Education,2020-12-27 00:00:00+00:00,United States,7
Education,2020-12-28 00:00:00+00:00,Brazil,4
Education,2020-12-28 00:00:00+00:00,Canada,6
Education,2020-12-28 00:00:00+00:00,France,8
Education,2020-12-28 00:00:00+00:00,Germany,4
Education,2020-12-28 00:00:00+00:00,India,6
Education,2020-12-28 00:00:00+00:00,Japan,1
Education,2020-12-28 00:00:00+00:00,Mexico,3
Education,2020-12-28 00:00:00+00:00,Russia,2
Education,2020-12-28 00:00:00+00:00,South Korea,10
Education,2020-12-28 00:00:00+00:00,United Kingdom,5
Education,2020-12-28 00:00:00+00:00,United States,8
Education,2020-12-29 00:00:00+00:00,Brazil,3
Education,2020-12-29 00:00:00+00:00,Canada,6
Education,2020-12-29 00:00:00+00:00,France,10
Education,2020-12-29 00:00:00+00:00,Germany,5
Education,2020-12-29 00:00:00+00:00,India,5
Education,2020-12-29 00:00:00+00:00,Japan,1
Education,2020-12-29 00:00:00+00:00,Mexico,3
Education,2020-12-29 00:00:00+00:00,Russia,2
Education,2020-12-29 00:00:00+00:00,South Korea,12
Education,2020-12-29 00:00:00+00:00,United Kingdom,6
Education,2020-12-29 00:00:00+00:00,United States,8
Education,2020-12-31 00:00:00+00:00,Brazil,2
Education,2020-12-31 00:00:00+00:00,Canada,5
Education,2020-12-31 00:00:00+00:00,France,12
Education,2020-12-31 00:00:00+00:00,Germany,7
Education,2020-12-31 00:00:00+00:00,India,1
Education,2020-12-31 00:00:00+00:00,Japan,1
Education,2020-12-31 00:00:00+00:00,Mexico,2
Education,2020-12-31 00:00:00+00:00,Russia,1
Education,2020-12-31 00:00:00+00:00,South Korea,13
Education,2020-12-31 00:00:00+00:00,United Kingdom,4
Education,2020-12-31 00:00:00+00:00,United States,5
Education,2021-01-01 00:00:00+00:00,Brazil,2
Education,2021-01-01 00:00:00+00:00,Canada,6
Education,2021-01-01 00:00:00+00:00,France,12
Education,2021-01-01 00:00:00+00:00,Germany,7
Education,2021-01-01 00:00:00+00:00,India,4
Education,2021-01-01 00:00:00+00:00,Japan,1
Education,2021-01-01 00:00:00+00:00,Mexico,2
Education,2021-01-01 00:00:00+00:00,South Korea,13
Education,2021-01-01 00:00:00+00:00,United Kingdom,4
Education,2021-01-01 00:00:00+00:00,United States,5
Education,2021-01-02 00:00:00+00:00,Brazil,2
Education,2021-01-02 00:00:00+00:00,Canada,7
Education,2021-01-02 00:00:00+00:00,France,12
Education,2021-01-02 00:00:00+00:00,Germany,7
Education,2021-01-02 00:00:00+00:00,India,5
Education,2021-01-02 00:00:00+00:00,Japan,1
Education,2021-01-02 00:00:00+00:00,Mexico,2
Education,2021-01-02 00:00:00+00:00,Russia,2
Education,2021-01-02 00:00:00+00:00,South Korea,12
Education,2021-01-02 00:00:00+00:00,United Kingdom,4
Education,2021-01-02 00:00:00+00:00,United States,6
Education,2021-01-03 00:00:00+00:00,Brazil,1
Education,2021-01-03 00:00:00+00:00,Canada,7
Education,2021-01-03 00:00:00+00:00,France,7
Education,2021-01-03 00:00:00+00:00,Germany,6
Education,2021-01-03 00:00:00+00:00,India,4
Education,2021-01-03 00:00:00+00:00,Japan,1
Education,2021-01-03 00:00:00+00:00,Mexico,2
Education,2021-01-03 00:00:00+00:00,Russia,5
Education,2021-01-03 00:00:00+00:00,South Korea,12
Education,2021-01-03 00:00:00+00:00,United Kingdom,4
Education,2021-01-03 00:00:00+00:00,United States,6
Education,2021-01-04 00:00:00+00:00,Brazil,1
Education,2021-01-04 00:00:00+00:00,Canada,5
Education,2021-01-04 00:00:00+00:00,France,7
Education,2021-01-04 00:00:00+00:00,Germany,5
Education,2021-01-04 00:00:00+00:00,India,7
Education,2021-01-04 00:00:00+00:00,Japan,2
Education,2021-01-04 00:00:00+00:00,Mexico,3
Education,2021-01-04 00:00:00+00:00,Russia,3
Education,2021-01-04 00:00:00+00:00,South Korea,11
Education,2021-01-04 00:00:00+00:00,United Kingdom,3
Education,2021-01-04 00:00:00+00:00,United States,7
Education,2021-01-05 00:00:00+00:00,Brazil,2
Education,2021-01-05 00:00:00+00:00,Canada,6
Education,2021-01-05 00:00:00+00:00,France,7
Education,2021-01-05 00:00:00+00:00,Germany,6
Education,2021-01-05 00:00:00+00:00,India,7
Education,2021-01-05 00:00:00+00:00,Japan,1
Education,2021-01-05 00:00:00+00:00,Mexico,2
Education,2021-01-05 00:00:00+00:00,Russia,2
Education,2021-01-05 00:00:00+00:00,South Korea,10
Education,2021-01-05 00:00:00+00:00,United Kingdom,3
Education,2021-01-05 00:00:00+00:00,United States,8
Education,2021-01-06 00:00:00+00:00,Brazil,4
Education,2021-01-06 00:00:00+00:00,Canada,7
Education,2021-01-06 00:00:00+00:00,France,7
Education,2021-01-06 00:00:00+00:00,Germany,5
Education,2021-01-06 00:00:00+00:00,India,5
Education,2021-01-06 00:00:00+00:00,Japan,1
Education,2021-01-06 00:00:00+00:00,Mexico,2
Education,2021-01-06 00:00:00+00:00,Russia,1
Education,2021-01-06 00:00:00+00:00,South Korea,10
Education,2021-01-06 00:00:00+00:00,United Kingdom,4
Education,2021-01-06 00:00:00+00:00,United States,7
Education,2021-01-07 00:00:00+00:00,Brazil,6
Education,2021-01-07 00:00:00+00:00,Canada,6
Education,2021-01-07 00:00:00+00:00,France,6
Education,2021-01-07 00:00:00+00:00,Germany,5
Education,2021-01-07 00:00:00+00:00,India,2
Education,2021-01-07 00:00:00+00:00,Japan,1
Education,2021-01-07 00:00:00+00:00,Mexico,3
Education,2021-01-07 00:00:00+00:00,Russia,2
Education,2021-01-07 00:00:00+00:00,South Korea,11
Education,2021-01-07 00:00:00+00:00,United Kingdom,3
Education,2021-01-07 00:00:00+00:00,United States,6
Education,2021-01-08 00:00:00+00:00,Brazil,6
Education,2021-01-08 00:00:00+00:00,Canada,6
Education,2021-01-08 00:00:00+00:00,France,8
Education,2021-01-08 00:00:00+00:00,Germany,5
Education,2021-01-08 00:00:00+00:00,India,2
Education,2021-01-08 00:00:00+00:00,Japan,1
Education,2021-01-08 00:00:00+00:00,Mexico,4
Education,2021-01-08 00:00:00+00:00,Russia,1
Education,2021-01-08 00:00:00+00:00,South Korea,9
Education,2021-01-08 00:00:00+00:00,United Kingdom,3
Education,2021-01-08 00:00:00+00:00,United States,5
Education,2021-01-09 00:00:00+00:00,Brazil,6
Education,2021-01-09 00:00:00+00:00,Canada,6
Education,2021-01-09 00:00:00+00:00,France,8
Education,2021-01-09 00:00:00+00:00,Germany,3
Education,2021-01-09 00:00:00+00:00,India,5
Education,2021-01-09 00:00:00+00:00,Japan,1
Education,2021-01-09 00:00:00+00:00,Mexico,4
Education,2021-01-09 00:00:00+00:00,Russia,3
Education,2021-01-09 00:00:00+00:00,South Korea,11
Education,2021-01-09 00:00:00+00:00,United Kingdom,3
Education,2021-01-09 00:00:00+00:00,United States,5
Education,2021-01-10 00:00:00+00:00,Brazil,6
Education,2021-01-10 00:00:00+00:00,Canada,3
Education,2021-01-10 00:00:00+00:00,France,6
Education,2021-01-10 00:00:00+00:00,Germany,3
Education,2021-01-10 00:00:00+00:00,India,5
Education,2021-01-10 00:00:00+00:00,Mexico,3
Education,2021-01-10 00:00:00+00:00,Russia,2
Education,2021-01-10 00:00:00+00:00,South Korea,12
Education,2021-01-10 00:00:00+00:00,United Kingdom,4
Education,2021-01-10 00:00:00+00:00,United States,5
Education,2021-01-11 00:00:00+00:00,Brazil,6
Education,2021-01-11 00:00:00+00:00,Canada,3
Education,2021-01-11 00:00:00+00:00,France,5
Education,2021-01-11 00:00:00+00:00,Germany,2
Education,2021-01-11 00:00:00+00:00,India,6
Education,2021-01-11 00:00:00+00:00,Mexico,3
Education,2021-01-11 00:00:00+00:00,Russia,2
Education,2021-01-11 00:00:00+00:00,South Korea,14
Education,2021-01-11 00:00:00+00:00,United Kingdom,3
Education,2021-01-11 00:00:00+00:00,United States,2
Education,2021-01-12 00:00:00+00:00,Brazil,8
Education,2021-01-12 00:00:00+00:00,Canada,1
Education,2021-01-12 00:00:00+00:00,France,5
Education,2021-01-12 00:00:00+00:00,Germany,2
Education,2021-01-12 00:00:00+00:00,India,5
Education,2021-01-12 00:00:00+00:00,Mexico,3
Education,2021-01-12 00:00:00+00:00,Russia,4
Education,2021-01-12 00:00:00+00:00,South Korea,12
Education,2021-01-12 00:00:00+00:00,United Kingdom,3
Education,2021-01-12 00:00:00+00:00,United States,1
Education,2021-01-13 00:00:00+00:00,Brazil,8
Education,2021-01-13 00:00:00+00:00,Canada,3
Education,2021-01-13 00:00:00+00:00,France,3
Education,2021-01-13 00:00:00+00:00,Germany,3
Education,2021-01-13 00:00:00+00:00,India,3
Education,2021-01-13 00:00:00+00:00,Japan,1
Education,2021-01-13 00:00:00+00:00,Mexico,2
Education,2021-01-13 00:00:00+00:00,Russia,3
Education,2021-01-13 00:00:00+00:00,South Korea,12
Education,2021-01-13 00:00:00+00:00,United Kingdom,4
Education,2021-01-14 00:00:00+00:00,Brazil,5
Education,2021-01-14 00:00:00+00:00,Canada,3
Education,2021-01-14 00:00:00+00:00,France,3
Education,2021-01-14 00:00:00+00:00,Germany,4
Education,2021-01-14 00:00:00+00:00,India,3
Education,2021-01-14 00:00:00+00:00,Japan,2
Education,2021-01-14 00:00:00+00:00,Mexico,2
Education,2021-01-14 00:00:00+00:00,Russia,3
Education,2021-01-14 00:00:00+00:00,South Korea,9
Education,2021-01-14 00:00:00+00:00,United Kingdom,4
Education,2021-01-15 00:00:00+00:00,Brazil,5
Education,2021-01-15 00:00:00+00:00,Canada,3
Education,2021-01-15 00:00:00+00:00,France,2
Education,2021-01-15 00:00:00+00:00,Germany,4
Education,2021-01-15 00:00:00+00:00,India,5
Education,2021-01-15 00:00:00+00:00,Japan,1
Education,2021-01-15 00:00:00+00:00,Mexico,2
Education,2021-01-15 00:00:00+00:00,Russia,3
Education,2021-01-15 00:00:00+00:00,South Korea,6
Education,2021-01-15 00:00:00+00:00,United Kingdom,2
Education,2021-01-15 00:00:00+00:00,United States,1
Education,2021-01-16 00:00:00+00:00,Brazil,5
Education,2021-01-16 00:00:00+00:00,Canada,4
Education,2021-01-16 00:00:00+00:00,France,2
Education,2021-01-16 00:00:00+00:00,Germany,3
Education,2021-01-16 00:00:00+00:00,India,3
Education,2021-01-16 00:00:00+00:00,Japan,2
Education,2021-01-16 00:00:00+00:00,Mexico,2
Education,2021-01-16 00:00:00+00:00,Russia,1
Education,2021-01-16 00:00:00+00:00,South Korea,6
Education,2021-01-16 00:00:00+00:00,United Kingdom,2
Education,2021-01-16 00:00:00+00:00,United States,1
Education,2021-01-17 00:00:00+00:00,Brazil,7
Education,2021-01-17 00:00:00+00:00,Canada,6
Education,2021-01-17 00:00:00+00:00,France,4
Education,2021-01-17 00:00:00+00:00,Germany,2
Education,2021-01-17 00:00:00+00:00,India,5
Education,2021-01-17 00:00:00+00:00,Japan,5
Education,2021-01-17 00:00:00+00:00,Mexico,1
Education,2021-01-17 00:00:00+00:00,Russia,2
Education,2021-01-17 00:00:00+00:00,South Korea,4
Education,2021-01-17 00:00:00+00:00,United Kingdom,4
Education,2021-01-17 00:00:00+00:00,United States,4
Education,2021-01-18 00:00:00+00:00,Brazil,11
Education,2021-01-18 00:00:00+00:00,Canada,6
Education,2021-01-18 00:00:00+00:00,France,5
Education,2021-01-18 00:00:00+00:00,Germany,2
Education,2021-01-18 00:00:00+00:00,India,4
Education,2021-01-18 00:00:00+00:00,Japan,5
Education,2021-01-18 00:00:00+00:00,Mexico,1
Education,2021-01-18 00:00:00+00:00,Russia,1
Education,2021-01-18 00:00:00+00:00,South Korea,4
Education,2021-01-18 00:00:00+00:00,United Kingdom,4
Education,2021-01-18 00:00:00+00:00,United States,5
Education,2021-01-19 00:00:00+00:00,Brazil,11
Education,2021-01-19 00:00:00+00:00,Canada,6
Education,2021-01-19 00:00:00+00:00,France,6
Education,2021-01-19 00:00:00+00:00,Germany,2
Education,2021-01-19 00:00:00+00:00,India,2
Education,2021-01-19 00:00:00+00:00,Japan,4
Education,2021-01-19 00:00:00+00:00,Mexico,1
Education,2021-01-19 00:00:00+00:00,Russia,3
Education,2021-01-19 00:00:00+00:00,South Korea,4
Education,2021-01-19 00:00:00+00:00,United Kingdom,5
Education,2021-01-19 00:00:00+00:00,United States,4
Education,2021-01-20 00:00:00+00:00,Brazil,10
Education,2021-01-20 00:00:00+00:00,Canada,5
Education,2021-01-20 00:00:00+00:00,France,7
Education,2021-01-20 00:00:00+00:00,Germany,2
Education,2021-01-20 00:00:00+00:00,India,4
Education,2021-01-20 00:00:00+00:00,Japan,3
Education,2021-01-20 00:00:00+00:00,Mexico,2
Education,2021-01-20 00:00:00+00:00,Russia,2
Education,2021-01-20 00:00:00+00:00,South Korea,7
Education,2021-01-20 00:00:00+00:00,United Kingdom,4
Education,2021-01-20 00:00:00+00:00,United States,5
Education,2021-01-21 00:00:00+00:00,Brazil,10
Education,2021-01-21 00:00:00+00:00,Canada,5
Education,2021-01-21 00:00:00+00:00,France,8
Education,2021-01-21 00:00:00+00:00,Germany,3
Education,2021-01-21 00:00:00+00:00,India,4
Education,2021-01-21 00:00:00+00:00,Japan,1
Education,2021-01-21 00:00:00+00:00,Mexico,2
Education,2021-01-21 00:00:00+00:00,Russia,2
Education,2021-01-21 00:00:00+00:00,South Korea,7
Education,2021-01-21 00:00:00+00:00,United Kingdom,3
Education,2021-01-21 00:00:00+00:00,United States,5
Education,2021-01-22 00:00:00+00:00,Brazil,12
Education,2021-01-22 00:00:00+00:00,Canada,6
Education,2021-01-22 00:00:00+00:00,France,8
Education,2021-01-22 00:00:00+00:00,Germany,4
Education,2021-01-22 00:00:00+00:00,India,3
Education,2021-01-22 00:00:00+00:00,Japan,1
Education,2021-01-22 00:00:00+00:00,Mexico,2
Education,2021-01-22 00:00:00+00:00,Russia,3
Education,2021-01-22 00:00:00+00:00,South Korea,7
Education,2021-01-22 00:00:00+00:00,United Kingdom,2
Education,2021-01-22 00:00:00+00:00,United States,5
Education,2021-01-23 00:00:00+00:00,Brazil,11
Education,2021-01-23 00:00:00+00:00,Canada,6
Education,2021-01-23 00:00:00+00:00,France,7
Education,2021-01-23 00:00:00+00:00,Germany,3
Education,2021-01-23 00:00:00+00:00,India,2
Education,2021-01-23 00:00:00+00:00,Japan,1
Education,2021-01-23 00:00:00+00:00,Mexico,2
Education,2021-01-23 00:00:00+00:00,Russia,3
Education,2021-01-23 00:00:00+00:00,South Korea,6
Education,2021-01-23 00:00:00+00:00,United Kingdom,1
Education,2021-01-23 00:00:00+00:00,United States,4
Education,2021-01-24 00:00:00+00:00,Brazil,9
Education,2021-01-24 00:00:00+00:00,Canada,4
Education,2021-01-24 00:00:00+00:00,France,9
Education,2021-01-24 00:00:00+00:00,Germany,2
Education,2021-01-24 00:00:00+00:00,India,3
Education,2021-01-24 00:00:00+00:00,Mexico,2
Education,2021-01-24 00:00:00+00:00,South Korea,6
Education,2021-01-24 00:00:00+00:00,United Kingdom,1
Education,2021-01-24 00:00:00+00:00,United States,3
Education,2021-01-25 00:00:00+00:00,Brazil,7
Education,2021-01-25 00:00:00+00:00,Canada,2
Education,2021-01-25 00:00:00+00:00,France,8
Education,2021-01-25 00:00:00+00:00,Germany,1
Education,2021-01-25 00:00:00+00:00,India,3
Education,2021-01-25 00:00:00+00:00,Japan,1
Education,2021-01-25 00:00:00+00:00,Mexico,1
Education,2021-01-25 00:00:00+00:00,Russia,1
Education,2021-01-25 00:00:00+00:00,South Korea,4
Education,2021-01-25 00:00:00+00:00,United States,1
Education,2021-01-26 00:00:00+00:00,Brazil,5
Education,2021-01-26 00:00:00+00:00,France,5
Education,2021-01-26 00:00:00+00:00,Germany,3
Education,2021-01-26 00:00:00+00:00,India,3
Education,2021-01-26 00:00:00+00:00,Japan,1
Education,2021-01-26 00:00:00+00:00,Russia,3
Education,2021-01-26 00:00:00+00:00,South Korea,3
Education,2021-01-26 00:00:00+00:00,United Kingdom,1
Education,2021-01-27 00:00:00+00:00,Brazil,5
Education,2021-01-27 00:00:00+00:00,Canada,1
Education,2021-01-27 00:00:00+00:00,France,6
Education,2021-01-27 00:00:00+00:00,Germany,4
Education,2021-01-27 00:00:00+00:00,India,3
Education,2021-01-27 00:00:00+00:00,Japan,1
Education,2021-01-27 00:00:00+00:00,Russia,2
Education,2021-01-27 00:00:00+00:00,South Korea,4
Education,2021-01-27 00:00:00+00:00,United Kingdom,1
Education,2021-01-28 00:00:00+00:00,Brazil,7
Education,2021-01-28 00:00:00+00:00,Canada,2
Education,2021-01-28 00:00:00+00:00,France,8
Education,2021-01-28 00:00:00+00:00,Germany,4
Education,2021-01-28 00:00:00+00:00,India,3
Education,2021-01-28 00:00:00+00:00,Japan,1
Education,2021-01-28 00:00:00+00:00,Mexico,1
Education,2021-01-28 00:00:00+00:00,Russia,1
Education,2021-01-28 00:00:00+00:00,South Korea,3
Education,2021-01-28 00:00:00+00:00,United Kingdom,1
Education,2021-01-28 00:00:00+00:00,United States,2
Education,2021-01-29 00:00:00+00:00,Brazil,3
Education,2021-01-29 00:00:00+00:00,Canada,3
Education,2021-01-29 00:00:00+00:00,France,7
Education,2021-01-29 00:00:00+00:00,India,3
Education,2021-01-29 00:00:00+00:00,Japan,1
Education,2021-01-29 00:00:00+00:00,Mexico,1
Education,2021-01-29 00:00:00+00:00,Russia,3
Education,2021-01-29 00:00:00+00:00,South Korea,1
Education,2021-01-29 00:00:00+00:00,United Kingdom,1
Education,2021-01-29 00:00:00+00:00,United States,1
Education,2021-01-30 00:00:00+00:00,Brazil,5
Education,2021-01-30 00:00:00+00:00,Canada,3
Education,2021-01-30 00:00:00+00:00,France,7
Education,2021-01-30 00:00:00+00:00,India,2
Education,2021-01-30 00:00:00+00:00,Mexico,2
Education,2021-01-30 00:00:00+00:00,South Korea,3
Education,2021-01-30 00:00:00+00:00,United Kingdom,1
Education,2021-01-30 00:00:00+00:00,United States,2
Education,2021-01-31 00:00:00+00:00,Brazil,5
Education,2021-01-31 00:00:00+00:00,Canada,6
Education,2021-01-31 00:00:00+00:00,France,5
Education,2021-01-31 00:00:00+00:00,Germany,1
Education,2021-01-31 00:00:00+00:00,India,3
Education,2021-01-31 00:00:00+00:00,Mexico,1
Education,2021-01-31 00:00:00+00:00,Russia,1
Education,2021-01-31 00:00:00+00:00,South Korea,5
Education,2021-01-31 00:00:00+00:00,United Kingdom,3
Education,2021-01-31 00:00:00+00:00,United States,4
Education,2021-02-01 00:00:00+00:00,Brazil,3
Education,2021-02-01 00:00:00+00:00,Canada,6
Education,2021-02-01 00:00:00+00:00,France,8
Education,2021-02-01 00:00:00+00:00,Germany,4
Education,2021-02-01 00:00:00+00:00,India,4
Education,2021-02-01 00:00:00+00:00,Mexico,2
Education,2021-02-01 00:00:00+00:00,Russia,3
Education,2021-02-01 00:00:00+00:00,South Korea,5
Education,2021-02-01 00:00:00+00:00,United Kingdom,3
Education,2021-02-01 00:00:00+00:00,United States,5
Education,2021-02-02 00:00:00+00:00,Brazil,1
Education,2021-02-02 00:00:00+00:00,Canada,7
Education,2021-02-02 00:00:00+00:00,France,8
Education,2021-02-02 00:00:00+00:00,Germany,5
Education,2021-02-02 00:00:00+00:00,India,4
Education,2021-02-02 00:00:00+00:00,Mexico,2
Education,2021-02-02 00:00:00+00:00,Russia,2
Education,2021-02-02 00:00:00+00:00,South Korea,6
Education,2021-02-02 00:00:00+00:00,United Kingdom,4
Education,2021-02-02 00:00:00+00:00,United States,6
Education,2021-02-03 00:00:00+00:00,Brazil,2
Education,2021-02-03 00:00:00+00:00,Canada,8
Education,2021-02-03 00:00:00+00:00,France,8
Education,2021-02-03 00:00:00+00:00,Germany,6
Education,2021-02-03 00:00:00+00:00,India,3
Education,2021-02-03 00:00:00+00:00,Japan,1
Education,2021-02-03 00:00:00+00:00,Mexico,1
Education,2021-02-03 00:00:00+00:00,South Korea,6
Education,2021-02-03 00:00:00+00:00,United Kingdom,5
Education,2021-02-03 00:00:00+00:00,United States,6
Education,2021-02-04 00:00:00+00:00,Brazil,4
Education,2021-02-04 00:00:00+00:00,Canada,8
Education,2021-02-04 00:00:00+00:00,France,7
Education,2021-02-04 00:00:00+00:00,Germany,6
Education,2021-02-04 00:00:00+00:00,India,5
Education,2021-02-04 00:00:00+00:00,Mexico,1
Education,2021-02-04 00:00:00+00:00,Russia,1
Education,2021-02-04 00:00:00+00:00,South Korea,6
Education,2021-02-04 00:00:00+00:00,United Kingdom,4
Education,2021-02-04 00:00:00+00:00,United States,6
Education,2021-02-05 00:00:00+00:00,Brazil,5
Education,2021-02-05 00:00:00+00:00,Canada,8
Education,2021-02-05 00:00:00+00:00,France,2
Education,2021-02-05 00:00:00+00:00,Germany,5
Education,2021-02-05 00:00:00+00:00,India,6
Education,2021-02-05 00:00:00+00:00,Japan,1
Education,2021-02-05 00:00:00+00:00,Mexico,1
Education,2021-02-05 00:00:00+00:00,Russia,3
Education,2021-02-05 00:00:00+00:00,South Korea,4
Education,2021-02-05 00:00:00+00:00,United Kingdom,5
Education,2021-02-05 00:00:00+00:00,United States,7
Education,2021-02-06 00:00:00+00:00,Brazil,4
Education,2021-02-06 00:00:00+00:00,Canada,8
Education,2021-02-06 00:00:00+00:00,France,3
Education,2021-02-06 00:00:00+00:00,Germany,4
Education,2021-02-06 00:00:00+00:00,India,6
Education,2021-02-06 00:00:00+00:00,Japan,1
Education,2021-02-06 00:00:00+00:00,Russia,2
Education,2021-02-06 00:00:00+00:00,South Korea,5
Education,2021-02-06 00:00:00+00:00,United Kingdom,3
Education,2021-02-06 00:00:00+00:00,United States,7
Education,2021-02-07 00:00:00+00:00,Brazil,6
Education,2021-02-07 00:00:00+00:00,Canada,6
Education,2021-02-07 00:00:00+00:00,France,3
Education,2021-02-07 00:00:00+00:00,Germany,3
Education,2021-02-07 00:00:00+00:00,India,5
Education,2021-02-07 00:00:00+00:00,Japan,1
Education,2021-02-07 00:00:00+00:00,Russia,3
Education,2021-02-07 00:00:00+00:00,South Korea,4
Education,2021-02-07 00:00:00+00:00,United Kingdom,3
Education,2021-02-07 00:00:00+00:00,United States,6
Education,2021-02-08 00:00:00+00:00,Brazil,7
Education,2021-02-08 00:00:00+00:00,Canada,4
Education,2021-02-08 00:00:00+00:00,France,4
Education,2021-02-08 00:00:00+00:00,Germany,2
Education,2021-02-08 00:00:00+00:00,India,5
Education,2021-02-08 00:00:00+00:00,Japan,1
Education,2021-02-08 00:00:00+00:00,Mexico,1
Education,2021-02-08 00:00:00+00:00,Russia,2
Education,2021-02-08 00:00:00+00:00,South Korea,4
Education,2021-02-08 00:00:00+00:00,United Kingdom,1
Education,2021-02-08 00:00:00+00:00,United States,3
Education,2021-02-09 00:00:00+00:00,Brazil,9
Education,2021-02-09 00:00:00+00:00,Canada,3
Education,2021-02-09 00:00:00+00:00,France,3
Education,2021-02-09 00:00:00+00:00,Germany,2
Education,2021-02-09 00:00:00+00:00,India,4
Education,2021-02-09 00:00:00+00:00,Japan,1
Education,2021-02-09 00:00:00+00:00,Russia,2
Education,2021-02-09 00:00:00+00:00,South Korea,5
Education,2021-02-09 00:00:00+00:00,United Kingdom,2
Education,2021-02-09 00:00:00+00:00,United States,2
Education,2021-02-10 00:00:00+00:00,Brazil,12
Education,2021-02-10 00:00:00+00:00,Canada,4
Education,2021-02-10 00:00:00+00:00,France,4
Education,2021-02-10 00:00:00+00:00,Germany,4
Education,2021-02-10 00:00:00+00:00,India,3
Education,2021-02-10 00:00:00+00:00,Mexico,1
Education,2021-02-10 00:00:00+00:00,South Korea,4
Education,2021-02-10 00:00:00+00:00,United Kingdom,3
Education,2021-02-10 00:00:00+00:00,United States,3
Education,2021-02-11 00:00:00+00:00,Brazil,12
Education,2021-02-11 00:00:00+00:00,Canada,3
Education,2021-02-11 00:00:00+00:00,France,3
Education,2021-02-11 00:00:00+00:00,Germany,4
Education,2021-02-11 00:00:00+00:00,India,2
Education,2021-02-11 00:00:00+00:00,Mexico,1
Education,2021-02-11 00:00:00+00:00,South Korea,4
Education,2021-02-11 00:00:00+00:00,United Kingdom,3
Education,2021-02-11 00:00:00+00:00,United States,3
Education,2021-02-12 00:00:00+00:00,Brazil,10
Education,2021-02-12 00:00:00+00:00,Canada,3
Education,2021-02-12 00:00:00+00:00,France,3
Education,2021-02-12 00:00:00+00:00,Germany,2
Education,2021-02-12 00:00:00+00:00,Mexico,2
Education,2021-02-12 00:00:00+00:00,South Korea,3
Education,2021-02-12 00:00:00+00:00,United Kingdom,3
Education,2021-02-12 00:00:00+00:00,United States,2
Education,2021-02-13 00:00:00+00:00,Brazil,9
Education,2021-02-13 00:00:00+00:00,Canada,4
Education,2021-02-13 00:00:00+00:00,France,2
Education,2021-02-13 00:00:00+00:00,Germany,2
Education,2021-02-13 00:00:00+00:00,India,1
Education,2021-02-13 00:00:00+00:00,Mexico,2
Education,2021-02-13 00:00:00+00:00,South Korea,5
