video_id,categoryName,view_count,likes,dislikes,comment_count
EGnN463Unjs,Comedy,209321,3121,83,458
EGrDxcYOpq8,Sports,369322,45357,546,846
EGrM6cygYf4,Sports,370063,9245,86,788
EGteythEQq4,Entertainment,306447,37619,650,3233
EGx3uOEXhyA,Education,118711,2370,152,226
EGypTrzaJ_c,Entertainment,489104,47686,535,3088
EGzo-sAnevk,News & Politics,1392823,25742,1860,10453
EH1d49ETtE4,People & Blogs,263217,10226,227,1135
EH6UNNTgQAw,Autos & Vehicles,71095,1793,31,138
EHCbROyyN80,Entertainment,943986,9961,623,618
EHCyZEIF82s,People & Blogs,101631,9274,296,366
EHPXohEC0N8,,446686,36744,1524,4221
EHRzFY0jzfM,Entertainment,794538,3910,534,88
EHSXTgFDFDo,Sports,115056,1219,63,172
EHTiUjDLPZI,Music,249271,4135,47,145
EHUgkEvyVYY,Howto & Style,2158843,118751,1879,20768
EH_rIIL96Qg,Sports,92408,900,36,99
EH_tKcKm1CE,Music,1684625,34878,990,2019
EHc39oWL5Ig,Sports,748492,16951,213,807
EHgcM377C2k,Science & Technology,55208,3977,124,1484
EHh7RCHBjfk,Entertainment,609917,29243,384,1174
EHlaFXgDLOk,Science & Technology,277719,9692,396,1884
EHmAg8PWfC4,Entertainment,2493296,78738,2619,5589
EHmVL7Q4Iu8,Entertainment,401683,45421,381,996
EHoZOv_LbbM,Travel & Events,452353,32116,592,2983
EHqFKgwomlM,People & Blogs,265267,5070,291,885
EHqp4jJ5joY,People & Blogs,133832,7690,5892,1472
EHwhez8FaQk,People & Blogs,108785,1119,522,135
EHx1TLj0zvA,Gaming,405093,3358,55,721
EHxbJHc59Ys,Comedy,79695,16000,65,951
EHxgEaVAKWQ,Entertainment,1040995,9578,681,188
EHz105_9cwg,Entertainment,299378,3156,752,1175
EI5CbFACyTg,Science & Technology,1591784,113566,1778,9937
EI9IK5GJNsg,Entertainment,426376,11732,236,568
EIDIFIiE730,Music,374074,45048,865,3073
EIDh4PSIBm4,Sports,1969107,15254,713,3559
EIFWteg5kg0,People & Blogs,328603,7272,1703,462
EIJBw04rO7Q,People & Blogs,454363,27799,689,2467
EIMGLIU2fu0,Entertainment,255975,3789,1185,1800
EIUpThl64Jk,Entertainment,1806852,39155,1827,1302
EIVvUHKrIis,Music,511076,41765,940,2842
EIWlAykCLPE,Howto & Style,199897,18923,202,336
EIejrNcHBXk,Sports,1192748,30819,729,1817
EIhEgHEfcuE,Sports,38045,3670,37,281
EIi5Vf7wf1k,Autos & Vehicles,185070,12030,2290,1519
EIlKRgr70b8,Music,110224,7804,49,434
EImDCMrfC1M,People & Blogs,531981,15711,1183,3074
EInMkQLuDUs,Gaming,335504,38068,1992,100
EIqMHAFu7D4,People & Blogs,344054,5426,365,380
EIz71_7eYGI,People & Blogs,793957,69146,1138,2303
EIzazUv2gtI,Entertainment,8733398,302049,5105,20511
EJ-hF-OYHPw,Comedy,559570,8809,235,783
EJ0iFccyX7Q,News & Politics,66651,560,39,78
EJ1McxB1xag,Autos & Vehicles,31060,2876,21,369
EJ4-sBXu1a8,Sports,71597,1144,42,52
EJ4w_USxhBM,Entertainment,806506,60615,930,3107
EJAgYcX8Qec,Entertainment,206655,30718,715,1414
EJAsuu0bkRg,Music,5418634,181156,3143,8285
EJG1XQ_vJE8,Entertainment,263087,5110,278,901
EJQDcX4CzLY,Music,303045,7654,86,1527
EJQSMNewQy8,Entertainment,300261,2195,93,384
EJS6fReMMzI,Film & Animation,120607,17667,338,1518
EJVN57bcEjI,Entertainment,538456,37163,889,1786
EJVvJRKRj6M,News & Politics,141257,5907,319,682
EJb88eI2TZo,Gaming,3515352,80226,5115,4814
EJbEsAlME0o,Sports,78934,619,21,108
EJcZJ07cpqc,People & Blogs,109984,3274,1053,1011
EJhCOcvXKgQ,Comedy,306851,27259,516,974
EJp_Aun9ht0,Film & Animation,252799,3389,235,181
EJqAmxswFxk,Entertainment,83997,6058,188,208
EJtaHVtCRGo,Entertainment,600332,17085,320,797
EJusqKB68YM,Entertainment,399099,4429,469,363
EK2OgRKO4Ek,Music,451509,34352,946,2378
EK6ih_jzdRY,Science & Technology,83434,7816,149,440
EK6vsLFeHow,Howto & Style,564324,11772,131,231
EK6vuXBtcq4,Entertainment,1771498,152840,767,3281
EK7dctGysv8,Film & Animation,257601,4788,55,537
EK8jXqZVfXo,Sports,905504,15174,578,3305
EKAIjAS7VQk,Music,29467,914,153,3
EKAVosXjjs4,Music,897510,32652,634,348
EKBwafvShZU,People & Blogs,127290,2119,34,266
EKCnqcN_vEk,Entertainment,2405020,155728,774,2783
EKMEyqt1kzE,Entertainment,916330,29595,440,972
EKQp7nT5WiY,Music,561676,30783,466,0
EKS8Itj1dz8,Comedy,81547,11721,101,1163
EKSJ8UdTFHk,Music,488795,18113,454,300
EKTBrTJ6C5E,Science & Technology,39017,4882,126,532
EKVKZMs4f2A,Entertainment,72202,2611,21,237
EKVrEY9YriE,People & Blogs,5043992,0,0,10579
EK_G72kkbY8,Sports,424398,2160,121,420
EK_P2r0eqb4,Entertainment,1853307,158432,1692,9746
EKaJiRrzXJ0,Sports,335800,39322,229,1751
EKftoFym66U,Sports,470737,9261,263,2723
EKgTIW863qA,Sports,124826,8143,521,423
EKhRATeKC1w,Autos & Vehicles,82006,1864,34,85
EKqeM9OW4hA,Music,819864,45360,573,1514
EKz0yDrVN6k,Science & Technology,32858,1688,65,301
EL4dTk0xEpw,Music,56569,2779,30,195
EL4zBQHoCSw,Gaming,174191,8522,77,988
EL6yyP9_AZg,Sports,560683,37573,831,2603
EL8sF_KvI0M,People & Blogs,459334,45859,808,0
ELCHqRn5cZI,Sports,254853,6280,73,338
ELEmXR38ZRY,People & Blogs,189598,6468,591,798
ELHOXi2t3lk,Science & Technology,985015,20999,841,0
ELLIercxA0k,Entertainment,587559,18743,237,451
ELQmwf0uUVQ,Comedy,949774,106930,496,7408
ELS5RLbSukU,Gaming,6995945,311658,4456,27408
ELWGKq30zDE,News & Politics,279931,16239,526,2627
ELX6taQP-RA,People & Blogs,289672,25192,248,912
ELYDnqpY3HQ,Sports,186030,29391,180,880
ELh5v86cEXk,News & Politics,152233,4198,1034,2327
ELiVpcWVWwI,Film & Animation,1524337,33523,937,7422
ELlvTvK1TSc,Comedy,1064471,97165,1685,3688
ELlve5m3kx4,Science & Technology,164137,16658,213,1513
ELmtCC9zpGw,People & Blogs,305965,9597,3389,4475
ELuZe6NuAY8,Howto & Style,247451,3246,124,116
EM3VDLaNKeQ,Autos & Vehicles,198741,17260,211,1464
EM5wN9wyL08,Entertainment,142978,4188,180,122
EM8secVOGmE,Entertainment,125992,11609,209,349
EMJ4sdY4uE0,People & Blogs,167575,21743,70,733
EMKwA6AUEjU,Autos & Vehicles,149650,24142,110,1820
EMPcD06josA,Entertainment,90177,5403,63,0
EMW1OZtz52E,People & Blogs,331069,4173,246,377
EM_TP32jDV0,Music,65277,2741,36,136
EMa2wC9tY24,Entertainment,549405,10726,651,316
EMbH9iw4sgw,Gaming,1197899,209388,2539,9764
EMeH35UluiQ,People & Blogs,39736,714,137,0
EMgA-y2nRWE,Sports,557886,4096,182,209
EMheTHoTnPI,Film & Animation,20278,321,31,97
EMjCjgyz_-U,Entertainment,167006,1828,226,338
EMsqj4CxSJo,Sports,648504,12193,215,1720
EMv7R8sM5ZA,Sports,40019,178,10,3
EMwSBAkFtwI,People & Blogs,530177,73329,414,4870
EMxMnb8SHGI,Entertainment,980938,5638,1330,254
EN-6_PEdv1M,People & Blogs,773329,24022,568,1764
EN1EnzVDjKQ,Entertainment,6592337,1372509,12709,129539
ENCDxg24q_M,Sports,170938,14908,69,1186
ENCst1HfUgY,Pets & Animals,601671,13395,344,3820
ENExtwbRPCE,Sports,94799,2890,113,981
ENF3UjYMMpc,Comedy,2549375,245488,2068,5874
ENF8fzT2tFM,Sports,39074,2485,55,213
ENIaJIw7z6w,News & Politics,329027,29006,562,2765
ENJgnHvdZTs,Entertainment,57895,767,27,33
ENKrgcWJ5qk,Sports,92409,317,8,39
ENLYx8ksilY,Comedy,300185,20434,234,722
ENO0wZG_0-0,Howto & Style,224770,31576,489,3987
ENT0Bs-T9yM,Film & Animation,293184,17058,205,549
ENYctP60Ie4,Film & Animation,213953,27952,369,1435
ENYg6pksvpE,News & Politics,447745,3078,153,694
ENbKMXw3nxY,Entertainment,164187,5763,117,590
ENc1X9644n0,Entertainment,514447,10611,389,931
ENfK_AA6bz4,Comedy,2369260,68347,3820,7002
ENgkp8tn3aM,Comedy,406489,45396,353,1847
ENsWUCjuams,News & Politics,372426,6663,2525,3789
ENslM-aFmhE,Sports,128635,1916,93,1078
ENtMH07ESyI,Entertainment,801391,5358,1713,2924
ENvrPEoB5dU,News & Politics,28376,7105,65,648
ENyoK8hz5rk,Entertainment,25822,4382,23,296
EO-MPNX8e7Y,Entertainment,4454748,80713,4736,2510
EO0wkY6U9Js,Sports,3493267,59787,1272,4504
EO6Dcnt6nVo,Autos & Vehicles,91529,5457,129,787
EO8Kd7buHu4,Autos & Vehicles,32388,2152,62,253
EOAljx1fhAQ,Autos & Vehicles,450321,11551,365,1321
EOBMOwLe6_Y,Music,144310,6209,62,241
EOIzJXxZQkc,Music,343337,27495,290,1415
EOL2f3ZJQ08,Sports,116904,6489,141,418
EOMRwB5hqug,Music,127502,7399,23,371
EOMyyGD2zsk,News & Politics,52870,5518,91,776
EORborUXQxI,Autos & Vehicles,139287,8800,235,942
EOWvbD2lPzI,Music,477491,48251,240,1970
EO_IUJiBEPM,Howto & Style,32057,2592,33,133
EOm0896a68Y,Music,567706,19402,238,4348
EOqfticfiLU,Sports,940714,66416,2914,3323
EOtLJVn_nYw,Autos & Vehicles,289592,30402,1419,2040
EOtlAf3UHRI,Sports,939597,16981,216,1362
EOuLt3WWcY0,Comedy,964044,98929,291,5011
EOyBNUJ5bA8,Science & Technology,396424,14116,312,1198
EOyvTZdSOZ8,People & Blogs,353710,46170,286,1410
EP5tjpYzRpI,Comedy,212088,5135,367,486
EPAXjRbYUn8,Sports,3223147,39316,3022,9548
EPAuDSEEqxk,Entertainment,981733,9045,826,70
EPMOx1lIOkE,News & Politics,59979,498,51,306
EPNLO0C8MZA,Music,228013,932,141,56
EPS0YcyVyx0,Entertainment,161966,16791,175,1912
EPSwlpv0RV8,Sports,2075106,42637,2671,4266
EPSxMOM2uek,Entertainment,362629,9674,111,3011
EPTISdvyPiU,Comedy,611765,80784,347,4341
EPaYkMy0vHU,Autos & Vehicles,396585,12603,474,1472
EPe-IFdqGtg,News & Politics,86473,2018,46,402
EPjUCCDmcYw,Autos & Vehicles,35761,882,56,430
EPjd7fC3e1Y,Sports,373766,4903,85,286
EPnzVsvN7rk,Entertainment,72531,6343,175,472
EPoeFoLVjmY,Entertainment,2708282,28191,1372,3057
EPxxR7tSrl0,Sports,73592,321,19,64
EPzvm5kNRcw,News & Politics,1765957,0,0,1905
EQ431dBWn-U,Sports,796427,19323,701,2640
EQ4Gb9huLVo,Entertainment,140543,7582,16,2940
EQ5COxRgXwU,Sports,230340,23066,136,2128
EQ5iJnctzLE,Science & Technology,121000,903,78,271
EQ6KvOPyiic,Film & Animation,172716,1558,239,172
EQ88MVbQRi0,Sports,367707,11685,475,1121
EQ8m7TtZl2E,Sports,214653,13551,297,476
EQBQ5SxTlqM,Entertainment,1769561,182483,1437,6138
EQCJwdgwNts,Science & Technology,1121083,42382,2293,3264
EQDRQR-0t0U,Music,226494,40809,107,896
EQEuLuYFarc,People & Blogs,123498,15974,3397,3495
EQIbqZKFHjQ,Music,36758,191,29,1
EQOLP-7hyKg,People & Blogs,667823,6122,1172,396
EQWqjCzZy60,Entertainment,128374,7671,17,144
EQ_umqLPphk,Entertainment,436169,54311,1602,5046
EQaAyHhGc7Y,Education,315208,27506,329,1461
EQbKWG2Wz5c,People & Blogs,1056390,29832,352,2519
EQbU93mJ-X4,Entertainment,683727,9812,226,251
EQeoagjOw4U,Sports,101909,5326,51,237
EQfm-Qqy-wU,Music,1261437,22129,687,2002
EQicLhBZTzM,Entertainment,2244316,138194,2944,18887
EQlYzDdOLxI,Music,50406936,0,0,39918
EQpLbttijWA,Gaming,130490,15770,189,997
EQpXCWRqsFg,Sports,60747,1104,27,15
ER0-ocU2YU0,People & Blogs,497143,23065,365,2225
ER4Xykgdono,Music,814056,50375,97,2192
ERByosdWXfI,Music,1463683,58853,1319,3421
ERD7-nUW57M,Film & Animation,477867,46431,490,4048
ERFYR4c_PVg,Entertainment,48618,964,6,77
ERIEFUkRGjs,Comedy,363388,35091,728,990
ERJlIxBhOIw,Entertainment,1689508,24870,947,662
ERMXXIN3UQM,Music,3790112,297131,2974,11504
ERP89N8LaUk,Autos & Vehicles,301431,29892,314,1706
ERPbNWI_uLw,Education,339495,22136,158,943
ERTzrGQw3BE,Entertainment,5106204,79896,11482,6531
ERU56frJgfw,Entertainment,3291398,102725,4007,11715
ERXID5fRQxw,News & Politics,72250,4548,221,477
ERZnEPAmCGg,News & Politics,183327,0,0,0
ERaEmgKWO98,Entertainment,267007,16074,114,266
ERcDYZ3WV74,People & Blogs,556798,10229,462,1326
ERfiKNbACxE,Film & Animation,217953,18994,318,638
ERhRrlRLHVY,Entertainment,39390,6294,13,325
ERsmar_xJvM,Entertainment,1948113,116241,5207,6862
ERu2Zjw5WGs,Entertainment,688294,72619,4854,5491
ERuS56_-9W4,Sports,634403,13547,1273,1764
ERvtIGNl79c,Sports,2183737,43960,800,3218
ERzmZryli_g,Entertainment,215999,15821,555,1090
ES1Z1DqWabw,News & Politics,42358,2650,58,253
ES3FjzNIrsI,Entertainment,973916,7713,445,0
ES3Gg_8GtEo,Film & Animation,103745,6266,133,794
ES46d_u4P7U,Film & Animation,162278,11715,356,305
ES7h0yRJmC8,Comedy,143376,6367,185,186
ES7krEgbXGw,Music,933487,151228,177,10235
ES7ynbNffg0,Comedy,409763,4127,11433,4095
ESABr4alDAw,Autos & Vehicles,880676,23298,484,1922
ESLLNG8Wu1k,Sports,114922,753,285,58
ESMuDCuRF-k,Music,244934,0,0,350
ESQHsicW7C8,Comedy,72249,3694,41,125
ESZIdQuD0jk,Entertainment,3134581,35126,1076,357
ES_ATJGQ7Os,News & Politics,180033,2482,141,401
EScWQN25LCw,Music,129287,21942,655,848
ESdiQCpXVEo,Entertainment,408554,34957,370,1486
ESeT1WT7PAs,Gaming,466162,7644,283,0
ESnWwHrTb4s,News & Politics,830324,4986,143,2276
ESocqUsZ2QA,Entertainment,361455,6387,829,4116
ESrYQsEw4nA,Entertainment,2147934,21538,2240,578
ESuY62w_ppI,Entertainment,111980,11691,180,1102
ETAr2CMshA8,Pets & Animals,138428,5060,91,559
ETC9g3PHp7U,Comedy,83465,6106,67,754
ETSFTQ_JX1o,Entertainment,213858,3468,150,0
ETTVvYREW4Q,People & Blogs,197337,0,0,0
ETUg10VwO94,Comedy,2288383,17380,2515,3339
ETXHD770-c4,Entertainment,308236,15938,520,890
ETYE_xYOzoM,Entertainment,749430,95504,2435,5007
ETYLA9ZN5uM,Howto & Style,565752,15162,421,1539
ET_qkxhADsY,Gaming,139581,10302,275,1362
ETl8xAEZnCk,Gaming,92038,2116,475,68
ETnWCzMkm7I,Music,318649,50332,300,4475
ETnepJ1zgKQ,Sports,10093644,432865,9405,36407
ETqdCtTIP2Y,News & Politics,895697,12154,439,1371
ETsotjQ3De4,Sports,90000,658,25,270
ETuQ7Kk0oNc,Entertainment,712954,72881,604,3241
ETvTfC1i2js,News & Politics,47626,610,38,0
ETxKSuaskGc,Entertainment,1054399,31056,613,2475
ETxQPmgfH8Q,Science & Technology,823083,55423,1348,6250
EU02Cq-6XAQ,Music,1521759,150319,2134,8035
EU2cdc2HAKc,Entertainment,1187214,34146,786,0
EU6I8TxU6Z4,Music,998733,28284,129,907
EU7d4YXIf_w,Entertainment,557205,9474,171,794
EU9hfoqQb24,Science & Technology,490069,46101,1370,6491
EUBA4v1ugNE,Howto & Style,159098,1531,309,246
EUGfsx2EmAw,Gaming,7878501,583937,8033,54521
EUKtSVHRwU0,Gaming,183980,17888,271,1559
EULTrveKPBw,Sports,211890,3360,70,545
EUM4Oi1JBOo,News & Politics,889245,7391,5060,5514
EUM6isWvNbw,People & Blogs,223777,17326,364,1010
EUMJmej5i6g,People & Blogs,374139,26608,879,3718
EUTCsiVpQG8,Autos & Vehicles,2094536,119308,5233,13330
EUdMhMnEiq4,News & Politics,145911,5084,949,878
EUjp8PkwWqA,Music,1280797,88232,1113,8899
EUlF9mR5gYE,Science & Technology,525252,65521,3756,2496
EUpKhRmhet0,Autos & Vehicles,482043,17853,238,1591
EUq-tNlCo7s,Music,17719593,690444,53397,63713
EUy2_o1Id_k,Entertainment,90621,5458,122,860
EUytDhIgiEg,People & Blogs,52094,2610,92,291
EUzOJ55G3Ms,News & Politics,34080,2223,78,406
EV1MP7iU2JU,Music,79377,7817,666,573
EV37uIPw61I,Music,69968,8799,160,548
EV5ACEg-JC8,People & Blogs,263802,14506,341,2030
EV5iSxhvBrQ,Entertainment,814278,0,0,0
EV6IAnE_XW0,Music,200466,8452,155,1788
EV9_i8a_FUs,Sports,953735,52924,515,109
EVCj_xfSz9M,Howto & Style,195295,4247,382,119
EVFfI09t4WY,Entertainment,2034467,227668,3844,8150
EVFh3u5vrfk,Entertainment,1471012,119384,1708,8910
EVLOjVo-FUQ,Entertainment,886257,67449,874,12788
EVMbkEbxH6g,Howto & Style,82479,11881,91,629
EVNWbwM03Rc,Film & Animation,145242,24766,219,1472
EVb82Y8NGpw,Film & Animation,1742889,110573,2372,5170
EVb8NAFqRFc,People & Blogs,162382,6044,34,1554
EVbWtz4df0Q,Science & Technology,40379,1483,262,160
EVfUwiap0OY,Travel & Events,517554,21986,337,1498
EVkocBqb9j8,Entertainment,247532,25553,1246,2482
EVobCWSIqsM,People & Blogs,130008,3403,107,813
EVoeM7MNuho,Sports,163520,18088,288,166
EVsLy_VghQ8,Science & Technology,29897,5022,401,767
EVzuW6FRyR4,Entertainment,662742,20105,771,1396
EW-fb7UJ7MQ,People & Blogs,296044,37041,1320,3753
EW0HHfvIF1w,Film & Animation,36173,2107,27,374
EW29SFQVfoI,Entertainment,259860,5292,420,508
EW5-BnrTCVU,Entertainment,77553,5190,81,605
EW6sxgTempU,Entertainment,122361,1066,69,632
EWGFZVAInpw,Entertainment,257165,1563,511,1267
EWLEJ5VoZGU,Music,227762,15081,847,951
EWLI8oIUYn8,Entertainment,329688,25320,549,1442
EWVyIRu0os0,People & Blogs,110649,7565,131,1433
EWWryGhaB0U,Sports,478928,8121,219,1190
EWaZD1bf7QU,People & Blogs,349039,27868,535,3643
EWiYLpLmMxg,Sports,48026,542,141,184
EWk7ZvL1YkM,Entertainment,153871,10247,113,689
EWl5FCxRqro,Entertainment,1494531,34409,648,1245
EWsILIzr8kc,Gaming,203701,3317,64,431
EWsUddJWAyk,Music,2154242,103916,1082,1921
EWyfImWlZO4,People & Blogs,5931806,758739,9224,15887
EX1m8ym7M8M,Entertainment,48494,4324,55,482
EX37eCIHUS8,Comedy,1782393,154841,1414,4206
EX3InimIva8,Entertainment,2517584,85820,2409,14879
EX6Eldm0L58,Entertainment,590519,2537,397,945
EXEc0Q45SMo,Entertainment,893143,152901,259,5622
EXF4yen7eSo,Entertainment,1349759,14285,1685,243
EXFVQFghmvc,Music,31532,165,19,1
EXKt724SqoA,Science & Technology,779651,89713,2076,8577
EXLBSHROy5U,People & Blogs,284617,32084,513,1504
EXLgZZE072g,Music,4455648,226504,1797,9024
EXOlG01E1gU,Entertainment,593320,26725,412,1926
EXT3Krf4BAc,Sports,351290,3844,196,692
EXUvGWkyQnE,People & Blogs,2564291,49611,2844,1362
EXVtZHdifcM,Entertainment,376007,8659,79,531
EXWAb0PoN5s,People & Blogs,56507,2142,343,294
EXa0zHdD4mE,Music,98656,6014,345,184
EXb3ZZkmxGY,Howto & Style,525561,25449,189,2052
EXfNAGmjeIU,Comedy,423881,39004,603,2632
EXkilyJok_0,Comedy,139193,3482,212,221
EXoi6G3TSEI,Entertainment,847785,8026,735,595
EXpFFFCvcH4,Entertainment,2323800,30641,3596,7389
EXtJuVTDo8o,Gaming,4280657,279617,2732,2001
EXu4GbWHqxY,Entertainment,1248475,108170,580,5968
EXwTmE01yXY,Gaming,240766,12111,2870,1479
EXyJXM80w1g,Music,84741,5164,225,214
EY0apWILgkQ,Film & Animation,699213,35718,408,861
EY3m1oh5268,Music,1184163,208320,317,8890
EY8ifh2_9Og,Entertainment,98643,6917,60,211
EY8vHovq3o4,Entertainment,676152,89626,123,3155
EY9UugUgfww,Music,1108255,92237,2553,6570
EYBAik9zol4,Sports,1038340,8703,551,969
EYCd6CXPOH8,Entertainment,213735,13776,116,444
EYDGo3adncE,People & Blogs,3219675,435887,8314,27989
EYGPS6byAlA,Film & Animation,1885936,133679,1253,5421
EYIvRJyzRKg,Sports,100296,10312,114,74
EYLOs_2nLFU,Music,858286,37158,448,1582
EYLZugXs2KI,Entertainment,655315,9431,629,308
EYNLOS_byMk,Entertainment,715178,15440,657,1057
EYTbHFY8CgY,Comedy,672623,23707,1303,1952
EYXQufULCEQ,Entertainment,1469466,32124,4214,3546
EYYT1EBKhAU,Howto & Style,250031,17915,755,1085
EYYetCDEjMQ,News & Politics,176095,1744,223,348
EYbur16lyKQ,News & Politics,155992,6584,690,734
EYdFLiXarHU,Music,202596,18212,138,951
EYfKC4K3xdQ,Howto & Style,38621,3840,78,1383
EYgj9vlJXgA,Film & Animation,224663,38668,409,1846
EYk2TIrGQzE,Education,53689,785,13,92
EYm4kRitM-A,People & Blogs,451888,49379,723,3611
EYmbJdUyRbw,Science & Technology,3165553,316377,6494,30448
EYtDfwfpr74,Music,5800845,106850,4836,6376
EYucFR22LQ0,News & Politics,260618,37526,244,3786
EYuiak6LZ8g,Music,149170,11774,166,681
EYx92_TQ2wc,Education,140400,17602,732,3019
EZ0WpfcHwRQ,People & Blogs,94700,690,400,75
EZ4FlY7NTV4,Education,487216,72648,967,14081
EZEad9ykOMw,Education,55885,7773,160,751
EZFGvLXOwno,Film & Animation,219495,13338,145,476
EZIDzeOpCZ8,Music,438369,19065,178,842
EZOIFJ-4xMU,Sports,56243,1459,33,202
EZOtTt4S6pY,Comedy,148581,18773,396,2422
EZQa8n375I4,Sports,309811,4777,89,1303
EZRHJix83yg,Music,530412,0,0,0
EZV_EOxjQoM,Entertainment,66353,864,21,88
EZX3mrAwmgI,People & Blogs,331196,43643,688,1526
EZaf3j_2C-0,Entertainment,683631,100581,1259,5435
EZdWUChxF-s,Howto & Style,144461,6647,236,265
EZfeE9Uy7NE,Education,210212,25368,243,970
EZiioO8k8x4,Entertainment,1048786,21403,383,1121
EZkIRjBH6dU,Entertainment,167871,2222,27,131
EZtvEOnr1QE,Howto & Style,250127,16061,346,641
EZvMlrMgFVQ,News & Politics,45686,512,39,0
EZyFpihON6A,Entertainment,200407,11150,301,1074
E_5BrZ9F3j0,Comedy,482986,4471,314,981
E_87U_Fvwwo,People & Blogs,2696191,177362,2691,15447
E_BG1G1QvCo,Howto & Style,153496,6978,98,309
E_CqNjc7t80,Autos & Vehicles,507267,20139,439,1486
E_EaXeze03A,Autos & Vehicles,60048,4365,47,326
E_GbeP4JmW8,Music,2438076,79607,5612,9163
E_LKrXaW-Qc,Film & Animation,981844,3419,1271,214
E_LScpRGcpM,People & Blogs,282933,8634,267,2583
E_O5pAmbkz8,People & Blogs,240120,4632,172,1049
E_OZ9pFiwWU,Entertainment,373503,9471,498,1072
E_QUhr-WVE4,Education,67135,10193,119,1404
E_QdbJncaj0,Entertainment,482035,19289,442,1130
E_VyOLlo76g,News & Politics,3311541,67139,2948,19439
E__v_RFDk_M,Gaming,232118,10936,146,6
E_ieNoO0zeM,People & Blogs,47798,5877,75,518
E_laCxoJe6U,Entertainment,72182,3204,25,322
E_maECKE6cE,News & Politics,46424,1011,29,156
E_nmS2hMR5Y,Sports,486882,20949,246,908
E_pTrcvAscE,Howto & Style,158134,8628,106,303
E_sQLDRv_eo,Music,697598,41311,335,957
E_uYweGBN6U,Entertainment,165771,5339,141,352
Ea-IR1HxCW0,Entertainment,350683,3629,216,122
Ea04DriyYb4,News & Politics,1793900,14805,1082,4037
Ea1RqdFxmP0,People & Blogs,247856,5218,149,1280
Ea1ZpjUyktE,People & Blogs,1482156,65524,993,3043
Ea24A3tvdjM,Entertainment,275263,36100,188,521
Ea3_wqDS_d0,People & Blogs,208757,11135,159,749
Ea4jG4u9JMw,People & Blogs,93894,7219,541,526
Ea89BNiYIdY,Howto & Style,4247886,72281,6953,2929
Ea8xP5mAexg,News & Politics,976797,10982,288,4828
EaA6NlH80wg,Music,3875551,168096,949,8157
EaBXd-96uNg,Science & Technology,867001,16264,992,1547
EaE-kRfGAjo,People & Blogs,252220,42321,366,9536
EaJPF6MMDWA,Entertainment,159312,7625,121,990
EaLA2Ts_iwk,Entertainment,501554,25762,1291,1604
EaLlCQU5Ink,News & Politics,38753,1893,287,0
EaPUP0RQgvE,Entertainment,8812608,134328,11482,4113
EaQ5k4ouGCw,Education,113884,1685,98,120
EaUKanmPORg,Entertainment,69286,3111,37,1274
EaYkVoC4x2Q,News & Politics,170325,12841,880,1441
EaZJPPaCLdk,Entertainment,365595,38527,1300,9464
EaaJxhdMR70,Music,79804,9624,210,471
EaaTMj7P8oI,Sports,465951,9885,145,819
EadSHU6trTg,Entertainment,173522,17668,73,761
EaeuEs4GbwM,Travel & Events,2484693,96393,3489,11580
EagNUvNfsUI,Education,477258,23798,350,3154
EahD-uKGcxk,Entertainment,652001,43064,823,1252
EakdmaFfWp8,People & Blogs,117741,7368,214,472
EalN3T9jmX4,Entertainment,1333866,15492,390,1995
EaphWXkrgdY,Music,509728,0,0,0
Eaqmie02ieQ,Entertainment,1383757,28814,1935,2225
Eb1n5GTuwMU,Entertainment,2127263,176782,1518,3147
Eb5-o3pB2BE,Entertainment,79176,10000,283,171
Eb7zmB9hO54,Howto & Style,35165,3654,52,532
Eb9r9lewyhY,Entertainment,79704,7380,84,878
EbF0DGnP5Ds,Sports,90472,340,19,41
EbOerLGOdoA,Music,4097462,598879,21804,43452
EbRl8ucBeHM,Comedy,2026179,42631,1035,4900
EbRvMD7YJ_g,Entertainment,128845,14674,484,1275
EbVh0uTJEfU,People & Blogs,958494,73718,1272,23624
EbYb0Vacj-Q,Entertainment,2296576,27070,584,4837
EbYex4QyzTU,Sports,204399,3290,91,274
EbZq7v0AZgk,Comedy,819869,72035,795,4180
EbaIdLpV5N0,Entertainment,2500247,57390,3576,1988
Ebf-heIw0NQ,Music,1019101,72663,2026,1856
Ebh6OasxXE0,Entertainment,39011,3333,14,254
Ebjv8O_dmEg,Sports,394100,9185,256,573
EbkK8hNEEnw,Gaming,63072,3434,35,191
Eblwecs2FPs,Film & Animation,706577,0,0,0
Ebrz6ZKSHAI,Sports,1878892,26620,781,1258
EbscANFntYg,Music,83303,5510,27,131
Ebt89uXDOzQ,Music,7638296,165711,11798,10031
Ebv2EG3T9Uk,Music,71663,5083,253,590
Ec1i-4rIlng,Music,260198,23427,150,3560
Ec4tlcHsRQ4,Comedy,253178,11347,457,930
EcC6vbpGf4w,Sports,119770,2246,34,184
EcDIDJz67QU,Entertainment,734212,85303,673,2045
EcIOL1QokD8,Film & Animation,331058,3297,150,102
EcJU7SuMVFw,Music,301332,15474,298,1097
EcLvSadnGQc,Entertainment,278978,4089,569,378
EcMjvjOxHb0,Education,2029056,48383,663,4656
EcOrKhBh_YY,Sports,3766739,101595,2948,3407
EcVDXda18dk,Entertainment,1429746,16993,587,468
EcXZ5sENeWc,Sports,844224,37417,355,858
EcXniwEO3Ho,Music,34640,874,12,22
Ec_Nn0OiTRc,News & Politics,221696,21545,1586,6984
