video_id,categoryName,view_count,likes,dislikes,comment_count
N06bpHYU1ow,Music,6306937,48797,940,1806
N06pD7cDR-g,Entertainment,385395,4508,132,39
N08ZGaSc4S0,Entertainment,355708,39171,365,2076
N0CaUpj0H84,Gaming,832804,56697,674,3484
N0EekLyguQY,Howto & Style,754792,55106,1016,5492
N0EjBwDMum0,People & Blogs,65599,2547,47,651
N0JEhwv2Sg8,Film & Animation,92261,7992,135,467
N0JXwdc9CsY,Sports,300536,11389,162,690
N0LnX6FVBIk,Music,52474,5114,49,359
N0QqNGbpTK0,Gaming,30752748,520823,20005,27280
N0RRQyxcJkw,Music,564066,33955,1505,2036
N0RbGY9HETk,Entertainment,62574,9242,148,252
N0ULd96wlfs,Entertainment,1870308,23951,370,1398
N0Vw4jvuTjA,Entertainment,3106935,421636,8310,22220
N0b3yFa8G-M,Entertainment,1121890,27373,461,1126
N0bc2x8773o,Entertainment,1011945,40036,429,2543
N0i7Jazt7t0,News & Politics,785332,24703,1089,2067
N0nPDjZJvms,Comedy,82149,4642,53,140
N0oUh63a8h4,Education,890755,16232,276,868
N0og45YE5sI,Entertainment,947559,3245,126,616
N0p3RMQ5EQY,News & Politics,113976,3560,94,102
N0qGMInNqfo,Autos & Vehicles,179637,12620,250,1013
N0qn0rokOQo,Comedy,66556,4387,51,175
N0ygxsOUtlI,Music,819122,73751,523,7566
N0zIlzAVnxo,Sports,1177045,13575,394,3101
N10Z1MvIk2M,News & Politics,223059,12225,8180,2811
N162o4IBfes,Education,37597,6087,88,380
N16E03llCcE,Sports,108352,4553,313,1392
N16l9IlrGs0,Entertainment,153716,4860,63,183
N18gJ43MX0I,Entertainment,1312646,77485,727,2488
N1AL2EMvVy0,Education,1293734,105810,1158,11088
N1AaH63zAkM,Entertainment,287250,8893,547,1101
N1EmO9xDBAs,People & Blogs,127054,5109,34,301
N1HURYV3l4Y,People & Blogs,122087,5591,590,294
N1IWqbDQo-8,Entertainment,459086,20455,1385,5019
N1KaVPpFLcw,People & Blogs,243667,4581,262,342
N1Mon4wKTmA,People & Blogs,275456,8013,74,504
N1SEIhkkxEs,Entertainment,1524297,43185,73231,23424
N1Wy1swXJaQ,Education,86160,3244,46,54
N1b4hqSvmPc,Entertainment,2536566,48076,925,3588
N1cLnkKZH0c,Music,74722,4653,120,524
N1dC1JEm6A8,Sports,80447,202,11,16
N1iTxU44bpU,Entertainment,60292,4226,79,754
N1idIJnD4b8,Entertainment,128930,10288,97,986
N1j9b2M5SD4,Comedy,1702928,41735,1276,1731
N1jsB1_xHlE,Entertainment,144549,14910,235,2211
N1ke2kiF1Pc,Autos & Vehicles,426601,17078,1552,1453
N1r36HTysDM,Film & Animation,352564,2754,94,269
N1sp0E1RA-E,Comedy,1266717,31942,718,1519
N1x8HnousXg,Science & Technology,47466,7772,20,482
N21M9Qq4UdA,Music,1184821,87812,1813,7056
N22JfNHiC1k,Autos & Vehicles,5043336,85162,2257,12950
N24JhlyG_rE,Entertainment,2748597,61673,616,1718
N24iklLb0KU,Entertainment,81895,2500,53,277
N25btpCHqnY,Gaming,323092,31450,176,1073
N298Ii21uns,Gaming,52689,5797,119,373
N29lmnhJiqM,People & Blogs,425778,35546,1610,2712
N2AWqrKfd70,Music,248659,5702,104,76
N2F9NOy-a4M,Entertainment,404724,8662,179,862
N2Fy9etYE7I,Entertainment,479934,48865,1117,4330
N2G_VDbCrTg,Film & Animation,97016,2083,78,347
N2GoHu00630,News & Politics,246292,2292,557,1696
N2Itk3ULqLc,Entertainment,436042,23007,376,1332
N2J2k-W7E5U,Howto & Style,175172,13486,122,1301
N2M-NsZyg1A,Music,315719,15074,461,674
N2M08Gv9HuI,Entertainment,1016800,74753,1179,2632
N2OJWfgkw8Q,People & Blogs,239122,1783,189,146
N2QRJPHS7yE,Entertainment,80427,10662,51,2378
N2Qe0Z7ypUE,Film & Animation,2782701,130573,1768,11864
N2S5j_nO3Xc,Music,179445,21312,637,4293
N2XuzvB6oQE,Sports,459655,9084,182,1455
N2YxXgco_68,Entertainment,318672,37832,252,4332
N2_xi98vPxo,Sports,130145,10694,203,86
N2d1AeAt1oA,Entertainment,191540,12403,547,308
N2dLQeoShI0,Entertainment,832743,79011,3254,4719
N2gD1clvhoY,Sports,105645,2643,144,186
N2jToMoAZB0,Entertainment,2162966,25869,857,287
N2jZryt607U,Autos & Vehicles,601700,34711,208,2997
N2lS7R22NkM,Autos & Vehicles,1022845,17737,777,779
N2nE6P0gSAg,Music,399980,24911,444,1629
N2qyRB-AjBU,People & Blogs,2200365,177714,2882,7484
N2sgYRAj2w8,People & Blogs,33716,2432,97,168
N2yaSGL37Ig,Music,10033613,329048,10571,11424
N3-3tnDA154,Sports,166408,2480,121,310
N3103Su_-cM,Music,2254232,231590,781,13130
N32Qj8hPtlo,Entertainment,121196,1367,48,179
N37bBinnZiU,Gaming,238653,22175,59,1552
N3BOsuTOh1E,Entertainment,1733901,117495,2594,6160
N3GI-s3_SC4,Entertainment,804489,7678,989,309
N3MZ_TrAPlQ,News & Politics,143298,6314,837,1004
N3Uef4Hk2wI,Music,778016,38269,567,1755
N3XbZvD3lRo,Entertainment,1295131,154109,1978,9098
N3XgYyR1S3A,Sports,88497,1059,24,223
N3Zlvu9GySE,Pets & Animals,46064,2698,63,194
N3_b9mLkeCM,Gaming,1382089,283517,1164,19697
N3hvXUWOyrA,Entertainment,2526589,100432,1833,7736
N3n_mWzycKk,Entertainment,249298,17402,168,1267
N3sdlur13pQ,Entertainment,2005799,166991,1938,29815
N43SBKgcojY,Sports,51405,2775,102,248
N45Z1uWR75s,Music,1290008,111669,780,3632
N46GeBgoilc,Autos & Vehicles,331031,24617,735,3921
N49TWGYErFE,Entertainment,907707,10353,1865,3134
N4BSk0QZBK0,People & Blogs,221120,24702,1018,1748
N4Bxl2_5UW8,Gaming,132466,5752,178,1878
N4DhB0N_rkE,People & Blogs,93837,12516,111,437
N4I_h66FfKA,News & Politics,51720,8852,100,873
N4TtlbKiFmk,People & Blogs,744991,36598,1524,1581
N4Y-ByHXnms,News & Politics,24356,2875,53,492
N4c4gaisaUo,Music,156065,13894,58,390
N4kxgTId5iI,Entertainment,2657280,23742,4819,964
N4lZ_DhnCwA,Music,871939,30067,638,2073
N4lkqnigOeU,Music,2832265,129493,2885,4698
N4ots6CTeQs,Music,317558,12593,853,1032
N4pwTO3tzus,Science & Technology,504743,67349,1704,55364
N4rlE4BXz_c,Music,4574503,1125300,1858,65433
N4rvq1Agt2Q,News & Politics,158675,6231,623,501
N4wnW8lqcpM,Entertainment,4023184,56340,4094,1673
N51HmAwqlqg,Music,1829799,68283,1141,3649
N5BhQtsjHbc,Autos & Vehicles,247166,4049,86,268
N5GDBE573P8,Music,449325,42625,1011,5085
N5KpIE2tz8M,Music,649100,41917,2431,5420
N5LSkZLu3TM,Music,677922,61098,734,2872
N5LvOJaj1hM,Comedy,788957,25455,566,764
N5MQ3LY3twA,Music,8607438,1815914,4157,112624
N5NWfctEhMY,Comedy,3433613,75641,3258,7119
N5SDzUztOKo,Film & Animation,121589,1480,35,62
N5UH91JGS1s,Music,82488,734,117,32
N5dcep5DSwQ,Autos & Vehicles,63468,3343,259,628
N5gUrzO1juY,Music,71400,4849,47,168
N5jdncPLe68,People & Blogs,74771,4689,85,806
N5lSMZqPjTE,Howto & Style,572677,13928,249,394
N5n0gUDwhm8,Music,158425,13699,650,552
N5phlr3j0fE,Entertainment,88382,6507,15,275
N5sYS1LKoPA,Entertainment,292802,14226,118,488
N6-IvcQHEYk,Entertainment,63611,5739,44,800
N6-zNfJ1WD0,People & Blogs,435708,22037,2329,1663
N617Tm75aHg,Entertainment,343156,6487,139,508
N6AQEcDTo_Q,Entertainment,2937656,499243,6307,95597
N6BgLTeCp1A,Comedy,305889,4004,228,743
N6_NgC7Kmz8,News & Politics,45558,579,505,456
N6bNq4b8GYo,Gaming,2879591,211123,2365,15944
N6cvbEHiU38,People & Blogs,235317,5708,89,612
N6qGEdwi3Tg,Science & Technology,412802,10068,93,457
N6yiHHXiiYc,Entertainment,2129103,23649,1308,1510
N725b6xOjRs,Entertainment,1583480,128270,2054,9564
N73oTiIIJe0,Entertainment,4742639,210931,5323,8070
N76dRV_qgDM,Comedy,678531,29008,1073,982
N77EpQB8wgY,Comedy,2165749,208803,7223,9646
N7AsgHdT4T8,People & Blogs,21668,1073,147,213
N7BCHtho8Tk,Music,1363604,50824,395,2675
N7BOwiJHLto,Entertainment,119936,16630,154,1223
N7BVDX45b4Q,Entertainment,76466,10072,121,509
N7F1lIDpVOE,Gaming,247098,13752,300,2862
N7FgVigZg8U,Sports,53976,2972,60,234
N7HyMfdKpFE,Education,50929,3542,94,292
N7IkWpBETEc,Sports,451859,6253,273,1052
N7K_6MqEAxE,Music,434938,51826,141,1922
N7LPjGeOSI8,People & Blogs,213240,10405,152,630
N7Oq1cNOk_c,Music,210706,8280,123,158
N7QDBGseFRc,News & Politics,1687015,116151,3945,11339
N7WjAs_ppnc,Sports,930157,8060,349,1621
N7Y8N1SakbQ,Entertainment,125112,13558,253,1482
N7czcWuYcTk,Comedy,504833,36908,332,1201
N7jllYtsxOQ,People & Blogs,381595,22206,285,2895
N7lD0PQBvg4,Autos & Vehicles,298218,15031,105,2267
N7pN1E8f_M8,Howto & Style,3637638,202006,4195,8119
N7sByTfipaA,Entertainment,601947,8018,289,1401
N8--jRxcXgM,Sports,453961,2091,119,246
N82hJpl5cMM,People & Blogs,756309,14220,294,761
N83bAqurHTE,Sports,437809,27175,328,592
N85lEZfCaxA,News & Politics,249350,5457,222,2334
N87PSKAQRZU,People & Blogs,543483,9857,98,1011
N87xP9wVsLw,Sports,367783,11760,481,1925
N894nEADdMI,Science & Technology,1172200,97827,8094,7701
N8JG7RIs1eo,Entertainment,445063,7496,310,1767
N8JhyW27s1E,News & Politics,188888,17397,505,1548
N8LPgKAPTPg,Entertainment,220143,16671,93,676
N8MbcOiJNKs,Entertainment,149329,12023,148,612
N8NYYD8DiRI,Pets & Animals,55931,11724,28,1325
N8Pwz-utvkg,Gaming,45775,3608,41,26
N8SaILV9g3k,Howto & Style,77865,3123,621,615
N8TSD9-F8T0,Sports,305344,4313,244,1945
N8ZCy4_owiI,Entertainment,727676,12010,641,321
N8bzJLwuEuw,Entertainment,265804,3555,141,626
N8g5nnZokOw,Entertainment,126214,7170,1790,1070
N8sK3cj-WS4,Gaming,116243,6280,49,4232
N8uc3J872j8,Comedy,85979,19412,258,888
N8v6PZtsTgA,Music,84463,8485,65,898
N92y6mnuMos,Gaming,303886,4141,142,21
N9AjnPDcRiQ,People & Blogs,3506401,328161,3765,41704
N9DRJItIOM4,Comedy,1735169,39845,733,4457
N9LSXC0B61s,Science & Technology,2266386,85935,1527,6416
N9LUnWUsTak,Comedy,708171,51685,1529,5056
N9NABoOlpAI,Entertainment,2353563,189018,3861,11116
N9ZNLXpVhu4,Autos & Vehicles,686604,54646,417,1802
N9c8BIXjiT0,Entertainment,279761,3043,72,286
N9df606AJ6o,Sports,426471,16281,476,937
N9fqSrOI-Wo,Sports,220691,8502,90,165
N9g2H0UWDKc,Entertainment,828179,7060,705,292
N9i4DrEq5HE,Howto & Style,90073,1750,38,238
N9lFCO04pIE,People & Blogs,33235,198,17,3
N9lqbhVVTck,Music,36979573,1545306,170090,256032
N9qLJyiHej8,News & Politics,73866,1756,65,325
N9ua_M1kU5I,,208568,29622,438,3146
N9urmgqWyBU,Music,756156,27146,468,8228
NA3L9wskqqc,News & Politics,422730,5063,646,2385
NA4WcSRx_S4,Howto & Style,55604,3300,69,369
NA4jbyIon7U,Music,116048,2836,81,22
NA5Wzn3SIXY,Entertainment,53760,1629,27,318
NA80Wjca-X4,Entertainment,288081,7073,432,602
NAA31YId_sQ,Music,3969781,133899,5632,5142
NAAwQ7pisjM,People & Blogs,3814110,183164,7520,9370
NAD2Z_zYWCc,News & Politics,107645,617,65,21
NAGnUczc_m4,Entertainment,159428,7345,170,332
NAJb7vzqGzw,Science & Technology,207660,18011,307,1445
NAOUJuw4EuU,Entertainment,95146,5581,90,154
NAPrj0V5DLM,Entertainment,330896,27231,386,993
NAPt4ghbMhE,Entertainment,271920,2138,61,1143
NAQpk3Eb0rI,Autos & Vehicles,419219,5839,829,1148
NAYBWGtCQuU,Comedy,3124794,198445,14280,8032
NAdPYB6gTu4,News & Politics,302245,1176,203,0
NAhCdjly8s0,Entertainment,872810,6968,177,1028
NAkg4vs0gJQ,News & Politics,129460,1933,57,1373
NAlDopR0HT0,People & Blogs,549236,40638,984,2687
NAm9EwkU_TA,Entertainment,232416,25169,314,1479
NAmPV5pF1YA,Music,506396,26163,384,1765
NAo38Q9c4xA,Music,11338460,1197627,15958,103494
NAs0YcmGc2I,Music,1101803,13677,130,1215
NAtJyJTWo8I,People & Blogs,153729,6323,2273,1376
NAuZTI4s68s,Entertainment,51044,536,44,21
NAv8ToZe2os,Entertainment,122844,8622,405,444
NB01_4qP0aA,News & Politics,100938,7943,501,3863
NB0A2jSZDtw,Music,402611,10947,117,579
NB2rQvW3SCk,People & Blogs,1866115,148914,1469,0
NB4IPXARXRs,Entertainment,629281,12657,237,995
NB88Mer7iYs,Music,71574,4262,56,281
NB9J8FM_Pxw,Gaming,67548,4340,80,470
NBGJqOkjN00,Music,618801,23030,2025,1131
NBI7keMs76A,Autos & Vehicles,159520,10135,445,1140
NBJ36vk3VFI,People & Blogs,339069,7581,577,0
NBKCS3VZBbM,Music,919814,35427,384,623
NBMWp51zt6Q,Sports,190949,1852,70,547
NBMxoNzVeuQ,Howto & Style,378976,37422,635,2003
NBQYR4Zl6ao,Entertainment,171868,11693,401,706
NBUP_zI5QJM,Pets & Animals,176695,13158,212,1318
NBYu8v5xtWI,Music,247202,23570,65,1845
NBarrNHYRRI,Sports,91829,389,28,47
NBcf5Co44FQ,People & Blogs,734903,60159,4138,233
NBiIlpbLvZA,Entertainment,3943216,364436,5165,10395
NC18R-bCxFM,People & Blogs,420259,18764,1584,1373
NC2RMMQ6WjA,Gaming,152801,6537,528,1308
NC45qza5XMI,People & Blogs,50350,367,22,144
NC5qentT0b4,Film & Animation,285656,7579,399,563
NCBzoUcfF_0,Sports,439034,0,0,410
NCD7fjX6Su8,Sports,1300891,62233,1645,19301
NCH7Z2wAbDs,Film & Animation,760314,15510,531,1238
NCMpDelurAk,Music,688484,34296,498,809
NCNtREylh3E,News & Politics,76074,6045,155,166
NCSM5oIxS2I,People & Blogs,100993,4901,178,2872
NCSYZ03eR2Q,Sports,300308,5889,207,467
NCTL1YEpg2U,People & Blogs,2824598,119631,2997,4850
NCUSbL55C8g,Comedy,378138,39002,964,7194
NCWCVhIUigw,Music,170265,16193,53,910
NCXj7qa77zE,People & Blogs,1935142,207381,1738,4275
NCYa_i-crMs,News & Politics,371130,1038,2934,4381
NCbeUrm_Zws,Comedy,376128,38006,432,2653
NCmq24Zbnqc,Howto & Style,227974,23217,340,923
NCnP6Kz0UDE,Comedy,1566694,10288,1459,336
NCqX9_ci3e4,Gaming,1712459,310601,841,22281
NCqryyZEGCs,Science & Technology,1048669,86425,986,9970
NCrkenVtRGw,Entertainment,1014862,10229,582,235
NCyE87H6t3o,Gaming,508008,22593,622,872
ND5R31hrwZM,Entertainment,154524,12087,118,1162
ND5uf_2UdZo,Entertainment,312158,7676,121,575
NDB2_VQMyJU,Gaming,288300,41448,1081,2333
NDJECHcbT-8,Sports,367140,5529,487,646
NDRLSXwz-sw,Howto & Style,34606,2227,92,314
NDRm0aV4rrY,Sports,174981,2388,57,308
NDXpg6K0i9I,Music,48978,291,35,1
NDYnQVRKud4,Gaming,323013,36232,333,69
ND_Z164BYxc,Comedy,321801,19228,407,1376
NDepxBplPY4,People & Blogs,2425305,182285,1422,1288
NDmS51r1HHU,Film & Animation,57097,298,51,22
NDpXZu3iK44,Music,5004427,365734,40346,166185
NDpwh0pCXDw,Music,3266152,245893,1392,13153
NDt4bZ5ySkQ,Howto & Style,632924,17072,580,2767
NDweVXZuuhI,People & Blogs,117721,4743,110,294
NDy-mn8BIik,Sports,88862,15237,72,649
NE389p6PoWo,Howto & Style,104449,7395,105,608
NE52pkw-rLY,Entertainment,944315,9776,895,742
NE8URMvNYeo,Music,244066,14433,157,514
NEF1f05i09c,Science & Technology,422021,45596,1790,6952
NEI-V50SZLE,Music,64203,15617,99,947
NEK8jxgnqJE,Music,62217,4468,85,580
NEL442vOfbc,People & Blogs,366402,56972,674,4167
NEMyauS4gYo,News & Politics,517532,16493,757,1812
NENwnVJGdkY,Sports,102176,2614,41,562
NEQZeF-ZXqs,Music,97751,10921,52,436
NEU6uPhNA2M,Entertainment,1286492,27812,2884,2457
NEY4lit4A5c,Entertainment,314042,18241,863,1036
NEcOc2a1_D0,Autos & Vehicles,158028,1331,43,87
NEkPn9nOyFI,People & Blogs,377163,61146,3045,7024
NEp7tn1HspI,Entertainment,4095378,43781,708,3388
NEpKlsUw9XU,Film & Animation,546786,144697,102,4527
NEqTz4watcw,Entertainment,947063,72448,2852,3226
NEsBVxk1s7Y,Sports,1828617,42647,1542,4278
NEsWOdI3OOE,Entertainment,316040,2873,195,295
NEuk5q0iUXo,News & Politics,69459,2701,261,270
NEvJK2rile4,Music,1980519,208532,1866,4285
NF3X_jVfDAE,Howto & Style,31049,3443,26,378
NF7TFVM6GkI,Music,1872125,16382,3200,1218
NF7ihYafgqY,Autos & Vehicles,416957,17956,318,1610
NFBULtpnljc,Science & Technology,66581,12116,195,849
NFEnWaUZRL4,Entertainment,1479029,30382,1375,490
NFF3d1VNmvE,Comedy,2275382,117920,1721,4590
NFGF2JaPUHA,News & Politics,77701,0,0,132
NFIBPm3sB8w,Gaming,79161,3883,108,126
NFNeG0F2nDk,Gaming,713881,43200,577,5567
NFPP9T3bicA,Sports,446301,3897,169,40
NFRBdJWKStc,Entertainment,1239407,105307,1245,5791
NFRmsKxFzZg,Music,170263,1301,157,52
NFUQm1nYxYM,Music,890722,21422,589,719
NFVttlwz-Lc,Entertainment,475179,21162,368,868
NFa38a2XStM,Entertainment,913694,13734,201,2586
NFb3wpQtGPw,Sports,149195,1682,127,641
NFetlblVeO8,Autos & Vehicles,1910752,116290,1460,2710
NFeuGyO3WE4,Entertainment,733119,81944,479,3865
NFjZIRs0eTE,Science & Technology,154801,20324,106,3433
NFpGVwSiVcI,Autos & Vehicles,63236,2248,277,192
NFq_VNyfSUg,Howto & Style,553353,10859,357,471
NFxvJGKkm1s,Entertainment,146493,726,105,49
NG0NQV8YECg,Sports,641148,13346,634,1706
NG3wM2Iot3Y,Comedy,254022,38159,225,1619
NGBNtfKIUOA,News & Politics,296605,20987,203,1060
NGES2MVbJtQ,Sports,1149262,18513,1894,906
NGG1dVQeSZ0,Music,81308,7736,105,736
NGIV6NihmOE,Entertainment,878841,49829,4264,4506
NGJmOUR4wyk,Music,2516191,143394,2517,6763
NGMcBkfCUkI,Autos & Vehicles,97265,2563,168,728
NGQfzfSDDCA,,356303,2177,428,832
NGRnw7J0kIE,Entertainment,191833,10355,539,726
NGTpyAVSXxA,Music,640714,38568,424,5249
NGWuUlZiGVU,People & Blogs,170523,5889,68,776
NGYn1XVHci4,Entertainment,907561,88962,1082,2870
NG_TjNGkjOc,People & Blogs,240856,26026,197,1078
NGggCIwJ7Xk,Travel & Events,73623,3616,41,348
NGm8wSjGAbI,News & Politics,85201,511,45,0
NGmwsmtA024,Sports,1258361,9048,465,2468
NGnMrM9qDtE,Entertainment,1014616,79690,457,4739
NH0AWhBgxFo,Entertainment,787001,11645,631,600
NH8RF6W_Yh0,Entertainment,84406,1485,205,59
NH9Rzs4W144,Entertainment,807006,5845,201,627
NHFnlsjuF2Y,Gaming,192050,21793,279,491
NHFt7QTyUfs,Education,98378,15354,93,326
NHGFGiGBIeQ,Entertainment,567161,6266,327,492
NHHT_K4bTTs,Music,4030155,61523,1832,1122
NHJaTj7nhHQ,Science & Technology,240926,17891,302,1098
NHLLYFR8x8c,Film & Animation,145692,1643,121,228
NHMyOVOh1TI,News & Politics,973829,8096,345,5955
NHP__v3_ZCc,Sports,177026,8196,68,341
NHQMgo0Yewg,People & Blogs,1350965,93803,1429,4275
NHQn4AtMbns,Music,2019143,77442,2501,3809
NHRaehApqsc,Gaming,263176,13135,970,338
NHSNt8oVu24,Comedy,466746,43702,670,1868
NHVcjpj8Cj0,Music,148580,6748,190,253
NHYu8eevGic,Gaming,2282481,345023,6474,12335
NHbjrjoQel8,Music,88481,8630,328,641
NHcRoXIC26M,News & Politics,169306,6487,374,1854
NHlZidEZHbM,Entertainment,678541,16050,255,2242
NHlf9AvWqmw,People & Blogs,352053,56633,694,977
NHlwayabC4I,Howto & Style,677975,54639,1422,1892
NHo7rZsUlpo,Science & Technology,237781,12590,954,1149
NHrbqZ3dvck,Travel & Events,638352,44571,966,5043
NHshCMz5ThE,Sports,1085451,12424,663,1116
NHtnvgUHzFg,Comedy,183500,11709,227,567
NHxiKytcQqE,Music,24644,861,14,53
NHyHM22iNrA,Autos & Vehicles,448978,6710,200,3098
NI-M-rCJcaA,Entertainment,445284,48534,288,5707
NI0PngB4-XQ,Howto & Style,3152426,34677,4264,1823
NI6jmEf3PRQ,News & Politics,33517,61,10,0
NI8vLRS3WWo,Entertainment,53568,5742,158,666
NI9tFFvDvCE,Entertainment,245674,6918,292,0
NIMty2VryvA,Gaming,465216,46776,643,4068
NIRsxmU0d8Q,Music,155317,22454,33,1345
NIXAf3RmFhU,Entertainment,428590,8827,286,322
NIYmkPAIsBo,Music,135600,14722,160,1960
NIf8XikcSd8,Entertainment,64535,308,11,14
NIfXLaoKtqE,Entertainment,131905,15183,71,699
NIfs1dm167E,People & Blogs,2287183,232154,4959,17978
NIiI9GJfUzA,Music,1575284,34312,758,1166
NIi_acq1QmQ,Music,1252984,0,0,14138
NIjd1_MIHNU,Science & Technology,69060,6053,221,1351
NIm5GL0iCpk,Entertainment,420550,26191,3038,1027
NInitHZ-0jY,Gaming,352217,44454,383,1761
NIrLyH86vPc,Music,154716,12374,63,518
NIt8nDNpCEs,People & Blogs,624654,24909,437,2674
NJ3xTv5UsbM,Entertainment,2986344,76819,2270,19114
NJ4Dm2GqWl4,Entertainment,632849,118289,898,3315
NJBvtiqZB2w,News & Politics,798885,11770,2436,6792
NJCTDeZmqAE,News & Politics,30213,1262,110,36
NJDNRFTAdUo,Gaming,462295,5683,115,1587
NJFYrYQOKck,Entertainment,207676,18740,299,386
NJIzkZ05Eo8,News & Politics,95380,3114,351,904
NJKHRjPmffw,News & Politics,144454,1844,241,0
NJMXPO3nEzI,People & Blogs,914464,61795,677,1176
NJPwCVnUJow,People & Blogs,379458,18529,86,942
NJW_6mNVoJE,People & Blogs,207421,23523,230,881
NJXX1SX99_w,News & Politics,98414,4819,361,637
NJY1e6jKpr4,Gaming,59735,7729,196,330
NJYydkm8_CE,People & Blogs,311944,3674,337,139
NJbINDEQjNU,Autos & Vehicles,134757,10141,404,715
NJd3_brXG3w,Entertainment,1870162,45365,624,2042
NJdN2xeF8Eg,Entertainment,429057,4793,994,1867
NJfEUaEJe3E,Howto & Style,302538,7139,518,300
NJgLZVp1zik,Music,1370443,35418,1382,1201
NJjGx93ZPtU,Howto & Style,353682,48997,880,5544
NJojgXXQbhI,Science & Technology,250777,15515,651,1190
NJoz4hlvC6w,Entertainment,163067,21594,414,825
NJqkCXPJJbA,News & Politics,798904,6643,243,2438
NJucxI2ALjM,News & Politics,134388,2618,1084,521
NJwfJjxbd0o,News & Politics,577526,35440,1439,3481
NJz6MoMsOGo,Music,615018,145620,117,10181
NK0jV9fyLG8,Sports,517268,38147,431,1142
NK3o1X8DSR8,News & Politics,253417,3421,356,642
NK6MWt7vpVE,Science & Technology,1247413,75574,2207,5162
NK6UXsnfifQ,People & Blogs,656241,8724,510,493
NK9N7DOXjUY,Music,276025,17145,592,4718
NKBSyw1fVS0,Music,427844,30451,680,1068
NKGHPk6KxPY,Sports,104509,3998,51,6
NKJGUbXeV2Y,Music,494011,57089,499,2739
NKK9j63QOeg,Entertainment,467478,17526,244,664
NKMeU_CyVrA,Entertainment,52290,4563,45,463
NKOKejRTUi4,Comedy,1654283,36047,2515,2688
NKOVl6F8bjA,Gaming,5731933,160125,4912,15172
NKXk5aGedGI,Comedy,614274,46569,1278,3280
NKYFNJMjtEM,Film & Animation,493927,30474,539,2240
NKdoHjvUa7c,People & Blogs,328889,11772,479,2009
NKgCuZnIJA0,Entertainment,603403,8792,517,2671
NKkQURfzheY,Entertainment,409742,56270,104,4864
NKkROVkeQzY,Entertainment,285421,5713,940,755
NKlMf86VdYc,People & Blogs,129472,12652,113,468
NKmH5vscYYw,Comedy,386172,39981,391,2214
NKnai0rQSQk,Entertainment,3104942,64744,2023,8987
NKou4Pgt8Vg,Entertainment,1469222,63157,3199,3937
NKsL47I7-gM,Comedy,1545302,189144,2280,9275
NKtwDDeBxSI,Music,936434,39062,704,2351
NKy8-KsCY8A,Entertainment,61792,3302,53,279
NKzFLdWphdI,Music,7484171,347057,8201,89626
NL22_onpddI,News & Politics,93529,5998,215,1038
NL4M3rqwmrk,Music,187882,6769,34,327
NLEGeO76MiE,Science & Technology,68782,7500,95,702
NLEj-4Z-7yU,Music,144393,7104,575,595
NLHUJK_CPrw,Entertainment,51917,5043,86,204
NLMW8v7i-A0,People & Blogs,564369,28844,429,702
NLOjIrk74I8,Sports,706685,21509,192,1023
NLOp_6uPccQ,Entertainment,19666039,773117,17678,80787
NLTwaJS79dA,Sports,34683,1808,50,270
NLUPyuJ6n2Q,People & Blogs,52529,7931,102,1263
NLUlkCkvV1g,Gaming,182531,12071,490,1690
NLXADM43Xlo,Entertainment,1115712,13691,592,2726
NLYWOj8MveM,Autos & Vehicles,2570711,148378,3845,6181
NLalpr0kwuc,Autos & Vehicles,261000,31460,1028,1645
NLbcN1vJfHk,Sports,515282,3453,1707,1544
NLguRIVZAL4,Entertainment,618614,15941,457,1457
NLiBp_qOW5A,Music,3384732,54734,2853,2835
NLuVsQM7-fo,Comedy,117650,14716,65,1063
NLvbhyVDc3k,Entertainment,308641,3061,114,806
NLwlGuWiU8s,News & Politics,93132,4032,1154,174
NLxc73hYfN0,People & Blogs,598048,20090,2123,499
NLzmX4XSF2Q,Entertainment,459871,2359,177,0
NM2SX3GveEo,People & Blogs,317532,23724,341,1470
NM3_wjqWhro,Autos & Vehicles,1452531,78890,3537,5173
NM6o66NUu94,Entertainment,968674,38258,1112,911
NM8UMuTcF_A,News & Politics,424022,24826,855,1518
NMEEPcPA_dA,Entertainment,2145536,443365,2757,24478
NMJ2isj-Ooo,Autos & Vehicles,35461,2323,214,235
NMKz3y5e-e0,Entertainment,716646,8117,313,89
NMOFVBqMXLQ,Entertainment,303597,10753,669,475
NMPZu_ENB5I,Entertainment,462371,12344,225,144
NMWBbc4GWos,Entertainment,1225356,25575,2968,3395
NMWZQyZtLZA,Entertainment,83269,5496,198,233
NMahDXfzH10,People & Blogs,454338,43631,3970,3794
NMb02Ab3R1g,Howto & Style,152975,12933,382,999
NMf4KI3kpZg,Film & Animation,3190297,10952,430,1072
NMgYGxF5fC0,Entertainment,564412,28121,569,501
NMiZV6cuOS0,Entertainment,402884,17443,354,481
NMkTAXNhfI8,Music,1435247,0,0,0
NMlCHpPRAho,Sports,533304,1296,147,2022
NMqFMHQUgcc,Sports,101083,4870,45,741
NMvOvq7GDbk,Sports,90874,11981,1140,3023
NMx44Zx9mgE,Entertainment,74997,4661,349,395
NMxdmywH_Jw,Entertainment,112664,5187,144,898
NN5faRf2OYo,Travel & Events,662864,63869,665,6530
NNGoy9pTbFQ,People & Blogs,854586,33418,425,833
NNHwiBPzMvw,People & Blogs,147323,16277,493,2881
NNJcgxSmvnc,Gaming,28706,2685,37,134
